Project Name,Title,Item Ark,Item Sequence,Subject,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Name.subject,Name.repository,Coverage.geographic,Relation.isPartOf,Rights.servicesContact,Name.photographer,Rights.permission,Name.architect,Date.normalized,AltIdentifier.local,Title2,Date.creation,Format.extent,Format.medium,Description.note,Description.fundingNote,Description.longitude,Description.latitude,Description.caption,Language,Name.artist,Coverage.temporal,Alt ID.collection,thumbnailImageName,File Name,Object Type,Parent ARK
"Connell (Will) Papers, 1928-1961","Will Connell (possibly) in rural setting standing next to a dirt road, circa 1920",21198/zz002h2qn5,,,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Connell, Will, $d 1898-1961","University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1920,uclamss_893_0436,"Will Connell (possibly) in rural setting standing next to a dirt road, circa 1920",[circa 1920],1 photographic negative,b&w nitrate negative,"Will Connell (possibly) in rural setting standing next to a dirt road, wearing a jacket, shirt and tie and high boots.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Salon - Misc. portraits,,,,,uclamss_893_0436.jpg,uclamss_893_0436.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Will Connell (probably) on a Harley Davidson motorcycle, circa 1920",21198/zz002h2qpp,,Photographers $z United States|~|Motorcycles $x American $z United States|~|Harley-Davidson motorcycle,still image,copyrighted,Portrait photographs|~|black-and-white photographs|~|cellulose nitrate film,"Connell, Will, $d 1898-1961","University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1920,uclamss_893_0437,"Will Connell (probably) on a Harley Davidson motorcycle, circa 1920",[circa 1920],1 photographic negative,b&w nitrate negative,"Will Connell (probably) on a Harley Davidson motorcycle wearing a hat, jacket, vest, tie, trousers and high boots, parked next to a dilapidated brick building",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Salon - Misc. portraits,,,,,uclamss_893_0437.jpg,uclamss_893_0437.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Man crossing a stream on a motorcycle, circa 1920",21198/zz002h2qq6,,Motorcycles $x American $z United States,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1920,uclamss_893_0438,"Man crossing a stream on a motorcycle, circa 1920",[circa 1920],1 photographic negative,b&w nitrate negative,Man crossing stream on motorcycle with dirt road behind him and mountains in the distance,Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Salon - Misc. portraits,,,,,uclamss_893_0438.jpg,uclamss_893_0438.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Snow-covered slope, circa 1920",21198/zz002h2qrq,,,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1920,uclamss_893_0439,"Snow-covered slope, circa 1920",[circa 1920],1 photographic negative,b&w nitrate negative,,Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Salon - Misc. portraits,,,,,uclamss_893_0439.jpg,uclamss_893_0439.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Trees on snow-covered slope, circa 1920",21198/zz002h2qs7,,Trees,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1920,uclamss_893_0440,"Trees on snow-covered slope, circa 1920",[circa 1920],1 photographic negative,b&w nitrate negative,,Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Salon - Misc. portraits,,,,,uclamss_893_0440.jpg,uclamss_893_0440.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Orchard or allée, circa 1920",21198/zz002h2qtr,,,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1920,uclamss_893_0441,"Orchard or allée, circa 1920",[circa 1920],1 photographic negative,b&w nitrate negative,View of allée or orchard trees in rows with bare branches,Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Salon - Misc. portraits,,,,,uclamss_893_0441.jpg,uclamss_893_0441.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Legs of man standing on a narrow paved road, circa 1920",21198/zz002h2qv8,,Roads,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1920,uclamss_893_0442,"Legs of man standing on a narrow paved road, circa 1920",[circa 1920],1 photographic negative,b&w nitrate negative,"Legs of a man wearing a suit, standing on a narrow paved road with weedy land beyond and a house in the distance",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Salon - Misc. portraits,,,,,uclamss_893_0442.jpg,uclamss_893_0442.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Dilapidated rural house, circa 1920",21198/zz002h2qws,,,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1920,uclamss_893_0443,"Dilapidated rural house, circa 1920",[circa 1920],1 photographic negative,b&w nitrate negative,View of an abandoned-looking house with a brick wall and a ruined roof with a cart and bushes in the foreground,Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Salon - Misc. portraits,,,,,uclamss_893_0443.jpg,uclamss_893_0443.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","View across a canyon towards a large building on a slope, circa 1920",21198/zz002h2qx9,,,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1920,uclamss_893_0444,"View across a canyon towards a large building on a slope, circa 1920",[circa 1920],1 photographic negative,b&w nitrate negative,,Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Salon - Misc. portraits,,,,,uclamss_893_0444.jpg,uclamss_893_0444.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Will Connell (probably) outdoors, circa 1920",21198/zz002h2qzt,,Photographers $z United States,still image,copyrighted,Portrait photographs|~|black-and-white photographs|~|cellulose nitrate film,"Connell, Will, $d 1898-1961","University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1920,uclamss_893_0445,"Will Connell (probably) outdoors, circa 1920",[circa 1920],1 photographic negative,b&w nitrate negative,"Will Connell (probably) wearing a hat, jacket, vest, tie and trousers  standing outdoors with a dirt slope behind him",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Salon - Misc. portraits,,,,,uclamss_893_0445.jpg,uclamss_893_0445.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Unidentified man looking out a screen door, circa 1920",21198/zz002h2r0t,,,still image,copyrighted,Portrait photographs|~|black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1920,uclamss_893_0446,"Unidentified man looking out a screen door, circa 1920",[circa 1920],1 photographic negative,b&w nitrate negative,"View of the upper half of an unidentified man wearing a shirt and tie and suit trousers, holding a cigarette and looking out a screen door. A porch railing and tree leaves are  visible outside the door.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Salon - Misc. portraits,,,,,uclamss_893_0446.jpg,uclamss_893_0446.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Vaudeville (?) act with two men in front of a stage curtain, 1920-1939",21198/zz002h2r1b,,Vaudeville shows,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1920/1939,uclamss_893_0447,"Vaudeville (?) act with two men in front of a stage curtain, 1920-1939",[between 1920-1939],1 photographic negative,b&w nitrate negative,"Photograph of two men standing in front of a stage curtain, dressed in 3-piece suits, performing a vaudeville act, with one man playing a ukulele and singing with his mouth wide open next to another man who is frowning, holds a finger over the ear closest to the singer and holds his other hand over his stomach.",Access to this collection is generously supported by Arcadia funds.,,,,,,,,uclamss_893_0447.jpg,uclamss_893_0447.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Will Connell (probably) standing next to an unidentified man, circa 1920",21198/zz002h2r2v,,Photographers $z United States,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Connell, Will, $d 1898-1961","University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1920,uclamss_893_0448,"Will Connell (probably) standing next to an unidentified man, circa 1920",[circa 1920],1 photographic negative,b&w nitrate negative,"Will Connell (probably, right) wearing a hat and 3-piece suit standing in next to a man and with a Bull Durham Tobacco advertisement in the background",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Salon - Misc. portraits,,,,,uclamss_893_0448.jpg,uclamss_893_0448.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Will Connell (probably) using a microscope in his studio, Los Angeles, circa 1925",21198/zz002h2r3c,,,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,"Connell, Will, $d 1898-1961","University of California, Los Angeles. $b Library Special Collections",California--Los Angeles,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1925,uclamss_893_0449,"Will Connell (probably) using a microscope in his studio, Los Angeles, circa 1925",[circa 1925],1 photographic negative,b&w nitrate negative,"Will Connell (probably) seated at a desk wearing a cardigan sweater and a visor, using a microscope in his studio. Also on the desk are a paper cutter (partially visible, left), 2 chemical bottles, a book, and wood matches. In the background is shelving with bottles of photography chemicals.",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Salon - Misc. portraits,,,,,uclamss_893_0449.jpg,uclamss_893_0449.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Will Connell (probably), circa 1920",21198/zz002h2r4w,,Photographers $z United States,still image,copyrighted,Portrait photographs|~|black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1920,uclamss_893_0450,"Will Connell (probably), circa 1920",[circa 1920],1 photographic negative,b&w nitrate negative,Will Connell (probably) wearing a hat and coat,Access to this collection is generously supported by Arcadia funds.,,,,,,,,uclamss_893_0450.jpg,uclamss_893_0450.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Woman in a dressing gown, 1925-1939",21198/zz002h2r5d,,,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1925/1939,uclamss_893_0451,"Woman in a dressing gown, 1925-1939",[between 1925-1939],1 photographic negative,b&w nitrate negative,"Backlit woman facing away from the camera, holding a semi-transparent dressing gown open so",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Portraits - matches - landscapes - apples,,,,,uclamss_893_0451.jpg,uclamss_893_0451.tif,Work,21198/zz002h2fpt
"Connell (Will) Papers, 1928-1961","Three matches burning beneath a box of Ohio Blue Tip Matches, 1925-1939",21198/zz002h2r6x,,Matches,still image,copyrighted,black-and-white photographs|~|cellulose nitrate film,,"University of California, Los Angeles. $b Library Special Collections",,"Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.",,"Connell, Will, $d 1898-1961",Y,,1925/1939,uclamss_893_0452,"Three matches burning beneath a box of Ohio Blue Tip Matches, 1925-1939",[between 1925-1939],1 photographic negative,b&w nitrate negative,"Photograph of 3 wooden matches with one burnt out and 2 still burning, placed below a box of Ohio Blue Tip Matches",Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Portraits - matches - landscapes - apples,,,,,uclamss_893_0452.jpg,uclamss_893_0452.tif,Work,21198/zz002h2fpt
