Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Type.typeOfResource,Type.genre,Subject,Rights.copyrightStatus,Name.repository,Name.subject,Name.donor,Name.publisher,Name.designer,Title,Relation.relatedTo,AltTitle.descriptive,Format.medium,Format.extent,Format.dimensions,AltTitle.other,Alt ID.local,Date.creation,Date.normalized,Name.creator,Format.material,Description.note,Relation.isPartOf,Description.abstract,Format.technique,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cvkt3,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cvkt3_752790_master.tif,,,,,still image,color photographs,Chicano archives|~|documentary photography,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Delfino in attack position,Yolanda Retter-Vargas Papers,Torres Collection,Chromogenic Photograph (C-print),1 Photograph,4 x 6,,CSRC_MENDOZA_PONCE_ELIZONDO_0091.tif,circa 1980s,1980/1989,,Kodak Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cvkt3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cvkt3/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cvkvm,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cvkvm_752778_master.tif,,,,,still image,color photographs,Chicano archives|~|documentary photography,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Trees sectioned off,Yolanda Retter-Vargas Papers,Torres Collection,Chromogenic Photograph,1 Photograph,4 x 6,,CSRC_MENDOZA_PONCE_ELIZONDO_0088.tif,circa 1980s,1980/1989,,Kodak Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cvkvm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cvkvm/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cvkw4,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cvkw4_752751_master.tif,,,,,text,correspondence,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Copy of certificate of education,Yolanda Retter-Vargas Papers,Torres Collection,,1 Paper,8 x 10,,CSRC_MENDOZA_PONCE_ELIZONDO_0082.tif,1978,1970/1979,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cvkw4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cvkw4/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cvkxn,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cvkxn_752743_master.tif,,,,,still image,color photographs,Chicano archives|~|documentary photography,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Delfino in the field,Yolanda Retter-Vargas Papers,Torres Collection,Chromogenic Photograph (C-print),1 Photograph,4 x 6,,CSRC_MENDOZA_PONCE_ELIZONDO_0080.tif,circa 1980s,1980/1989,,Kodak Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cvkxn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cvkxn/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cvkz5,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cvkz5_752772_master.tif,,,,,still image,color photographs,Chicano archives|~|documentary photography,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Delfino in the field,Yolanda Retter-Vargas Papers,Torres Collection,Chromogenic Photograph (C-print),1 Photograph,4 x 6,,CSRC_MENDOZA_PONCE_ELIZONDO_0087.tif,circa 1980s,1980/1989,,Kodak Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cvkz5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cvkz5/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cvm1p,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cvm1p_752793_master.tif,,,,,still image,color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Delfino holding marijuana,Yolanda Retter-Vargas Papers,Torres Collection,Chromogenic Photograph (C-print),1 Photograph,4 x 6,,CSRC_MENDOZA_PONCE_ELIZONDO_0092.tif,circa 1980s,1980/1989,,Kodak Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cvm1p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cvm1p/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cvm3q,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cvm3q_752769_master.tif,,,,,still image,color photographs,Chicano archives|~|documentary photography,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Delfino with friends on bench,Yolanda Retter-Vargas Papers,Torres Collection,Chromogenic Photograph,1 Photograph,4 x 6,,CSRC_MENDOZA_PONCE_ELIZONDO_0086.tif,circa 1980s,1980/1989,,Kodak Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cvm3q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cvm3q/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cvm5r,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cvm5r_752763_master.tif,,,,,still image,color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Delfino in stream holding marijuana,Yolanda Retter-Vargas Papers,Torres Collection,Chromogenic Photograph (C-print),1 Photograph,4 x 6,,CSRC_MENDOZA_PONCE_ELIZONDO_0085.tif,circa 1980s,1980/1989,,Kodak Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cvm5r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cvm5r/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cvm7s,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cvm7s_752760_master.tif,,,,,still image,color photographs,Chicano archives|~|documentary photography,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Delfino in camp,Yolanda Retter-Vargas Papers,Torres Collection,Chromogenic Photograph (C-print),1 Photograph,4 x 6,,CSRC_MENDOZA_PONCE_ELIZONDO_0084.tif,circa 1980s,1980/1989,,Kodak Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cvm7s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cvm7s/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001cvm89,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001cvm89_752796_master.tif,,,,,still image,color photographs,Chicano archives|~|documentary photography,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Delfino in the field,Yolanda Retter-Vargas Papers,Torres Collection,Chromogenic Photograph (C-print),,4 x 6,,CSRC_MENDOZA_PONCE_ELIZONDO_0093.tif,circa 1980s,1980/1989,,Kodak Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001cvm89,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001cvm89/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001czwq7,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001czwq7_752826_master.tif,,,,,still image,color photographs,Chicano archives|~|documentary photography,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Delfino in the foggy field,Yolanda Retter-Vargas Papers,Torres Collection,Chromogenic Photograph (C-print),1 Photograph,4 x 6,,CSRC_MENDOZA_PONCE_ELIZONDO_0096.tif,circa 1980s,1980/1989,,Kodak Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001czwq7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001czwq7/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001czwrr,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001czwrr_753413_master.tif,,,,,still image,color photographs,Chicano archives|~|documentary photography,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Delfino standing by helicopter,Yolanda Retter-Vargas Papers,Torres Collection,Chromogenic Photograph,1 Photograph,4 3/8 x 3 3/4,,CSRC_MENDOZA_PONCE_ELIZONDO_0115.tif,circa 1980s,1980/1989,,Kodak Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001czwrr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001czwrr/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001czws8,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001czws8_752821_master.tif,,,,,still image,color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Gathering in town,Yolanda Retter-Vargas Papers,Torres Collection,Chromogenic Photograph,1 Photograph,3 x 5,,CSRC_MENDOZA_PONCE_ELIZONDO_0098.tif,circa 1980s,1980/1989,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001czws8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001czws8/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001czwts,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001czwts_752859_master.tif,,,,,still image,color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Photograph of Virgen de Talpa,Yolanda Retter-Vargas Papers,Torres Collection,Chromogenic Photograph,1 Photograph,3 5/8 x 5,,CSRC_MENDOZA_PONCE_ELIZONDO_0106.tif,circa 1980s,1980/1989,,Fuji Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001czwts,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001czwts/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001czwv9,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001czwv9_752854_master.tif,,,,,still image,color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Hotel Mansion del Cupatitzio,Yolanda Retter-Vargas Papers,Torres Collection,Chromogenic Photograph,1 Photograph,4 3/4 x 3 5/8,,CSRC_MENDOZA_PONCE_ELIZONDO_0105.tif,circa 1980s,1980/1989,,Kodak Paper,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001czwv9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001czwv9/manifest
Retter-Vargas (Yolanda) Collection of Orphan Photographs,ark:/21198/zz001czwwt,ark:/21198/zz0019q5n3,2,Completed,Work,rettervargas/masters/21198-zz001czwwt_752832_master.tif,,,,,still image,color photographs,Chicano archives,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,"Retter, Yolanda, 1947-2007",,,Portrait of woman,Yolanda Retter-Vargas Papers,Torres Collection,Chromogenic Photograph,1 Photograph,4 x 6,,CSRC_MENDOZA_PONCE_ELIZONDO_0099.tif,circa 1970/1980s,1970/1989,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001czwwt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001czwwt/manifest
