Object Type,Parent ARK,Item ARK,File Name,Local identifier,Title,Name.creator,Date.created,Date.normalized,Type.typeOfResource,Genre,Format.dimensions,Format.medium,Repository,collection.physical,Rights.copyrightStatus,Rights.publicationStatus,Rights.rightsHolderContact,Subject,Subject geographic,Rights.statementLocal,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1cv6m4f,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03428.tif,acku_dupree_slide_1983_03428,Mujahideen Clean Up The Chicken For Cooking,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Mujahideen|~|Men|~|Chicken|~|Cooking,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv6m4f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cv6m4f/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1835vfg,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03429.tif,acku_dupree_slide_1983_03429,Mujahideen Clean Up The Chicken For Cooking,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Mujahideen|~|Men|~|Chicken|~|Cooking,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1835vfg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1835vfg/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z14b53s1,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03430.tif,acku_dupree_slide_1983_03430,Samawar,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Teahouse|~|Samawar|~|Men|~|Mujahideen,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14b53s1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14b53s1/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z10p32fk,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03431.tif,acku_dupree_slide_1983_03431,Man Beside The Samawar,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Men|~|Samawar|~|Teahouse,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p32fk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10p32fk/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1vx2k16,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03432.tif,acku_dupree_slide_1983_03432,Mujahideen Beside The Tree,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Mujahideen|~|Men|~|Trees|~|Horse,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx2k16,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vx2k16/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1r51t7w,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03433.tif,acku_dupree_slide_1983_03433,Teapot,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Teapot|~|Ground,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r51t7w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r51t7w/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1md12g3,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03434.tif,acku_dupree_slide_1983_03434,Fields and Mountains,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Fields|~|Villages|~|Mountains|~|Landscapes|~|Trees,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md12g3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1md12g3/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1gn09qx,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03435.tif,acku_dupree_slide_1983_03435,Mountains,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Streams|~|Fields|~|Trees|~|Villages|~|Mountains|~|Landscapes,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gn09qx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gn09qx/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1bv9k2z,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03436.tif,acku_dupree_slide_1983_03436,River Beside The River and Mountain in The Background,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,River|~|Fields|~|Trees|~|Mountains|~|Landscapes,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bv9k2z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bv9k2z/manifest
Work,ark:/21198/z16d7kmn|~|ark:/21198/z13b7wpn,ark:/21198/z1738tdf,Masters/othermasters/MEAPdupreecollection/batch03/images/acku_dupree_slide_1983_03437.tif,acku_dupree_slide_1983_03437,Hill Slopes,"Dupree, Louis",1983,1983,still image,color photographs,5 cm x 5 cm,35 mm Slide,ACKU Library Department Special Collection ,Louis Dupree and Nancy Dupree Collection,copyrighted,unpublished,info@acku.edu.af ,Hill Slopes,Afghanistan,"All files and information contained in this Website or Blog are copyright by Afghanistan Center at Kabul University, and may not be duplicated, copied, modified or adapted, in any way without our written permission. Our Website or Blog may contain our service marks or trademarks as well as those of our affiliates or other companies, in the form of words, graphics, and logos. Your use of our Website, Blog or Services does not constitute any right or license for you to use our service marks or trademarks, without the prior written permission of Afghanistan Center at Kabul University. The copying, redistribution, use or publication by you of any such Content, is strictly prohibited. Your use of our Website and Services does not grant you any ownership rights to our Content.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1738tdf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1738tdf/manifest
