Item ARK,Parent ARK,Object Type,Title,AltTitle.other,Visibility,File Name,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,volume/year,issue,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Named subject,Note,Place of origin,Publisher.publisherName,Repository,Resource type,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject topic,Subject geographic,Subject temporal
ark:/21198/z1gt7f10,ark:/21198/z16d7kmn,Work,"Ghar-i-Mordeh Gusfand Gharluli, Faryab Province 19",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01779.tif,Louis Dupree and Nancy Dupree Collection,,July 1969,1969-07,,,,2020,1780,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01779,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Faryab|~|Ghar-i-Murdah Gusfand|~|Cave of the Dead Sheep|~|Gharluli|~|Trench|~|Workers,,
ark:/21198/z1c26pb1,ark:/21198/z16d7kmn,Work,"Ghar-i-Mordeh Gusfand Gharluli, Faryab Province 2",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01780.tif,Louis Dupree and Nancy Dupree Collection,,July 1969,1969-07,,,,2020,1781,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01780,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Faryab|~|Ghar-i-Mordey Gusfand|~|Gharluli|~|Buckets|~|Trenches|~|Workers|~|Men,,
ark:/21198/z1795xhz,ark:/21198/z16d7kmn,Work,"Ghar-i-Mordeh Gusfand Gharluli, Faryab Province 20",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01781.tif,Louis Dupree and Nancy Dupree Collection,,July 1969,1969-07,,,,2020,1782,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01781,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Faryab|~|Ghar-i-Murdah Gusfand|~|Cave of the Dead Sheep|~|Gharluli|~|Soil|~|Trenches|~|Palaeolithic Industry|~|Workers,,
ark:/21198/z13j55r5,ark:/21198/z16d7kmn,Work,"Ghar-i-Mordeh Gusfand Gharluli, Faryab Province 3",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01782.tif,Louis Dupree and Nancy Dupree Collection,,July 1969,1969-07,,,,2020,1783,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01782,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Faryab|~|Ghar-i-Mordeh Gusfand|~|Gharluli|~|Caves|~|Islamic Glazed Pottery|~|Whorl Design|~|Ghaznavid|~|Timurid,,
ark:/21198/z1zs4p9b,ark:/21198/z16d7kmn,Work,"Ghar-i-Mordeh Gusfand Gharluli, Faryab Province 4",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01783.tif,Louis Dupree and Nancy Dupree Collection,,July 1969,1969-07,,,,2020,1784,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01783,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Faryab|~|Ghar-i-Mordeh Gusfand|~|Gharluli|~|Bowl|~|Whorl Design,,
ark:/21198/z1v13xmc,ark:/21198/z16d7kmn,Work,"Ghar-i-Mordeh Gusfand Gharluli, Faryab Province 5",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01784.tif,Louis Dupree and Nancy Dupree Collection,,July 1969,1969-07,,,,2020,1785,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01784,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Faryab|~|Ghar-i-Mordeh Gusfand|~|Gharluli|~|Bowl|~|Whorl Design|~|Interior,,
ark:/21198/z1q835zx,ark:/21198/z16d7kmn,Work,"Ghar-i-Mordeh Gusfand Gharluli, Faryab Province 6",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01785.tif,Louis Dupree and Nancy Dupree Collection,,July 1969,1969-07,,,,2020,1786,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01785,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Faryab|~|Ghar-i-Mordey Gusfand|~|Gharluli|~|Bowl|~|Different Design,,
ark:/21198/z1km14pc,ark:/21198/z16d7kmn,Work,"Ghar-i-Mordeh Gusfand Gharluli, Faryab Province 7",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01786.tif,Louis Dupree and Nancy Dupree Collection,,July 1969,1969-07,,,,2020,1787,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01786,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Faryab|~|Ghar-i-Mordeh Gusfand|~|Gharluli|~|Swirl Design|~|Museum|~|Base of Pot,,
ark:/21198/z1fv0cx6,ark:/21198/z16d7kmn,Work,"Ghar-i-Mordeh Gusfand Gharluli, Faryab Province 8",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01787.tif,Louis Dupree and Nancy Dupree Collection,,July 1969,1969-07,,,,2020,1788,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01787,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Faryab|~|Ghar-i-Mordeh Gusfand|~|Gharluli|~|Compartment Design|~|Base of Pot,,
ark:/21198/z1b29n4r,ark:/21198/z16d7kmn,Work,"Ghar-i-Mordeh Gusfand Gharluli, Faryab Province 9",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01788.tif,Louis Dupree and Nancy Dupree Collection,,July 1969,1969-07,,,,2020,1789,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01788,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Faryab|~|Ghar-i-Mordeh Gusfand|~|Gharluli|~|Fragment|~|Kufic Inscription,,
ark:/21198/z1698wck,ark:/21198/z16d7kmn,Work,"Ghar-i-Mordeh Gusfand Gharluli, Faryab Province 10",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01789.tif,Louis Dupree and Nancy Dupree Collection,,July 1969,1969-07,,,,2020,1790,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01789,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Faryab|~|Ghar-i-Mordeh Gusfand|~|Gharluli|~|Kufic Script|~|Museum,,
ark:/21198/z12j84n7,ark:/21198/z16d7kmn,Work,"Ghar-i-Mordeh Gusfand Gharluli, Faryab Province 21",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01790.tif,Louis Dupree and Nancy Dupree Collection,,July 1969,1969-07,,,,2020,1791,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01790,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Faryab|~|Ghar-i-Murdah Gusfand|~|Cave of the Dead Sheep|~|Gharluli|~|Nomads|~|Annual Migration|~|Mountains Pastures|~|Dogs|~|Camels|~| Donkeys|~|Unpaved Roads|~|Mountains|~|Landscapes,,
ark:/21198/z1xs7n7v,ark:/21198/z16d7kmn,Work,"Ghar-i-Mordeh Gusfand Gharluli, Faryab Province 22",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01791.tif,Louis Dupree and Nancy Dupree Collection,,July 1969,1969-07,,,,2020,1792,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01791,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Faryab|~|Ghar-i-Murdah Gusfand|~|Cave of the Dead Sheep|~|Gharluli|~|Ladies|~|Clothing|~|Journey|~|Nomads|~|Men|~|Camels|~|Mountains,,
ark:/21198/z1t16wjw,ark:/21198/z16d7kmn,Work,"Ghar-i-Mordeh Gusfand Gharluli, Faryab Province 23",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1969_01792.tif,Louis Dupree and Nancy Dupree Collection,,July 1969,1969-07,,,,2020,312,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1969_01792,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1969|~|Afghanistan|~|Faryab|~|Ghar-i-Murdah Gusfand|~|Cave of the Dead Sheep|~|Gharluli|~|Flocks|~|Lower Trails|~|Shepherds|~|Sheep|~|Donkeys|~|Streams|~|Goats,,
ark:/21198/z1pc4v7w,ark:/21198/z16d7kmn,Work,Nimla to Kabul 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1970_00312.tif,Louis Dupree and Nancy Dupree Collection,,"October 30, 1970",1970-10-30,,,,2020,1221,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1970_00312,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1970|~|Afghanistan|~|Kabul|~|Sarobi Dam|~|Mountains|~|River|~|Hydroelectric Project|~|Jabal Saraj,,
ark:/21198/z1jm43j0,ark:/21198/z16d7kmn,Work,Jadi Maiwand 12,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1970_01221.tif,Louis Dupree and Nancy Dupree Collection,,1970,1970,,,,2020,1581,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1970_01221,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1970|~|Afghanistan|~|Kabul|~|Jadi Maiwand|~|Bazaar|~|Bazaars|~|Sidewalk Vendors|~|Shopping|~|Men|~|Historical Buildings|~|Porcelain|~|Shops,,
ark:/21198/z1dv3bqx,ark:/21198/z16d7kmn,Work,Attitudinal Changes 4,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1970_01581.tif,Louis Dupree and Nancy Dupree Collection,,1970,1970,,,,2020,1582,5 cm x 5 cm,1 Photograph,35 mm Slide,black-and-white photographs,eng,acku_dupree_slide_1970_01581,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1970|~|Afghanistan|~|Kabul|~|Conservative|~|Women|~|Men|~|Black and White,,
ark:/21198/z1932kz2,ark:/21198/z16d7kmn,Work,Attitudinal Changes 5,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1970_01582.tif,Louis Dupree and Nancy Dupree Collection,,1970,1970,,,,2020,1203,5 cm x 5 cm,1 Photograph,35 mm Slide,black-and-white photographs,eng,acku_dupree_slide_1970_01582,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1970|~|Afghanistan|~|Kabul|~|Women|~|Demonstration|~|Conservative men|~|Black and White|~|Crowds,,
ark:/21198/z15b1v86,ark:/21198/z16d7kmn,Work,Masjid Pul-i-Khishti 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1971_01203.tif,Louis Dupree and Nancy Dupree Collection,,November 1971,1971-11,,,,2020,1297,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1971_01203,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1971|~|Afghanistan|~|Kabul|~|Masjid Pul-i-Khishti|~|Mosque|~|Shops|~|Rivers|~|River Dry|~|Cars|~|Historical Building|~|Men,,
ark:/21198/z11k13mr,ark:/21198/z16d7kmn,Work,Amir Abdur Rahman Period: Bagh-i-Babur 1,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1972_01297.tif,Louis Dupree and Nancy Dupree Collection,,July 1972,1972-07,,,,2020,1299,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1972_01297,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1972|~|Afghanistan|~|Kabul|~|Amir Abdur Rahman|~|Bagh-i-Babur|~|Gozargah|~|Kabul River|~|Koh-i-Asmai|~|Sher Darwaza|~|Machinekhana|~|Hills|~|Mountains|~|Noon Gun|~|Pole Artel|~|Landscapes,,
ark:/21198/z1wt0m31,ark:/21198/z16d7kmn,Work,Amir Abdur Rahman Period: Bagh-i-Babur 2,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1972_01299.tif,Louis Dupree and Nancy Dupree Collection,,July 1972,1972-07,,,,2020,1300,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1972_01299,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1972|~|Afghanistan|~|Kabul|~|Amir Abdur Rahman|~|Bagh-i-Babur|~|Unauthorized Housing|~|Slopes of Koh-i-Asmai|~|Jangalak|~|Mountains|~|Kabul River|~|Fields|~|Landscapes,,
ark:/21198/z1s48jtt,ark:/21198/z16d7kmn,Work,Amir Abdur Rahman: Bagh-i-Babur,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1972_01300.tif,Louis Dupree and Nancy Dupree Collection,,July 1972,1972-07,,,,2020,1577,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1972_01300,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1972|~|Afghanistan|~|Kabul|~|Amir Abdur Rahman|~|Bagh-i-Babur|~|Gardens|~|Haremserai|~|Queen's Palace|~|Chinar Trees|~|Plane Trees,,
ark:/21198/z1nc7t22,ark:/21198/z16d7kmn,Work,Recreation: Sports,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1972_01577.tif,Louis Dupree and Nancy Dupree Collection,,1972,1972,,,,2020,1489,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1972_01577,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1972|~|Afghanistan|~|Kabul|~|Sports|~|Tennis|~|Golf|~|Skiing|~|Slopes|~|Mountains|~|Snows|~|Skiers,,
ark:/21198/z1hm727c,ark:/21198/z16d7kmn,Work,Modernization of Shahr-i-Naw's Main Shopping Streets 4,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1973_01489.tif,Louis Dupree and Nancy Dupree Collection,,December 1973,1973-12,,,,2020,1818,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1973_01489,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1973|~|Afghanistan|~|Kabul|~|Shahr-i-Naw|~|Shopping Streets|~|Opposite Flower Street|~|Antiquities|~|Ethnic Items|~|Shop Keepers|~|Glass Doors|~|Glazed Windows|~|Old Bazaars,,
ark:/21198/z1cv69hn,ark:/21198/z16d7kmn,Work,Sculptured Pebble Aq Kupruk Balkh Province,,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1973_01818.tif,Louis Dupree and Nancy Dupree Collection,,1973,1973,,,,,768,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1973_01818,"Dupree, Louis",,,,,ACKU Library Department Special Collection.,still image,copyrighted,info@acku.edu.af,,1973|~|Afghanistan|~|Balkh|~|Aq Kupruk|~|Sculptured Pebble|~|Limestone Pebble|~|Art|~|Specimen,,
ark:/21198/z1835jtp,ark:/21198/z16d7kmn,Work,"Abdul Malik, Kirghiz Woman Walking wiht Red Scarf Blowing Behind Her",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1974_00768.tif,Louis Dupree and Nancy Dupree Collection,,1974,1974,,,,,769,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1974_00768,"Malik, Abdul",,,,,ACKU Library Department Special Collection.,still image,copyrighted,"info@acku.edu.af 
",,1974|~|Kabul|~|Abdul Malik|~|Kirghiz Women|~|Walking|~|Scarf|~|Mountains|~|Fine Arts|~|Painting|~|Exhibitions|~|Customs,,
ark:/21198/z14b4t4t,ark:/21198/z16d7kmn,Work,"Abdul Malik, Butchering",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1974_00769.tif,Louis Dupree and Nancy Dupree Collection,,1974,1974,,,,,770,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1974_00769,"Malik, Abdul",,,,,ACKU Library Department Special Collection.,still image,copyrighted,"info@acku.edu.af 
",,1974|~|Kabul|~|Abdul Malik|~|Butchering|~|Mountains|~|Snows|~|Men|~|Livestock|~|Painting|~|Exhibitions,,
ark:/21198/z10k42fx,ark:/21198/z16d7kmn,Work,"Abdul Malik, Horsemen Overlooking Stream",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1974_00770.tif,Louis Dupree and Nancy Dupree Collection,,1974,1974,,,,,771,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1974_00770,"Malik, Abdul",,,,,ACKU Library Department Special Collection.,still image,copyrighted,"info@acku.edu.af 
",,1974|~|Kabul|~|Abdul Malik|~|Horsemen|~|Horses|~|Animals|~|Streams|~|yurts|~|Mountains|~|Fields|~|Painting|~|Exhibitions,,
ark:/21198/z1vx28dd,ark:/21198/z16d7kmn,Work,"Abdul Malik, Putting up Yurt",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1974_00771.tif,Louis Dupree and Nancy Dupree Collection,,1974,1974,,,,,772,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1974_00771,"Malik, Abdul",,,,,ACKU Library Department Special Collection.,still image,copyrighted,"info@acku.edu.af 
",,1974|~|Kabul|~|Abdul Malik|~|Men|~|Mountains|~|Yurts|~|Fields|~|Painting|~|Exhibitions,,
ark:/21198/z1r51hnj,ark:/21198/z16d7kmn,Work,"Abdul Malik, Landscape 1",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1974_00772.tif,Louis Dupree and Nancy Dupree Collection,,1974,1974,,,,,773,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1974_00772,"Malik, Abdul",,,,,ACKU Library Department Special Collection.,still image,copyrighted,"info@acku.edu.af 
",,1974|~|Kabul|~|Abdul Malik|~|Mountains|~|Fields|~|Yurts|~|Animals|~|Cows|~|Streams|~|Painting|~|Exhibitions|~|Landscapes,,
ark:/21198/z1md0rvx,ark:/21198/z16d7kmn,Work,"Abdul Malik, Man with Donkey",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1974_00773.tif,Louis Dupree and Nancy Dupree Collection,,1974,1974,,,,,774,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1974_00773,"Malik, Abdul",,,,,ACKU Library Department Special Collection.,still image,copyrighted,"info@acku.edu.af 
",,1974|~|Kabul|~|Abdul Malik|~|Old Man|~|Animals|~|Donkeys|~|Mountains|~|Painting|~|Exhibitions|~|Fine Arts,,
ark:/21198/z1gn013j,ark:/21198/z16d7kmn,Work,"Abdul Malik, Horsemen Gallop to Left",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1974_00774.tif,Louis Dupree and Nancy Dupree Collection,,1974,1974,,,,,775,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1974_00774,"Malik, Abdul",,,,,ACKU Library Department Special Collection.,still image,copyrighted,"info@acku.edu.af 
",,1974|~|Kabul|~|Abdul Malik|~|Horsemen|~|Horses|~|Gallops|~|Foxes|~|Fine Arts|~|Exhibitions,,
ark:/21198/z1bv98f5,ark:/21198/z16d7kmn,Work,"Abdul Malik, Camel Seated in Snow",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1974_00775.tif,Louis Dupree and Nancy Dupree Collection,,1974,1974,,,,,776,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1974_00775,"Malik, Abdul",,,,,ACKU Library Department Special Collection.,still image,copyrighted,"info@acku.edu.af 
",,1974|~|Kabul|~|Abdul Malik|~|Animals|~|Camels|~|Snows|~|Mountains|~|Yurts|~|Fine Arts|~|Painting|~|Exhibitions,,
ark:/21198/z1738hr6,ark:/21198/z16d7kmn,Work,"Abdul Malik, Old Woman and Yurt",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1974_00776.tif,Louis Dupree and Nancy Dupree Collection,,1974,1974,,,,,777,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1974_00776,"Malik, Abdul",,,,,ACKU Library Department Special Collection.,still image,copyrighted,"info@acku.edu.af 
",,1974|~|Kabul|~|Abdul Malik|~|Old Woman|~|Yurts|~|Mountains|~|Animals|~|Cows|~|Fine Arts|~|Painting|~|Exhibitions,,
ark:/21198/z13b7s1w,ark:/21198/z16d7kmn,Work,"Abdul Malik, Ibex",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1974_00777.tif,Louis Dupree and Nancy Dupree Collection,,1974,1974,,,,,778,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1974_00777,"Malik, Abdul",,,,,ACKU Library Department Special Collection.,still image,copyrighted,"info@acku.edu.af 
",,1974|~|Kabul|~|Abdul Malik|~|Ibexes|~|Mountains|~|Rocks|~|Snows|~|Painting|~|Fine Arts|~|Exhibitions,,
ark:/21198/z1zp5zzh,ark:/21198/z16d7kmn,Work,"Abdul Malik, Hunter with Matchlock",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1974_00778.tif,Louis Dupree and Nancy Dupree Collection,,1974,1974,,,,,779,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1974_00778,"Malik, Abdul",,,,,ACKU Library Department Special Collection.,still image,copyrighted,"info@acku.edu.af 
",,1974|~|Kabul|~|Abdul Malik|~|Hunter|~|Matchlocks|~|Mountains|~|Fields|~|Fine Arts|~|Painting|~|Exhibitions,,
ark:/21198/z1tx577k,ark:/21198/z16d7kmn,Work,"Abdul Malik, Knife and Flint Set",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1974_00779.tif,Louis Dupree and Nancy Dupree Collection,,1974,1974,,,,,780,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1974_00779,"Malik, Abdul",,,,,ACKU Library Department Special Collection.,still image,copyrighted,"info@acku.edu.af 
",,1974|~|Kabul|~|Abdul Malik|~|Knifes|~|Flints|~|Fine Arts|~|Painting|~|Exhibitions,,
ark:/21198/z1q54gdt,ark:/21198/z16d7kmn,Work,"Abdul Malik, Hunter with Dog",,,Masters/othermasters/MEAPmigration/dupreecollection/images/acku_dupree_slide_1974_00780.tif,Louis Dupree and Nancy Dupree Collection,,1974,1974,,,,,781,5 cm x 5 cm,1 Photograph,35 mm Slide,color photographs,eng,acku_dupree_slide_1974_00780,"Malik, Abdul",,,,,ACKU Library Department Special Collection.,still image,copyrighted,"info@acku.edu.af 
",,1974|~|Kabul|~|Abdul Malik|~|Men|~|Hunter|~|Dogs|~|Ibexes|~|Matchlocks|~|Mountains|~|Fine Arts|~|Painting|~|Exhibitions,,
