Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Subject.descriptiveTopic,Type.typeOfResource,Rights.copyrightStatus,Subject.conceptTopic,Name.sponsor,Subject.corporateName,"Subject.Jones, Marcia : local",Subject.otherTopic,Publisher.publisherName,Name.photographer,Name.designer,Name.creator,Name.printer,Name.conceptor,Name.artist,Author,Name.musician,Name.funder,Name.other,Rights.rightsHolderContact,Name.writer,Name.repository,Editor,Language,Coverage.geographic,Name.actress,Name.artDirector,Type.genre,Name.publishingDirector,Rights.permission,Name.subject,Rights.servicesContact,Alternate Identifier.local,Title,AltTitle.other,Description.note,Publisher.placeOfOrigin,Date.publication,Format.dimensions,AltTitle.translated,Description.condition,Description.caption,Alternate Title.descriptive,Date.normalized,Relation.hasVersion,Relation.derivedFrom,Summary,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL,Representative Image,Masthead
AIDS Posters Collection,ark:/21198/zz0002wnvx,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wnvx-1-master.tif,,,,,Hearts (Symbols)|~|Gay men|~|Male symbols|~|Tattoos|~|Towels,still image,unknown,HIV infections--Prevention|~|Bathhouses|~|Stereotyping|~|HIV Infections--prevention & control|~|Saunas,,,,,STOP AIDS (Denmark),"Wøldike, Morten","Sonne, Mikkel",,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,dan,Denmark,,,posters,,,,,DK017,Saunafyre har altid HIV – eller hvad? [inscribed],,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item DK017.|~|Organization web site: http://www.farligeformodninger.dk|~|Translated additional poster text: Dangerous conjectures? Most men use condoms and lubrication, when they have sex with a new partner. Every now and then some men use other methods to avoid being infected or infecting their sex partner. Some try to guess whether their sex partner is HIV-positive or not. It can be worth it to look at his age, what he does in bed, or how one met. But neither age, meeting place or sexual experience can tell whether a person is HIV-positive or not.|~|A man with a pierced ear and a tattoo on one arm, naked except for a white towel around his waist. His face is shiny and his hair is damp, as though he has just come out of a sauna. A drawing of a heart with an arrow coming out of the top right (modeled on the male symbol?) appears in the top right corner as a logo for the STOP AIDS organization. Poster questions whether gay men who frequent bathhouses are more likely to be HIV-positive, and encourages viewers to avoid making assumptions.|~|Date on back of poster, 2006, reflects when the vendor received the copy later acquired by the UCLA Library.",Copenhagen (Denmark),[Between 2003 and 2004],,Sauna guys always have HIV -- or what?,"Additional poster text: Farlige formodninger? De fleste mænd bruger kondom og glidecreme, når de har sex med en ny partner. Af og til bruger nogle mænd dog andre metoder til at undgå at blive smittet eller at smitte sex-partneren. Nogle prover at gætte sig frem til, om sex-partneren er hiv-smittet eller ej. Det kan være ved at se på hans alder, hvad han gor i sengen, eller hvor man mødte hinanden. Men hverken alder, mødestad eller seksuel erfaring kan fortælle, om en person er smittet med hiv eller ej.|~|Text in bottom left corner of poster: Design: Mikkel Sonne; Foto: Morten Wøldike; Tryk: Eks-Skolens Treykkeri APS.",,,2003/2004,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wnvx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wnvx/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wnwf,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wnwf-1-master.tif,,,,,Logos,still image,unknown,Safe sex in AIDS prevention|~|AIDS (Disease)--Prevention|~|Acquired Immunodeficiency Syndrome--prevention & control,,,,,STOP AIDS (Denmark),,"Munksgaard, Johnny",,Paritas Grafik,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,dan,Denmark,,,posters,,,,,DK003,Sikker Sex Guerillas show for fuld udblæsning [inscribed],,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item DK003.|~|Black and white poster depicting a logo for a Sikker Sex Guerillas (SSG DK) show. The logo for the STOP AIDS organization and campaign appears in the bottom right corner of the poster.",Copenhagen (Denmark),[Between 1986 and 2004],,Safe sex guerillas show at full bore,"Additional poster text: Men's Bar, Teglgårdstræde 3, 1452 København, tlf. 33 12 73 03, Copenhagen; Roger; Schwartz' Mode, Studiestræde 27, DK-1455 København K, tel. (+45)33 32 33 03; Men's Shop, Viktoriagade 24, København V, ""The best gay place in town."" Booking: Giuseppe/STOP AIDS kampagnen, telefon 33 11 29 11. Logo design: Johnny Munksgaard. Tryk: Paritas Grafik.",,,1986/2004,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wnwf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wnwf/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wnxz,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wnxz-1-master.tif,,,,,Hearts (Symbols)|~|Gay men|~|Male symbols|~|Hugging,still image,unknown,Safe sex in AIDS prevention|~|AIDS (Disease)--Prevention|~|Acquired Immunodeficiency Syndrome--prevention & control,,,,,STOP AIDS (Denmark),"Beier, Nina Jan","Beier, Soffi|~|Stue, Gul|~|Bjarnhof, Sille",,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,dan,Denmark,,,posters,,,,,DK008,Kan jeg… mindske risikoen ved kun at være den der boller? [inscribed],,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item DK008.|~|Poster depicts two shirtless men in jeans embracing. A drawing of a heart with an arrow coming out of the top right (modeled on the male symbol?) appears in the top right corner as a logo for the STOP AIDS organization. Poster directs readers to STOP AIDS as a resource for questions about sex and HIV.",Copenhagen (Denmark),[between 1999 and 2004],,”Can I ... reduce the risk by being the one who screws/fucks?”,Additional poster text: Læs svaret på dette og andre spørgsmål om analsex i STOP AIDS nye folder eller gå ind på den helt nye hjemmeside. [Read the answer to this and other questions about sex and HIV in the new STOP AIDS folder or visit the brand new homepage.],,,1999/2004,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wnxz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wnxz/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wnzg,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wnzg-1-master.tif,,,,,Young adults|~|Smiling,still image,unknown,HIV infections--Diagnosis,Centers for Disease Control and Prevention (U.S.)|~|Comcast Corporation|~|Asian and Pacific Islander American Health Forum|~|National Prevention Information Network (U.S.)|~|National Association of People with AIDS (U.S.)|~|Gilead Sciences (Firm),,,,,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,eng,United States,,,posters,,,,,US055_1,I got tested for HIV to take control of my health and my life. [inscribed],"Take the test, take control","Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item US055_1.|~|Poster is a picture of a group of young men and women smiling and looking at the audience.  Poster encourages people to take pride in their life and get tested for HIV.  Poster also promotes National HIV Testing Day on June 27th.|~|Part of ""Take the test, take control"" campaign.",[United States],[between 1986 and 2004],,,"Additional poster text: Additional poster text: Take the test, take control; Take pride in your life, get tested; National HIV June 27 testing day; 1-800-CDC-INFO (232-4636); www.hivtest.org;",,,1986/2004,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wnzg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wnzg/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wp0g,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wp0g-1-master.tif,,,,,Hugging|~|Hispanic American families,still image,unknown,HIV infections--Diagnosis,Centers for Disease Control and Prevention (U.S.)|~|Comcast Corporation|~|Asian and Pacific Islander American Health Forum|~|National Prevention Information Network (U.S.)|~|National Association of People with AIDS (U.S.)|~|Gilead Sciences (Firm),,,,,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,eng,United States,,,posters,,,,,US051_1,I got tested for HIV to take control of my health and my life. [inscribed],"Take the test, take control","Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item US051_1.|~|Poster is a picture of a Hispanic American family together smiling at the audience.  Poster encourages people to get tested for HIV and promotes National HIV Testing Day on June 27th.|~|Part of ""Take the test, take control"" campaign.",[United States],[between 1986 and 2004],,,"Additional poster text: Take the test, take control; The best medicine for HIV/AIDS is the right to live a life of dignity, free of stigma and discrimination; Take pride in your life, get tested; National HIV June 27 testing day; 1-800-CDC-INFO; (232-4636); www.hivtest.org;",,,1986/2004,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wp0g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wp0g/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wp10,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wp10-1-master.tif,,,,,Hugging|~|African American families,still image,unknown,HIV infections--Diagnosis,Centers for Disease Control and Prevention (U.S.)|~|Comcast Corporation|~|Asian and Pacific Islander American Health Forum|~|National Prevention Information Network (U.S.)|~|National Association of People with AIDS (U.S.)|~|Gilead Sciences (Firm),,,,,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,spa,United States,,,posters,,,,,US052_2,"Orgulloso de ser Afroamericanos.  Saber es poder, conoce los hechos. [inscribed]","Hazte la prueba, toma control","Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item US052_2.|~|Part of ""Hazte la prueba, toma control"" campaign.|~|Poster is a picture of an African American family together smiling at the audience.  Poster encourages people to take pride in getting tested for HIV and that it is a way to take control of your life.  This poster also promotes National HIV Testing Day on June 27th.",[United States],[between 1986 and 2004],,"Be black and proud.  Knowledge is power, get the facts.","Translated poster text: Additional poster test: Take the test, take control; Take pride in your life, get tested; National HIV June 27 testing tay; 1-800-CDC-INFO (232-4636); For spanish press the number 2; www.hivtest.org.|~|Additional poster text: Hazte la prueba, toma control; Toma el orgullo de tu vida, hazte la prueba; Dia nacional de 27 de Junio la prueba de VIH; Para mayor información: 1-800-CDC-INFO (232-4636); Para español marque el número 2; www.hivtest.org.",,,1986/2004,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wp10,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wp10/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wp2h,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wp2h-1-master.tif,,,,,Hugging|~|African American families,still image,unknown,HIV infections--Diagnosis,Centers for Disease Control and Prevention (U.S.)|~|Comcast Corporation|~|Asian and Pacific Islander American Health Forum|~|National Prevention Information Network (U.S.)|~|National Association of People with AIDS (U.S.)|~|Gilead Sciences (Firm),,,,,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,eng,United States,,,posters,,,,,US052_1,"Be black and proud.  Knowledge is power, get the facts. [inscribed]","Take the test, take control","Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item US052_1.|~|Poster is a picture of an African American family together smiling at the audience.  Poster encourages people to take pride in getting tested for HIV and that it is a way to take control of your life.  This poster also promotes National HIV Testing Day on June 27th.|~|Part of ""Take the test, take control"" campaign.",[United States],[between 1986 and 2004],,,"Additional poster test: Take the test, take control; Take pride in your life, get tested; National HIV June 27 testing tay; 1-800-CDC-INFO (232-4636); www.hivtest.org.",,,1986/2004,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wp2h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wp2h/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wp31,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wp31-1-master.tif,,,,,Intimacy|~|Gay men|~|Couples,still image,unknown,Condom use|~|AIDS (Disease)--Religious aspects--Catholic Church.|~|AIDS (Disease)--Prevention--Moral and ethical aspects.,Catholics for a Free Choice (Organization)|~|Public Media Center (U.S.),,,,,,,,,,,,,,,,,,,eng,United States,,,posters,,,,,US050,We believe in God.  We believe that sex is sacred.  We believe in caring for each other.  We believe in using condoms. [inscribed],,"Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item US050.|~|Poster shows an intimate black and white photo of a gay male couple in an embrace.  One man is hugging the other man from behind, while the man being hugged is caressing the face of the man in the back.  They are both smiling and looking into each other's eyes.  Poster suggests that good Catholics not only maintain their core religious beliefs, they also use condoms.",[United States],[between 1986 and 2004],,,Additional poster text: Good Catholics use condoms; www.condoms4life.org; Catholics for a free choice.,,,1986/2004,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wp31,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wp31/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wp4j,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wp4j-1-master.tif,,,,,Hugging,still image,unknown,HIV infections--Diagnosis|~|Hispanic American families,Centers for Disease Control and Prevention (U.S.)|~|Comcast Corporation|~|Asian and Pacific Islander American Health Forum|~|National Prevention Information Network (U.S.)|~|National Association of People with AIDS (U.S.)|~|Gilead Sciences (Firm),,,,,,,,,,,,,,,,,Louise M. Darling Biomedical Library. History and Special Collections for the Sciences,,spa,United States,,,posters,,,,,US051_2,Me hice la prueba del VIH para tomar control de mi salud y mi vida. [inscribed],"Hazte la prueba, toma control","Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item US051_2.|~|Poster is a picture of a Hispanic American family together smiling at the audience.  Poster encourages people to get tested for HIV and promotes National HIV Testing Day on June 27th.|~|Part of ""Hazte la prueba, toma control"" campaign.",[United States],[between 1986 and 2004],,I got tested for HIV to take control of my health and my life.,"Translated poster text: Additional poster text: Take the test, take control; The best medicine for HIV/AIDS is the right to live a life of dignity, free of stigma and discrimination; Take pride in your life, get tested; National HIV June 27 testing day; 1-800-CDC-INFO; (232-4636); For spanish press the number 2; www.hivtest.org;|~|Additional poster text: Hazte la prueba, toma control; La mejor medicina ante el VIH/SIDA es el derecho a vivir una vida digna, libre de estigma y discriminacion; Toma el orgullo de tu vida, hazte la prueba; Dia nacional de 27 de Junio la prueba de VIH; Para mayor información: 1-800-CDC-INFO (232-4636); Para español marque el número 2; www.hivtest.org.",,,1986/2004,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wp4j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wp4j/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wp52,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wp52-1-master.tif,,,,,Women|~|Smiling,still image,unknown,HIV infections--Diagnosis,Centers for Disease Control and Prevention (U.S.)|~|Comcast Corporation|~|Asian and Pacific Islander American Health Forum|~|National Prevention Information Network (U.S.)|~|National Association of People with AIDS (U.S.)|~|Gilead Sciences (Firm),,,,,,,,,,,,,,,,,,,spa,United States,,,posters,,,,,US054_2,Me hice la prueba del VIH para tomar control de mi salud y mi vida [inscribed],"Hazte la prueba, toma control","Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item US054_2.|~|Poster is a picture of a group of women smiling.  Poster encourages to take pride in life and get tested for HIV.  It also promotes National HIV Testing Day on June 27th.|~|Part of ""Hazte la prueba, toma control"" campaign.",[United States],[between 1986 and 2004]|~|1986/2004,,I got tested for HIV to take control of my health and my life,"Additional poster text: Toma el orgullo de tu vida, hazte la prueba; Dia nacional de 27 de Junio la prueba de VIH; Para mayor información: 1-800-CDC-INFO (232-4636); Para español marque el número 2; www.hivtest.org.|~|Translated poster text: Take pride in your life, get tested; National HIV June 27 testing day; 1-800-CDC-INFO (232-4636); For spanish press the number 2; www.hivtest.org.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wp52,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wp52/manifest,,
AIDS Posters Collection,ark:/21198/zz0002wp6k,ark:/21198/zz0002ksb2,2,Completed,Work,aidsposters/masters/21198-zz0002wp6k-1-master.tif,,,,,Women|~|Smiling,,unknown,HIV infections--Diagnosis,Centers for Disease Control and Prevention (U.S.)|~|Comcast Corporation|~|Asian and Pacific Islander American Health Forum|~|National Prevention Information Network (U.S.)|~|National Association of People with AIDS (U.S.)|~|Gilead Sciences (Firm),,,,,,,,,,,,,,,,,,,eng,United States,,,posters,,,,,US054_1,I got tested for HIV to take control of my health and my life. [inscribed],"Take the test, take control","Poster held by Louise M. Darling Biomedical Library. History & Special Collections, Collection no. 306, item US054_1.|~|Poster is a picture of a group of women smiling.  Poster encourages to take pride in life and get tested for HIV.  It also promotes National HIV Testing Day on June 27th.|~|Part of ""Take the test, take control"" campaign.",[United States],[between 1986 and 2004],,,"Additional poster text: Additional poster text: Take the test, take control; Take pride in your life, get tested; National HIV June 27 testing day; 1-800-CDC-INFO (232-4636); www.hivtest.org;",,,1986/2004,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002wp6k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0002wp6k/manifest,,
