Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Rights.copyrightStatus,Rights.servicesContact,Name.subject,Relation.isPartOf,Subject,Name.collector,Name.repository,Description.contents,Relation.box,Relation.subseries,Relation.file,Relation.series,Alt ID.local,Title,Date.creation,Description.note,Description.condition,Format.extent,Language,AltTitle.other,Description.abstract,Date.normalized,Opac url,Finding Aid URL
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdbqc,ark:/21198/zz002hd8dr,2,Completed,Page,holtzman/image/uclamss_1729_001-053_01_03.tif,3,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-053_01_03,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdbrw,ark:/21198/zz002hd8dr,2,Completed,Page,holtzman/image/uclamss_1729_001-053_01_04.tif,4,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-053_01_04,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdbsd,ark:/21198/zz002hd8f8,2,Completed,Page,holtzman/image/uclamss_1729_001-055_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-055_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdbtx,ark:/21198/zz002hd8f8,2,Completed,Page,holtzman/image/uclamss_1729_001-055_01_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-055_01_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdbvf,ark:/21198/zz002hd8f8,2,Completed,Page,holtzman/image/uclamss_1729_001-055_01_03.tif,3,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-055_01_03,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdbwz,ark:/21198/zz002hd8f8,2,Completed,Page,holtzman/image/uclamss_1729_001-055_01_04.tif,4,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-055_01_04,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdbxg,ark:/21198/zz002hd8gs,2,Completed,Page,holtzman/image/uclamss_1729_001-071_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-071_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdbz0,ark:/21198/zz002hd8gs,2,Completed,Page,holtzman/image/uclamss_1729_001-071_01_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-071_01_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdc00,ark:/21198/zz002hd8gs,2,Completed,Page,holtzman/image/uclamss_1729_001-071_01_03.tif,3,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-071_01_03,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdc1h,ark:/21198/zz002hd8gs,2,Completed,Page,holtzman/image/uclamss_1729_001-071_01_04.tif,4,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-071_01_04,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdc21,ark:/21198/zz002hd8h9,2,Completed,Page,holtzman/image/uclamss_1729_001-072_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-072_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdc3j,ark:/21198/zz002hd8h9,2,Completed,Page,holtzman/image/uclamss_1729_001-072_01_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-072_01_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdc42,ark:/21198/zz002hd8jt,2,Completed,Page,holtzman/image/uclamss_1729_001-073_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-073_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdc5k,ark:/21198/zz002hd8jt,2,Completed,Page,holtzman/image/uclamss_1729_001-073_01_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-073_01_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdc63,ark:/21198/zz002hd8kb,2,Completed,Page,holtzman/image/uclamss_1729_001-074_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-074_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdc7m,ark:/21198/zz002hd8kb,2,Completed,Page,holtzman/image/uclamss_1729_001-074_01_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-074_01_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdc84,ark:/21198/zz002hd8mv,2,Completed,Page,holtzman/image/uclamss_1729_001-075_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-075_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdc9n,ark:/21198/zz002hd8mv,2,Completed,Page,holtzman/image/uclamss_1729_001-075_01_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-075_01_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdcb5,ark:/21198/zz002hd8mv,2,Completed,Page,holtzman/image/uclamss_1729_001-075_01_03.tif,3,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-075_01_03,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdccp,ark:/21198/zz002hd8mv,2,Completed,Page,holtzman/image/uclamss_1729_001-075_01_04.tif,4,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-075_01_04,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdcd6,ark:/21198/zz002hd8nc,2,Completed,Page,holtzman/image/uclamss_1729_001-076_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-076_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdcfq,ark:/21198/zz002hd8nc,2,Completed,Page,holtzman/image/uclamss_1729_001-076_01_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-076_01_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdcg7,ark:/21198/zz002hd8nc,2,Completed,Page,holtzman/image/uclamss_1729_001-076_01_03.tif,3,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-076_01_03,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdchr,ark:/21198/zz002hd8nc,2,Completed,Page,holtzman/image/uclamss_1729_001-076_01_04.tif,4,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_001-076_01_04,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdcj8,ark:/21198/zz002hd8pw,2,Completed,Page,holtzman/image/uclamss_1729_002-001_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_002-001_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdcks,ark:/21198/zz002hd8qd,2,Completed,Page,holtzman/image/uclamss_1729_002-001_02_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_002-001_02_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdcm9,ark:/21198/zz002hd8rx,2,Completed,Page,holtzman/image/uclamss_1729_002-002_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_002-002_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdcnt,ark:/21198/zz002hd8sf,2,Completed,Page,holtzman/image/uclamss_1729_002-004_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_002-004_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdcpb,ark:/21198/zz002hd8tz,2,Completed,Page,holtzman/image/uclamss_1729_002-005_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_002-005_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdcqv,ark:/21198/zz002hd8tz,2,Completed,Page,holtzman/image/uclamss_1729_002-005_01_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_002-005_01_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdcrc,ark:/21198/zz002hd8vg,2,Completed,Page,holtzman/image/uclamss_1729_002-006_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_002-006_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdcsw,ark:/21198/zz002hd8w0,2,Completed,Page,holtzman/image/uclamss_1729_002-007_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_002-007_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdctd,ark:/21198/zz002hd8xh,2,Completed,Page,holtzman/image/uclamss_1729_002-009_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_002-009_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdcvx,ark:/21198/zz002hd8z1,2,Completed,Page,holtzman/image/uclamss_1729_002-011_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_002-011_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdcwf,ark:/21198/zz002hd901,2,Completed,Page,holtzman/image/uclamss_1729_002-012_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_002-012_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdcxz,ark:/21198/zz002hd901,2,Completed,Page,holtzman/image/uclamss_1729_002-012_01_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_002-012_01_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdczg,ark:/21198/zz002hd91j,2,Completed,Page,holtzman/image/uclamss_1729_002-013_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_002-013_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdd0g,ark:/21198/zz002hd922,2,Completed,Page,holtzman/image/uclamss_1729_002-014_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_002-014_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdd10,ark:/21198/zz002hd93k,2,Completed,Page,holtzman/image/uclamss_1729_002-015_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_002-015_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdd2h,ark:/21198/zz002hd93k,2,Completed,Page,holtzman/image/uclamss_1729_002-015_01_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_002-015_01_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdd31,ark:/21198/zz002hd943,2,Completed,Page,holtzman/image/uclamss_1729_002-017_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_002-017_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdd4j,ark:/21198/zz002hd95m,2,Completed,Page,holtzman/image/uclamss_1729_002-019_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_002-019_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdd52,ark:/21198/zz002hd964,2,Completed,Page,holtzman/image/uclamss_1729_002-020_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_002-020_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdd6k,ark:/21198/zz002hd97n,2,Completed,Page,holtzman/image/uclamss_1729_002-021_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_002-021_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdd73,ark:/21198/zz002hd97n,2,Completed,Page,holtzman/image/uclamss_1729_002-021_01_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_002-021_01_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdd8m,ark:/21198/zz002hd985,2,Completed,Page,holtzman/image/uclamss_1729_002-023_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_002-023_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hdd94,ark:/21198/zz002hd99p,2,Completed,Page,holtzman/image/uclamss_1729_002-024_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_002-024_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hddbn,ark:/21198/zz002hd99p,2,Completed,Page,holtzman/image/uclamss_1729_002-024_01_02.tif,2,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_002-024_01_02,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hddc5,ark:/21198/zz002hd9b6,2,Completed,Page,holtzman/image/uclamss_1729_002-025_01_01.tif,1,,,,,,,,,,,,,,,,,,,,,,uclamss_1729_002-025_01_01,,,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hddf6,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,6,1,1. Business Papers 1905-1907,"01.Box Office Statements, 1904-1905",1. Isadora Duncan,002-029-01,"Kassen-Rapport, 1904 April 19",1904-04-19,"Cash accounting report, dated Tuesday, 19 April 1904, for guest performance by Isadora Duncan.","Folded horizontally, with 4 holes punched along uperr and lower edges.","Print, 1 leaf (1 page), with manuscript annotations.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hddgq,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,6,1,1. Business Papers 1905-1907,"01.Box Office Statements, 1904-1905",1. Isadora Duncan,002-033,[Seating chart],1904-01-01,Seating layout for Albert Halle.,"Half sheet, with 2 holes punched along lower edge. Paper loss in upper right corner. Paper loss on lower right edge. Brittle.",Print.,ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hddh7,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,6,1,1. Business Papers 1905-1907,"01.Box Office Statements, 1904-1905",1. Isadora Duncan,002-033-02,[Cash accounting of seats sold],[1904 January,Cash accounting of seats sold(?) for guest performance by Isadora Duncan.,"Half sheet, with 2 holes punched along lower edge.","Manuscript, 1 leaf (1 page).",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hddjr,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,6,1,1. Business Papers 1905-1907,"01.Box Office Statements, 1904-1905",1. Isadora Duncan,002-033-03,Prices arranged for Leipzig,1904-01-17,"Price list, 17 January 1904, for seats for Leipzig performance by Isadora Duncan.","Half sheet, with 2 holes punched along lower edge.","Manuscript, 1 leaf (1 page).",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hddk8,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,6,1,1. Business Papers 1905-1907,"01.Box Office Statements, 1904-1905",1. Isadora Duncan,002-034-01,"[Cash accounting], 1904 September 3",1904-09-03,"Cash accounting report, dated 3 September 1904, for guest performance by Isadora Duncan.","Half sheet, with 2 holes punched along left edge (upper hole torn through). With lower right corner torn away.","Print, 1 leaf (1 page) with manuscript annotations in pencil.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
Holtzman (Howard) Collection on Isadora Duncan. Collection 1729,ark:/21198/zz002hddms,ark:/21198/zz0008c2pw,7,Needs Review,Work,,0,,,,text,paged,,private,,copyrighted,,,,,,,6,1,1. Business Papers 1905-1907,"01.Box Office Statements, 1904-1905",1. Isadora Duncan,002-034-02,"[Cash accounting], 1904 September 5",1904-09-05,"Cash accounting report, dated 5 September 1904, for guest performance by Isadora Duncan.","Half sheet, with 2 holes punched along left edge (upper hole torn through and paper loss).","Print, 1 leaf (1 page) with manuscript annotations in ink.",ger,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=5343812,https://oac.cdlib.org/findaid/ark:/13030/kt400025fn/
