"Project Name","Item ARK","Parent ARK","Object Type","viewingHint","File Name","Item Sequence","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Name.repository","Name.illuminator","Language","Author","Title","AltTitle.other","Description.note","Date.creation","Summary","Date.normalized","Description.adminnote","Description.contents","Condition note","Illustrations note","Description.colophon","Description.history","Binding note","Format.extent","Alt ID.local","Format.dimensions","Relation.isPartOf","AltTitle.uniform","Place of origin","Bucketeer State","IIIF Access URL"
"Armenian Manuscripts","ark:/21198/zz0009hmc5","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hmc5-1-master.tif","380","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 374]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hmc5"
"Armenian Manuscripts","ark:/21198/zz0009hmdp","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hmdp-1-master.tif","381","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 375]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hmdp"
"Armenian Manuscripts","ark:/21198/zz0009hmf6","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hmf6-1-master.tif","382","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 376]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hmf6"
"Armenian Manuscripts","ark:/21198/zz0009hmgq","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hmgq-1-master.tif","383","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 377]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hmgq"
"Armenian Manuscripts","ark:/21198/zz0009hmh7","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hmh7-1-master.tif","384","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 378]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hmh7"
"Armenian Manuscripts","ark:/21198/zz0009hmjr","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hmjr-1-master.tif","385","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 379]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hmjr"
"Armenian Manuscripts","ark:/21198/zz0009hmk8","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hmk8-1-master.tif","386","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 380]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hmk8"
"Armenian Manuscripts","ark:/21198/zz0009hmms","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hmms-1-master.tif","387","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 381]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hmms"
"Armenian Manuscripts","ark:/21198/zz0009hmn9","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hmn9-1-master.tif","388","text","","pd","","","","arm","","[Gladzor Gospels: page 382]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hmn9"
"Armenian Manuscripts","ark:/21198/zz0009hmpt","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hmpt-1-master.tif","389","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 383]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hmpt"
"Armenian Manuscripts","ark:/21198/zz0009hmqb","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hmqb-1-master.tif","390","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 384]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hmqb"
"Armenian Manuscripts","ark:/21198/zz0009hmrv","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hmrv-1-master.tif","391","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 385]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hmrv"
"Armenian Manuscripts","ark:/21198/zz0009hmsc","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hmsc-1-master.tif","392","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 386]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hmsc"
"Armenian Manuscripts","ark:/21198/zz0009hmtw","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hmtw-1-master.tif","393","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 387]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hmtw"
"Armenian Manuscripts","ark:/21198/zz0009hmvd","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hmvd-1-master.tif","394","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 388]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hmvd"
"Armenian Manuscripts","ark:/21198/zz0009hmwx","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hmwx-1-master.tif","395","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 389]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hmwx"
"Armenian Manuscripts","ark:/21198/zz0009hmxf","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hmxf-1-master.tif","396","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 390]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hmxf"
"Armenian Manuscripts","ark:/21198/zz0009hmzz","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hmzz-1-master.tif","397","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 391]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hmzz"
"Armenian Manuscripts","ark:/21198/zz0009hn0z","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hn0z-1-master.tif","398","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 392]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hn0z"
"Armenian Manuscripts","ark:/21198/zz0009hn1g","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hn1g-1-master.tif","399","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 393]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hn1g"
"Armenian Manuscripts","ark:/21198/zz0009hn20","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hn20-1-master.tif","400","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 394]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hn20"
"Armenian Manuscripts","ark:/21198/zz0009hn3h","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hn3h-1-master.tif","401","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 395]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hn3h"
"Armenian Manuscripts","ark:/21198/zz0009hn41","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hn41-1-master.tif","402","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 396]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hn41"
"Armenian Manuscripts","ark:/21198/zz0009hn5j","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hn5j-1-master.tif","403","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 397]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hn5j"
"Armenian Manuscripts","ark:/21198/zz0009hn62","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hn62-1-master.tif","404","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 398]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hn62"
"Armenian Manuscripts","ark:/21198/zz0009hn7k","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hn7k-1-master.tif","405","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 399]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hn7k"
"Armenian Manuscripts","ark:/21198/zz0009hn83","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hn83-1-master.tif","406","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 400]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hn83"
"Armenian Manuscripts","ark:/21198/zz0009hn9m","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hn9m-1-master.tif","407","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 401]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hn9m"
"Armenian Manuscripts","ark:/21198/zz0009hnb4","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hnb4-1-master.tif","408","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 402]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hnb4"
"Armenian Manuscripts","ark:/21198/zz0009hncn","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hncn-1-master.tif","409","text","illuminated manuscripts|~|Illuminations","pd","","","T'oros of Taron  (Gladzor Gospels)","","","[Gladzor Gospels: page 403]","The Parable of the Cunning Steward.|~|Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hncn"
"Armenian Manuscripts","ark:/21198/zz0009hnd5","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hnd5-1-master.tif","410","text","","pd","","","","","","[Gladzor Gospels: page 404]","","This page is blank.","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hnd5"
"Armenian Manuscripts","ark:/21198/zz0009hnfp","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hnfp-1-master.tif","411","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 405]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hnfp"
"Armenian Manuscripts","ark:/21198/zz0009hng6","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hng6-1-master.tif","412","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 406]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hng6"
"Armenian Manuscripts","ark:/21198/zz0009hnhq","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hnhq-1-master.tif","413","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 407]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hnhq"
"Armenian Manuscripts","ark:/21198/zz0009hnj7","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hnj7-1-master.tif","414","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 408]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hnj7"
"Armenian Manuscripts","ark:/21198/zz0009hnkr","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hnkr-1-master.tif","415","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 409]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hnkr"
"Armenian Manuscripts","ark:/21198/zz0009hnm8","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hnm8-1-master.tif","416","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 410]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hnm8"
"Armenian Manuscripts","ark:/21198/zz0009hnns","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hnns-1-master.tif","417","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 411]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hnns"
"Armenian Manuscripts","ark:/21198/zz0009hnp9","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hnp9-1-master.tif","418","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 412]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hnp9"
"Armenian Manuscripts","ark:/21198/zz0009hnqt","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hnqt-1-master.tif","419","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 413]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hnqt"
"Armenian Manuscripts","ark:/21198/zz0009hnrb","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hnrb-1-master.tif","420","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 414]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hnrb"
"Armenian Manuscripts","ark:/21198/zz0009hnsv","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hnsv-1-master.tif","421","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 415]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hnsv"
"Armenian Manuscripts","ark:/21198/zz0009hntc","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hntc-1-master.tif","422","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 416]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hntc"
"Armenian Manuscripts","ark:/21198/zz0009hnvw","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hnvw-1-master.tif","423","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 417]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hnvw"
"Armenian Manuscripts","ark:/21198/zz0009hnwd","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hnwd-1-master.tif","424","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 418]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hnwd"
"Armenian Manuscripts","ark:/21198/zz0009hnxx","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hnxx-1-master.tif","425","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 419]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hnxx"
"Armenian Manuscripts","ark:/21198/zz0009hnzf","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hnzf-1-master.tif","426","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 420]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hnzf"
"Armenian Manuscripts","ark:/21198/zz0009hp0f","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hp0f-1-master.tif","427","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 421]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hp0f"
"Armenian Manuscripts","ark:/21198/zz0009hp1z","ark:/21198/zz0009gx6g","Page","","armenian/masters/21198-zz0009hp1z-1-master.tif","428","text","illuminated manuscripts","pd","","","","arm","","[Gladzor Gospels: page 422]","Gospel of Luke.","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009hp1z"
