Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.other,Name.creator,Language,Subject.conceptTopic,Rights.permission,Subject.geographicPlace,Name.author,Name.cartographer,Name.repository,Name.subject,Date.publication,Description.note,Alt ID.OPAC,Publisher.placeOfOrigin,Coverage.geographic,Title,Format.extent,Coverage.geoscale,AltTitle,Publisher.publisherName,Alt ID.oclc,Alt ID.callNo,Alt ID.local,Coverage.geographiccoordinates,Date.creation,Date.normalized,Alt ID.lccn,Alt ID.catalogRecordNumber,Description.abstract,Publisher.edition,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czbkt,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6003_Zeeland_Allardt_c_1700.tif,2262,,,cartographic,map,unknown,unknown,,,,Early maps,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1700,,,,,Comitatus Zelandiae Accurata & Noviffimadelineatia.,,,,,,,G6003_Zeeland_Allardt_c_1700|~|DR710F4,,,1700,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czbmb,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6004Amsterdam17.5GSGS1944a.tif,2263,,,cartographic,map,unknown,unknown,,,eng,,,Amsterdam Metropolitan Area (Netherlands)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1944,,,,Amsterdam Metropolitan Area (Netherlands),Town and Port of Amsterdam,,,,,,,G6004Amsterdam17.5GSGS1944a|~|DR710F4,,,1944,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czbnv,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6004_A5A3_1623_S93_1989.tif,2264,,,cartographic,map,unknown,unknown,"International Conference on the History of Cartography 1989 :). Amsterdam, and The Hague).","Swart, Dirck Cornelisse.",eng,Amsterdam (Netherlands)--Maps--Early works to 1800|~|Early maps--Facsimiles,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,[1989],"Dirck Cornelisse Swart, fecit.|~|Facsimile reprint of: Amsterdam : Swart, 1623.|~|Published for distribution to participants in the 13th International Conference on the History of Cartography, Amsterdam, and The Hague, June 26-July 1, 1989.",,Alphen aan den Rijn|~|ne,Amsterdam (Netherlands),Amstelredam,1 map ; 44 x 57 cm.,,,Canaletto,,G6004 A5 A3 1623 S93 1989,G6004_A5A3_1623_S93_1989|~|DR710F4,,,1989,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czbpc,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6004_A5P22_1839_H65_1989.tif,2265,,,cartographic,map|~|Aerial views.,unknown,unknown,,,eng,Orange (Calif.)--Aerial views,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,ca. 1989],"""Birds' eye view of Orange. From: Orange, Cal. and its surroundings illustrated and described, showing its advantages for homes. Oakland, W.W. Elliott & Co., 1886.""|~|Includes index to points of interest, and ill. of notable buildings.",4675857,cau|~|[Calif.?,Orange (Calif.),"Orange, Los Angeles Co., Cal",1 view : photocopy ; 9 x 24 cm on sheet 22 x 28 cm.,,"Orange, Cal. and its Surroundings illustrated and described",s.n.,20788086,G6004.A5P22 1839 .H65 1989,G6004_A5P22_1839_H65_1989|~|DR710F4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czbqw,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6004_Alkmaar_1597.tif,2266,,,cartographic,map|~|Pictorial maps.,unknown,unknown,,,dut,,,Netherlands--Maps--Early works to 1800--Facsimiles,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1966,,3735791,,Netherlands,"Alkmaar, The Netherlands; 1597",,,,,,G6004 .Alkmaar 1597,G6004_Alkmaar_1597|~|DR710F4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czbrd,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6004_Amersterdam_P2_10_HW_1912a.tif|~|Masters/Maps/Bruman-Maps/image/DR710F4/G6004_Amersterdam_P2_10_HW_1912b.tif,2267,,,cartographic,map,unknown,unknown,,,ger,Amsterdam Metropolitan Area (Netherlands)--Maps.,,Amsterdam Metropolitan Area (Netherlands)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1912,,,,Amsterdam Metropolitan Area (Netherlands),Amersterdam,,,,,,,G6004_Amersterdam_P2_10_HW_1912a|~|DR710F4,,,1912,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czbsx,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6004_Amsterdams_NS_Tirion_1760.tif,2268,,,cartographic,map,unknown,unknown,,,dut,Amsterdam (Netherlands)--Maps--Early works to 1800|~|Early maps--Facsimiles,,Amsterdam (Netherlands)--Maps--Early works to 1800,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1965,,,,Amsterdam (Netherlands),"Amsterdams Oudste Staat, en byzondere Vergrootingen, door Zevenderlei Stippen en Streepen afgebeeld.",,,,,,,G6004_Amsterdams_NS_Tirion_1760|~|DR710F4,,1760,1965,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czbtf,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6004_Amsterdam_10_JV_ND.tif,2269,,,cartographic,map,unknown,unknown,,,ger,Amsterdam Metropolitan Area (Netherlands)--Maps.,,Amsterdam Metropolitan Area (Netherlands)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,Amsterdam (Netherlands),Amsterdam,,,,,,,G6004_Amsterdam_10_JV_ND|~|DR710F4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czbvz,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6004_amsterdam_175_GSGS_1944.tif|~|Masters/Maps/Bruman-Maps/image/DR710F4/G6004_Amsterdam_17_5_GSGS_1944b.tif,2270,,,cartographic,map,unknown,unknown,,,eng,,,Amsterdam Metropolitan Area (Netherlands)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1944,,,,Amsterdam (Netherlands),Town and Port of Amsterdam,,,,,,,G6004_amsterdam_175_GSGS_1944|~|DR710F4,,,1944,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czbwg,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6004_Amsterdam_8_HUP_1670_1970.tif,2271,,,cartographic,map,unknown,unknown,,,lat,Amsterdam (Netherlands)--Maps--Early works to 1800|~|Early maps--Facsimiles,,Amsterdam (Netherlands)--Maps--Early works to 1800,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1970,,,,Amsterdam (Netherlands),Amstelodami Veteris et Novissimae Vrbis Accvratissima Delineatio,,,,,,,G6004_Amsterdam_8_HUP_1670_1970|~|DR710F4,,1670,1970,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czbx0,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6004_Amsterdam_NS_Braun_Hagenberg_1572.tif,2272,,,cartographic,map,unknown,unknown,,,lat,Amsterdam (Netherlands)--Maps--Early works to 1800|~|Early maps--Facsimiles,,Amsterdam (Netherlands)--Maps--Early works to 1800,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1968,,,,Amsterdam (Netherlands),"Amstelredamvm, Braun Hagenberg",,,,,,,G6004_Amsterdam_NS_Braun_Hagenberg_1572|~|DR710F4,,1572,1968,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czbzh,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6004_Amsterdam_Visscher_1710.tif,2273,,,cartographic,map,unknown,unknown,Historic Urban Plans (Firm).,,fre,Amsterdam (Netherlands)--Maps--Early works to 1800|~|Early maps--Facsimiles,,Amsterdam (Netherlands)--Maps--Early works to 1800,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1967,,,,Amsterdam (Netherlands),Plan de la Grande & Fameuse Ville Marchande d'Amsterdam,,,Map of the Great & Famous Merchant City of Amsterdam,,,,G6004_Amsterdam_Visscher_1710|~|DR710F4,,1710,1967,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czc0h,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6004_Arnemuiden_5_GSGS_1944.tif,2274,,,cartographic,map,unknown,unknown,,,eng,,,Netherlands--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1944,,,,Arnemuiden (Netherlands),Arnemuiden,,,,,,,G6004_Arnemuiden_5_GSGS_1944|~|DR710F4,,,1944,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czc11,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6004_Bokstel_12_GSGS_1944.tif,2275,,,cartographic,map,unknown,unknown,,,eng,,,Netherlands--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1944,,,,Bokstel (Netherlands),Bokstel (Boxtel),,,,,,,G6004_Bokstel_12_GSGS_1944|~|DR710F4,,,1944,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czc2j,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6004_Delft_6_5_GSGS_1944.tif,2276,,,cartographic,map,unknown,unknown,,,eng,Delft (Netherlands)--Maps.,,Delft (Netherlands)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1944,,,,Delft (Netherlands),Delft,,,,,,,G6004_Delft_6_5_GSGS_1944|~|DR710F4,,,1944,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czc32,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6004_Den_Hoorn_10_GSH_1942.tif,2277,,,cartographic,map,unknown,unknown,,,ger,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1942,,,,,Den Hoorn,,,,,,,G6004_Den_Hoorn_10_GSH_1942|~|DR710F4,,,1942,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czc4k,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6004_H3_1570_G5_1972.tif,2278,,,cartographic,map,unknown,unknown,"Historic Urban Plans (Firm).|~|Boitet, Reimier. fl. 1717-1747.","Giessen, G. v.",lat,"Hague (Netherlands)--Maps, Pictorial--Early works to 1800--Facsimiles|~|Hague (Netherlands)--Maps--Early works to 1800--Facsimiles",,Hampshire (England)--Maps--To 1800--Facsimiles,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1730|~|1972,"G. v. Giessen, delin. R. Boitet, excud. cum privileg.|~|Facsimile.|~|From De Riemer's Beschryving Van's-Gravenhage.|~|Buildings shown pictorially.|~|""This is number 36 of an edition limited to 500 numbered copies.""|~|""Aenwysinge van s'Hage als die was anno 1570.""|~|Pictorial map.|~|Scale not given.|~|Reproduced from an engraving in the collection of Historic Urban Plans.|~|Indexed for points of interest.",,"xx|~|Ithaca, N.Y|~|N.p",Hague (Netherlands),"Haga-comitis in Hollandia, 1570",map 45 x 51 cm.,,,De Riemer|~|Historic Urban Plans,,G6004 Hague N.S. Giessen 1972,G6004_H3_1570_G5_1972|~|DR710F4,,,1927,73693261,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czc53,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6004_Haarlem_15_GSGS_1944a.tif|~|Masters/Maps/Bruman-Maps/image/DR710F4/G6004_Haarlem_15_GSGS_1944b.tif,2279,,,cartographic,map,unknown,unknown,,,eng,,,Netherlands--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1944,,,,Haarlem (Netherlands),Town Plan of Haarlem and Ijmuiden,,,,,,,G6004_Haarlem_15_GSGS_1944a|~|DR710F4,,,1944,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czc6m,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6004_Maastricht_GSGS_1943.tif,2280,,,cartographic,map,unknown,unknown,,,eng,Maastricht (Netherlands)--Maps.,,Maastricht (Netherlands)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1943,,,,Maastricht (Netherlands),Maastricht,,,,,,,G6004_Maastricht_GSGS_1943|~|DR710F4,,,1943,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czc74,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6004_Rotterdam_10_GSGS_1944.tif,2281,,,cartographic,map,unknown,unknown,,,eng,Rotterdam Metropolitan Area (Netherlands)--Maps.,,Rotterdam Metropolitan Area (Netherlands)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1944,,,,Rotterdam (Netherlands),Rotterdam,,,,,,,G6004_Rotterdam_10_GSGS_1944|~|DR710F4,,,1944,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czc8n,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6004_Rotterdam_25_1935.tif,2282,,,cartographic,map,unknown,unknown,,,dut,Rotterdam Metropolitan Area (Netherlands)--Maps.,,Rotterdam Metropolitan Area (Netherlands)--Maps.,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1935,,,,Rotterdam (Netherlands),1935 Gemeente Rotterdam,,,,,,,G6004_Rotterdam_25_1935|~|DR710F4,,,1935,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czc95,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6004_Valkenswaard_5_GSGS_1944.tif,2283,,,cartographic,map,unknown,unknown,,,eng,,,Netherlands--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1944,,,,Valkenswaard (Netherlands),Valkenswaard,,,,,,,G6004_Valkenswaard_5_GSGS_1944|~|DR710F4,,,1944,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czcbp,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6004_Vechel_5_GSGS_1944.tif,2284,,,cartographic,map,unknown,unknown,,,eng,,,Netherlands--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1944,,,,Vechel (Netherlands),Vechel (Veghel),,,,,,,G6004_Vechel_5_GSGS_1944|~|DR710F4,,,1944,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czcc6,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6004_Westkapelle_7_5_GSGS_1944.tif,2285,,,cartographic,map,unknown,unknown,,,eng,,,Netherlands--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1944,,,,Westkapelle (Netherlands),Westkapelle,,,,,,,G6004_Westkapelle_7_5_GSGS_1944|~|DR710F4,,,1944,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czcdq,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6004_Willemstad_1647.tif,2286,,,cartographic,map|~|Aerial views.,unknown,unknown,Historic Urban Plans (Firm).,"Blaeu, Joan. 1596-1673.",dut|~|lat,Views--Facsimiles|~|Willemstad (Netherlands)--Aerial views|~|Willemstad (Netherlands)--Maps--Early works to 1800|~|Early maps--Facsimiles,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1965,"Includes text in Latin.|~|""Reproduction is from the original in Joannes Blaeu, Stedenatlas van de vereenigde Nederlanden""--Catalog.|~|Includes index to historic sites in Dutch.|~|""Edition limited to 500 copies.""|~|Facsim. of: [S.l. : s.n., 1647].|~|Library has copy no. 142.",,"nyu|~|Ithaca, N.Y",Willemstad (Netherlands),Wilhelmostadvm,1 bird's-eye view : col. ; 15 x 22 cm. on sheet 45 x 57 cm.,,,Historic Urban Plans,,G6004 Willemstad 1647,G6004_Willemstad_1647|~|DR710F4,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czcf7,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G6004_Yerske_5_GSGS_1944.tif,2287,,,cartographic,map,unknown,unknown,,,eng,,,Netherlands--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1944,,,,Yerske (Netherlands),Yerske,,,,,,,G6004_Yerske_5_GSGS_1944|~|DR710F4,,,1944,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czcgr,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F4/G600_925_JP_CA_1925a.tif|~|Masters/Maps/Bruman-Maps/image/DR710F4/G600_925_JP_CA_1925b.tif,2288,,,cartographic,map,unknown,unknown,,,,,,Netherlands--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1925,,,,Netherlands,Pay-Bas Nederland,,,,,,,G600_925_JP_CA_1925a|~|DR710F4,,,1925,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czch8,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F5/G6021_F7_OSS_1944.tif,2289,,,cartographic,map,unknown,unknown,,,eng,Luxembourg--Maps,,Luxembourg--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1944,,,,Luxembourg,Grand Duchy of Luxembourg - Administrative Divisions,,,,,,,G6021_F7_OSS_1944|~|DR710F5,,,1944,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czcjs,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F5/G6021_F7_OSS_1944_No2.tif,2290,,,cartographic,map,unknown,unknown,,,eng,Luxembourg--Maps,,Luxembourg--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1944,,,,Luxembourg,Grand Duchy of Luxembourg - German Administrative Divisions,,,,,,,G6021_F7_OSS_1944_No2|~|DR710F5,,,1944,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czck9,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR710F5/G6021_P2_OSS_1944.tif,2291,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G6021_P2_OSS_1944,,,,,,,G6021_P2_OSS_1944|~|DR710F5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czcmt,ark:/21198/zz0028tr8x,5,Imported,Work,Masters/Maps/Bruman-Maps/image/DR710F5/G6021_P3_OSS_1944.tif,2292,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,,,,G6021_P3_OSS_1944,,,,,,,G6021_P3_OSS_1944|~|DR710F5,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czcnb,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F5/G6024_Luxembourg_4_8_GSGS_1944.tif,2293,,,cartographic,map,unknown,unknown,,,fre,Luxembourg--Maps,,Luxembourg--Maps,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1944,,,,Luxembourg,Plan Monumental de la Ville de Luxembourg,,,,,,,G6024_Luxembourg_4_8_GSGS_1944|~|DR710F5,,,1944,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czcpv,ark:/21198/zz0028tr8x,2,Completed,Work,Masters/Maps/Bruman-Maps/image/DR710F6/G5990s_117_Friex_1743_1744_No.1.tif,2294,,,cartographic,fre|~|map,unknown,unknown,Institut géographique national (Belgium)|~|Crépy (Firm),"Friex, Eugene Henry.",,Benelux countries--Maps--Early works to 1800--Facsimiles,,Benelux countries--Maps--Early works to 1800--Facsimiles,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,1744|~|1974?,"DresseÌ�e sur les memoires de Eugene Henry Friex et augmenteÌ�e sur les observations les plus nouvelles.|~|Scale ca. 1:117,000.|~|Facsimile.|~|Includes illus. of ships along coastline.|~|Relief represented pictorially.",,[Bruxelles|~|Paris|~|be,Benelux countries,Cartes provinces des Pays Bas en 19 feuilles,15 maps 49 x 71 cm.,,,CreÌ�py|~|I.G.M.,,G5990s 117 Friex 1743-1744,G5990s_117_Friex_1743_1744_No.1|~|DR710F6,,,1974,75691725,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002czcqc,ark:/21198/zz0028tr8x,10,Completed with minimal metadata,Work,Masters/Maps/Bruman-Maps/image/DR710F6/G5990s_117_Friex_1743_1744_No.10.tif,2295,,,cartographic,map,unknown,unknown,,,,,,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,,,4146523,,,"Cartes des provinces des Pays Bas en 15 feuilles; contenant les comtés de Flandre, de Hainaut, de Cambresis, le Duché de Brabant, partie des duchés de Luxembourg, de Limbourg, de Jullier",,,no 10,,05443520,G5990s 117 Friex 1743-44,G5990s_117 Friex 1743 1744 No.10|~|DR710F6,,,,,,,,,
