Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Thumbnail,Type.genre,Type.typeOfResource,Rights.copyrightStatus,Subject.descriptiveTopic,Name.architect,Rights.rightsHolderContact,Name.subject,Name.photographer,Subject,Relation.isPartOf,Name.repository,Rights.permission,Name.creator,Subject.conceptTopic,Description.longitude,Description.fundingNote,Title,Alt ID.local,Format.extent,Format.medium,Description.latitude,Date.normalized,Coverage.geographic,Summary,Description.note,Description.caption,Date.creation,Contents note,Subject temporal,AltTitle.other,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2z0q,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0118.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,City & town halls $z California $z Los Angeles,,,"Los Angeles City Hall (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.241708,Access to this collection is generously supported by Arcadia funds.,"Los Angeles City Hall the year it was completed, 1928",uclamss_119_0118,1 photographic negative,b&w nitrate negative,34.049281,1928-05-07,California--Los Angeles,,View of the new Los Angeles City Hall from 2nd and S. San Pedro.,"Text from negative sleeve: Our new City Hall 5/7/28|~|Handwritten on negative: 2"" ~ San Pedro 5/7/28","May 7, 1928",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2z0q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2z0q/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2z17,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0119.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,City & town halls $z California $z Los Angeles,,,"Los Angeles City Hall (Los Angeles, Calif.)","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.244401,Access to this collection is generously supported by Arcadia funds.,"Los Angeles City Hall the year it was completed, 1928",uclamss_119_0119,1 photographic negative,b&w nitrate negative,34.051015,,California--Los Angeles,,"Los Angeles City Hall the year it was completed, seen from the 2nd St. down the aley between Main and Spring.","Text from negative sleeve: Our new City Hall 5/7/28|~|Handwritten on negative: 5-7-28. 2"" St. alley","May 7, 1928",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2z17,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2z17/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2z2r,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0120.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,"Chinatown (Los Angeles, Calif.)",,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.236709,Access to this collection is generously supported by Arcadia funds.,"Partial view of a commercial building in Chinatown, Los Angeles, 1929",uclamss_119_0120,1 photographic negative,b&w nitrate negative,34.065405,1929-01-13,California--Los Angeles,,Partial view of a commercial brick building in Chinatown with 1 awning,Text from negative sleeve: Old L. A. Chinatown 1/13/1929,"January 13, 1929",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2z2r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2z2r/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2z38,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0121.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,"Fountains $z California $z Los Angeles|~|Chinatown (Los Angeles, Calif.)",,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Fountain near old building, possibly in Chinatown, (Los Angeles?), 1900-1930",uclamss_119_0121,1 photographic negative,b&w nitrate negative,,1900/1930,California--Los Angeles,,,Text from negative sleeve: Old L.A. Chinatown [not able to confirm Los Angeles Chinatown attribution],[between 1900-1930],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2z38,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2z38/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2z4s,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0122.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,"Chinatown (Los Angeles, Calif.)",,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Exterior view of a building on Marchessault Street in old Chinatown, Los Angeles, 1900-1930",uclamss_119_0122,1 photographic negative,b&w nitrate negative,,1900/1930,California--Los Angeles,,Two-story brick building on unpaved  Marchessault Street in old Chinatown in Los Angeles with laundry hanging to dry on the 2nd floor balcony and a man on the narrow sidewalk. This building was to the right of the Chee Kung Tong Co. building.|~|Old Chinatown was demolished starting in 1933 to make way for Union Station.,Text from negative sleeve: Old L. A. Chinatown 2/13/1929,[between 1900-1930],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2z4s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2z4s/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2z59,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0123.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,"Chinatown (Los Angeles, Calif.)",,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.236709,Access to this collection is generously supported by Arcadia funds.,"Partial view of a commercial building in Chinatown, Los Angeles, 1929",uclamss_119_0123,1 photographic negative,b&w nitrate negative,34.065405,1929-01-13,California--Los Angeles,,Partial view of a commercial brick building in Chinatown with 2 awnings and an automobile in front,Text from negative sleeve: Old L. A. Chinatown 1/13/1929|~|Handwritten on negative: 1-13-29,"January 13, 1929",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2z59,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2z59/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2z6t,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0124.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,"Chinatown (Los Angeles, Calif.)",,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Exterior view of Ma Jen Low Cafe in old Chinatown, Los Angeles, 1900-1930",uclamss_119_0124,1 photographic negative,b&w nitrate negative,,1900/1930,California--Los Angeles,,"Photograph of Ma Jen Low Cafe in Chinatown  in Los Angeles, a 3-story brick building with a balcony on the 2nd floor and a narrow 3rd floor. Above the building is a sign reading ""Chop Suey."" Across the front of the balcony is a sign reading ""Ma Jen Low Cafe."" Two automobiles are parked on the street.",Text from negative sleeve: Old L. A. Chinatown 2/13/1929,[between 1900-1930],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2z6t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2z6t/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2z7b,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0125.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,"Chinatown (Los Angeles, Calif.)",,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,,"Exterior view of the Chee Kung Tong Co. building on Marchessault Street in old Chinatown, Los Angeles, 1920-33",uclamss_119_0125,1 photographic negative,b&w nitrate negative,,1920/1933,California--Los Angeles,,"Old Chinatown was demolished starting in 1933 to make way for Union Station.|~|The 1911 date is probably incorrect because another image of this building in this collection, also dated to 1911 on the negative sleeve, has striped awnings and in this image the striped awings have worn away.|~|Marchessault Street was in old Chinatown, in the vicinity of Alameda and Aliso Streets and it disappeared during the construction of Union Station.|~|Photograph of a 2-story brick building on Marchessault Street in old Chinatown in Los Angeles with 2 automobiles parked on the unpaved street in front and 3 men standing in front and 2 other walking by. A sign at the center top of the facade reads ""Chee Kung Tong Co."" The building has three wooden-rail balconies and brick work and relief ornament on the upper story.",Text from negative sleeve: Chinatown 11/25/11,[between 1920-1933],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2z7b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2z7b/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2z8v,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0126.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,"Chinatown (Los Angeles, Calif.)",,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Street in old Chinatown, Los Angeles, 1911",uclamss_119_0126,1 photographic negative,b&w nitrate negative,,1911-11-25,California--Los Angeles,,"Photograph of a 2-story brick buildings of on an unpaved street in old Chinatown in Los Angeles. The second floors all have balconies with wooden railings. On the right the left portion of the sign for ""Mon Chong & Co."" is visible.|~|Old Chinatown was demolished starting in 1933 to make way for Union Station.",Text from negative sleeve: Chinatown 11/25/11,"November 25, 1911",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2z8v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2z8v/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2z9c,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0127.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,"Chinatown (Los Angeles, Calif.)",,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Exterior view of the Chee Kung Tong Co. building on Marchessault Street in old Chinatown, Los Angeles, 1911",uclamss_119_0127,1 photographic negative,b&w nitrate negative,,1911-11-25,California--Los Angeles,,Photograph of a two 2-story brick buildings on unpaved Marchessault Street in old Chinatown in Los Angeles. On the left is the Chee Kung Tong Co. building. The buildings have balconies with wooden railings on the 2nd floor and awnings over the 1st floor facades.|~|Old Chinatown was demolished starting in 1933 to make way for Union Station.,Text from negative sleeve: Chinatown 11/25/11,"November 25, 1911",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2z9c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2z9c/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2zbw,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0128.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,"Chinatown (Los Angeles, Calif.)",,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Exterior view of street with Ma Jen Low Cafe in old Chinatown, Los Angeles, 1911",uclamss_119_0128,1 photographic negative,b&w nitrate negative,,1911-11-25,California--Los Angeles,,"Old Chinatown was demolished starting in 1933 to make way for Union Station.|~|View of an unpaved street in old Chinatown in Los Angeles with Ma Jen Low Cafe half way down the street. On top of the cafe is a sign reading ""Chop Suey."" The 2-story brick buildings have 2nd floor balconies with wooden railings. In the foreground is a pile of chopped tree branches and farther down the street is a horse and wagon. A man stands on the right side of the street.",Text from negative sleeve: Chinatown 11/25/1911,"November 25, 1911",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2zbw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2zbw/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2zcd,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0129.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,"Chinatown (Los Angeles, Calif.)",,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Exterior view of the Mon Chong & Co. store front on a street in old Chinatown, Los Angeles, 1911",uclamss_119_0129,1 photographic negative,b&w nitrate negative,,1911-11-25,California--Los Angeles,,"Old Chinatown was demolished starting in 1933 to make way for Union Station.|~|Exterior view of the Mon Chong & Co. store front, identified by its sign, on an unpaved  street in old Chinatown in Los Angeles. A woman stands near the entrance. The 2-story brick buildings have 2-d floor balconies with wooden railings.",Text from negative sleeve: Chinatown 11/25/11,"November 25, 1911",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2zcd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2zcd/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2zdx,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0130.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,"Chinatown (Los Angeles, Calif.)",,,,"Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,,Access to this collection is generously supported by Arcadia funds.,"Exterior view of a building on Marchessault Street in old Chinatown, Los Angeles, 1911",uclamss_119_0130,1 photographic negative,b&w nitrate negative,,1911-11-25,California--Los Angeles,,Exterior view of a 2-story brick building on unpaved Marchessault Street in old Chinatown in Los Angeles. The building has a 2nd floor balcony with a wooden railing and it was to the right of the Chee Kung Tong Co. building. A man is walking on the street.|~|Old Chinatown was demolished starting in 1933 to make way for Union Station.,Text from negative sleeve: Chinatown 11/25/11,"November 25, 1911",,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2zdx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2zdx/manifest
Percival (Olive) Papers.  Collection 119,ark:/21198/zz002h2zff,ark:/21198/zz000932zv,2,Completed,Work,percival/masters/uclamss_119_0131.tif,,,,private,,black-and-white photographs|~|cellulose nitrate film,still image,,Dwellings $z California $z Los Angeles,,,"Spring, Rebecca Buffum","Percival, Olive, $d 1869-1945",,"Olive Percival Papers. Department of Special Collections, Charles E. Young Research Library, UCLA.","University of California, Los Angeles. $b Library Special Collections",,,,-118.206609,Access to this collection is generously supported by Arcadia funds.,"Exterior view of the home of Rebecca Spring and her daughter Jeanie Peet, Los Angeles, circa 1900",uclamss_119_0131,1 photographic negative,b&w nitrate negative,34.048561,1900,California--Los Angeles,,"Exterior view of the house of Rebecca Spring and her daughter Jeanie Peet on a corner at 504 N. Soto and Folsom streets (house still there in 2013)|~|Rebecca Buffum Spring and her husband, Marcus Spring, were intensely involved in liberal political and social affairs and were part of the abolitionist, feminist, and transcendentalist movements.  In the late 1890s, she moved to southern California to live with her daughter, Jeanie Peet, where she became involved with many of the local artists and writers.",Text from negative sleeve: 1940 N. De Soto - House of Rebecca Spring / Jeanie Peet,[circa 1900],,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h2zff,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h2zff/manifest
