Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.rightsHolderName,Subject.descriptiveTopic,Subject temporal,Name.photographer,Author,Format.medium,Name.creator,Rights.permission,Subject geographic,Name.repository,Name.subject,Title,Description.view,Description.caption,Relation.isPartOf,Description.note,Alt ID.local,Description.abstract,AltTitle.translated,Date.normalized,Date.creation,Note,Opac url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c2gk3,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002c2gk3_2037087_master.tif,,,,,,still image,Statue,copyrighted,unknown,UCLA Encyclopedia of Egyptology,"Visual Arts|~|Material Culture, Art and Architecture|~|Statuary",,,,Limestone,,N,,Walters Art Museum,,Ipy and His Wife Statue Group,total,"Figure 4. Statue group of Ipy and his wife. Limestone, h. 14.7 cm.",uee1471,Article: Block Statue|~|horizontal|~|Carved|~|14.7 cm (height),22.76 [Walters Art Museum]|~|p000692|~|UEE_1471v1_fig04|~|21198/zz002b24rf,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307293,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002c2gk3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c2gk3/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002c4jx4,ark:/21198/zz000rwn8d,1,In progress,Work,,,,,,private,text,,copyrighted,published,UCLA Encyclopedia of Egyptology,Necropolis|~|Assiut|~|Deir el-Gabrawi,,,"Moreno Garcia, Juan Carlos",,,Y,,,,Deir el-Gabrawi,,,,,431|~|uee8743,"Deir el-Gabrawi, the most important Old Kingdom necropolis of the Upper Egyptian 12th nome, is formed of two cliffs, the northern one near the village of Arab el-Atiyat and the southern one near the village of Deir el-Gabrawi. Its tombs date back to the late Old Kingdom, although an earlier chronology has been suggested. However, no trace of a contemporary town has yet been found. Later on, a late Roman locality called Hierakon and the quartering of a Roman cohort were built in its close vicinity, and the dead from these settlements were buried in the tombs of the old necropolis. A rather peculiar characteristic of Deir el-Gabrawi is that some local governors simultaneously controlled the 12th as well as the 8th Upper Egyptian nomes during the 6th Dynasty.",دير الجبراوي|~|Deir el-Gebraoui|~|Deir al-Gabrâwi,2012,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307294,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c4jx4/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002h5zfs,ark:/21198/zz000rwn8d,10,Completed with minimal metadata,Work,,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,,,,,,,N,,,,Examples of Structures Built With Limestone,,"Figure   1.   Examples   of   structures   built   with   limestone:    a)    pyramids    of    kings    Menkaura,    foreground,  and  Khafra,  background  (Dynasty  4,  Giza)  (note  tumbled  blocks  of  Aswan  granite  and  granodiorite   from   lower   courses   of   Menkaura   pyramid,  and  remaining  casing  of  Tura-Masara  limestone at top of Khafra pyramid); b) limestone funerary  temple  of  Queen  Hatshepsut,  Deir  el-Bahri (Dynasty 18, Thebes)",uee8751,Article: Building Stones,p000212|~|p000628|~|UEE_8751v1_fig01|~|21198/zz002c10gb,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307295,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h5zfs/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002h6p36,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002h6p36_2232413_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,,,,,Limestone,,N,Deir el-Bahari|~|Giza,,,Limestone Structures,,"Figure 1. Examples of structures built with limestone: a) pyramids of kings Menkaura foreground, and Khafra, background (Dynasty 4, Giza) (note tumbled blocks of Aswan granite and granodiorite from lower courses of Menkaura pyramid, and remaining casing of Tura-Masara limestone at top of Khafra pyramid); b) limestone funerary temple of Queen Hatshepsut, Deir el-Bahri (Dynasty 18, Thebes).",uee8751,Article: Building Stones,p000212|~|p000383|~|UEE_8751v1_fig01|~|21198/zz002c10gb,,,,2012,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307296,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6p36,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6p36/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002h6p4q,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/srgb/21198-zz002h6p4q_2234669_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,,,,,,,N,,,,"Map, Ancient Ornamental-stone Quarries",,Figure 2. Map of ancient ornamental-stone quarries in northern and central Egypt (numbered).,uee8754,Article: Ornamental Stones,UEE_8754v1_fig01|~|21198/zz002dwzs4,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307297,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6p4q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6p4q/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002h6p57,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002h6p57_2387441_master.tif,,,,,,still image,,pd,,,Individual and Society,,,,,,,,,,Oldest known wagon from ancient Egypt,,"Figure 1. The oldest known wagon from ancient Egypt, equipped with four disc wheels. Tomb of Sobeknakht, Second Intermediate Period, Elkab.",uee7992,Article: Travel,p000199|~|UEE_7992v1_fig01|~|21198/zz002gvznf,,,,,Tyler and Clarke 1896: pl. 2,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307298,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h6p57,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h6p57/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002h7cr4,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002h7cr4_2234202_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,,,,,Stone,,N,,,,Map of ancient building-stone quarries in northern and central Egypt,,Figure 2. Map of ancient building-stone quarries in northern and central Egypt (numbered).,uee8751,Article: Building Stones,UEE_8751v1_fig02|~|21198/zz002c10gb,,,,2012,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307299,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7cr4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h7cr4/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002h7csn,ark:/21198/zz000rwn8d,10,Completed with minimal metadata,Work,egyptology/masters/21198-zz002h7csn_2234205_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,,,,,Stone,,N,,,,Map of ancient building-stone quarries in southern Egypt,,Figure 3. Map of ancient building-stone quarries in southern Egypt (Nubia) (numbered).,uee8751,Article: Building Stones,p000157|~|UEE_8751v1_fig03|~|21198/zz002c10gb,,,,2012,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307300,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7csn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h7csn/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002h7ct5,ark:/21198/zz000rwn8d,10,Completed with minimal metadata,Work,egyptology/masters/21198-zz002h7ct5_2234208_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,,,,,Stone,,N,,,,Anhydrite and Gypsum Structures,,"Figure 5. Examples of structures built with anhydrite and gypsum: a) gypsum gate in wall of Abu Sha’ar fortress (late Roman Period; near Hurghada [el-Ghardaqa]); b) anhydrite and gypsum ashlars at Marsa Nakari, the putative ancient Nechesia (early Roman Period; near Marsa Alum).",uee8751,Article: Building Stones,UEE_8751v1_fig05|~|21198/zz002c10gb,,,,2012,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307301,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7ct5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h7ct5/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002h7n4p,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002h7n4p_2234655_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,,,,,Sandstone,,N,Medinet Habu|~|Philae,,,Sandstone Structures,,"Examples of structures built with sandstone: a) funerary temple of Ramesses III, Medinet Habu (Dynasty 20, Thebes); b) Philae temple (Ptolemaic and Roman Periods, near Aswan).",uee8751,Article: Building Stones,p000277|~|p000243|~|UEE_8751v1_fig04|~|21198/zz002c10gb,,,,2012,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307302,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7n4p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h7n4p/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002h7n56,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002h7n56_2234658_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,,,,,,,N,,,,Opencut Limestone Quarries,,Figure 6. Examples of opencut limestone quarries: a) quarry for pyramid core stones beside the Khafra pyramid (part of no. 4 in Table 1 and Figure 2); b) Sultan Pasha quarry (no. 19 in Table 1 and Figure 2); c) Beni Hassan el-Shuruq quarry (no. 25 in Table 1 and Figure 2).,uee8751,Article: Building Stones,UEE_8751v1_fig06|~|21198/zz002c10gb,,,,2012,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307303,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7n56,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h7n56/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002h7n6q,ark:/21198/zz000rwn8d,4,Derived,Work,egyptology/masters/srgb/21198-zz002h7n6q_2252856_master.tif,,,,,private,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,,,,,,,N,,,,Map of ancient ornamental-stone quarries in southern Egypt and Northern Sudan,,Figure 2. Map of ancient ornamental-stone quarries (numbered) in southern Egypt and northern Sudan (Nubia),uee0000,Article: Ornamental Stones,UEE_8754v1_fig02|~|21198/zz002dwzs4,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307304,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7n6q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002h7n6q/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hcnk6,ark:/21198/zz000rwn8d,4,Derived,Work,,,,,,private,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,,,,,,,N,,,,!Image template for cloning,,,uee0000,,UEE_0000v1_fig00,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307305,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcnk6/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hcnmq,ark:/21198/zz000rwn8d,10,Completed with minimal metadata,Work,egyptology/masters/21198-zz002hcnmq_2252833_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,,,,,Sandstone,,N,,,,Sandstone Quarries,,"Figure 8. Examples of sandstone quarries: a) Gebel el-Silsila quarry, east bank portion (no. 11b in Table 1 and Figure 3); b) El-Mahamid quarry (no. 1 in Table 1 and Figure 3); c) Nag el-Hosh quarry (no. 8 in Table 1 and Figure 3).",uee8751,Article: Building Stones,p000210|~|UEE_8751v1_fig08|~|21198/zz002c10gb,,,,2012,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307306,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcnmq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcnmq/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hcnn7,ark:/21198/zz000rwn8d,10,Completed with minimal metadata,Work,egyptology/masters/21198-zz002hcnn7_2252836_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,,,,,Limestone,,N,,,,Limestone Gallery Quarries,,Figure 9. Examples of limestone gallery quarries: a) “Queen Tiy Quarry” near el-Amarna (no. 35 in Table 1 and Figure 2); b) Qaw el-Kebir quarry (no. 64 in Table 1 and Figure 2); c) View of bedrock support pillars in the gallery shown in “b.”,uee8751,Article: Building Stones,p000660|~|p000195|~|UEE_8751v1_fig09|~|21198/zz002c10gb,,,,2012,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307307,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcnn7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcnn7/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hcnpr,ark:/21198/zz000rwn8d,4,Derived,Work,egyptology/masters/21198-zz002hcnpr_2252839_master.tif,,,,,private,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,,,,,Limestone,,N,,,,Plan of an unknown temple painted on a support pillar,,Figure 10. Plan of an unknown temple painted on a support pillar in the limestone gallery quarry at Gebel Sheikh Said (no. 33 in Table 1 and Figure 2). Plan is 1.6 m wide by 0.5 m wide.,uee8751,Article: Building Stones,UEE_8751v1_fig10|~|21198/zz002c10gb,,,,2012,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307308,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcnpr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcnpr/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hcnq8,ark:/21198/zz000rwn8d,10,Completed with minimal metadata,Work,egyptology/masters/21198-zz002hcnq8_2252842_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,,,,,Stone,,N,,,,Dynasty 18 quarrying innovations,,"Figure 11. Dynasty 18 quarrying innovations: a) quarrying limestone talatat blocks, and b) undercutting a block with cylindrical holes in “Queen Tiy Quarry” near el-Amarna (no. 35 in Table 1 and Figure 2; hammer in “a” is 28 cm long and scale rod in “b” is 1 m long); c) annotated lines painted on ceiling of limestone gallery in el-Dibabiya quarry (no. 87 in Table 1 and Figure 2).",uee8751,Article: Building Stones,UEE_8751v1_fig11,,,,2012,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307309,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcnq8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcnq8/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hcnrs,ark:/21198/zz000rwn8d,10,Completed with minimal metadata,Work,egyptology/masters/21198-zz002hcnrs_2252845_master.tif,,,,,,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,,,,,Anhydrite,,N,,,,Anhydrite and gypsum quarries,,Figure 12. Examples of anhydrite and gypsum quarries: a) Umm el-Sawan gypsum quarry in the Fayum (no. 2 in Table 1 and Figure 2); b) Wadi el-Anba’ut anhydrite/gypsum quarry near Marsa Nakari (no. 1 in Table 1 and Figures 2 - 3).,uee8751,Article: Building Stones,p000586|~|UEE_8751v1_fig12|~|21198/zz002c10gb,,,,2012,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307310,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcnrs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcnrs/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hcrnp,ark:/21198/zz000rwn8d,4,Derived,Work,egyptology/masters/srgb/21198-zz002hcrnp_2252859_master.tif,,,,,private,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,,,,,,,N,,,,Figure 3 Granite,,,uee0000,,UEE_0000v1_fig00,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307311,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcrnp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcrnp/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hcrp6,ark:/21198/zz000rwn8d,4,Derived,Work,egyptology/masters/srgb/21198-zz002hcrp6_2252862_master.tif,,,,,private,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,,,,,,,N,,,,Figure 4 Silicified Sandstone,,,uee0000,,UEE_0000v1_fig00,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307312,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcrp6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcrp6/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hcrqq,ark:/21198/zz000rwn8d,4,Derived,Work,egyptology/masters/srgb/21198-zz002hcrqq_2252865_master.tif,,,,,private,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,,,,,,,N,,,,"Figure 5 Granite, Limestone, Gneiss",,,uee0000,,UEE_0000v1_fig00,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307313,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcrqq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcrqq/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hcrr7,ark:/21198/zz000rwn8d,4,Derived,Work,,,,,,private,still image,Temple,copyrighted,,Regents of the University of California,"Architecture|~|Material Culture, Art and Architecture",22nd Dynasty|~|Third Intermediate Period |~|Reign of Shoshenq I,,,Limestone,,N,Karnak,,,3D Visualization of Columned “Bubastite Court”,Total,"Figure 10. 3D visualization of columned “Bubastite Court” in front of second pylon in the reign of Shoshenq I. The gateway was never finished, so model depicts incomplete upper section in transparency.",uee1132,Model image courtesy of the Digital Karnak Project|~|Reconstruction based on the hypotheses of Dieter Arnold (1999: fig. 6). Basic layout of courtyard developed from overall plan of temple by Carlotti (2002: pl. 1).|~|Article:Karnak: Development of the Temple of Amun-Ra|~|Bird's Eye|~|Building Upwards,p000224|~|UEE_1132v1_fig10|~|21198/zz002564qn,,,962/941,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307314,missing,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcrr7/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hcrsr,ark:/21198/zz000rwn8d,4,Derived,Work,egyptology/masters/srgb/21198-zz002hcrsr_2252868_master.tif,,,,,private,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,,,,,,,N,,,,Figure 6,,,uee0000,,UEE_0000v1_fig00,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307315,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcrsr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcrsr/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hcrt8,ark:/21198/zz000rwn8d,4,Derived,Work,egyptology/masters/srgb/21198-zz002hcrt8_2252880_master.tif,,,,,private,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,,,,,,,N,,,,Figure 7,,,uee0000,,UEE_0000v1_fig00,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307316,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcrt8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcrt8/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hcrvs,ark:/21198/zz000rwn8d,4,Derived,Work,egyptology/masters/srgb/21198-zz002hcrvs_2252877_master.tif,,,,,private,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,,,,,,,N,,,,Figure 8,,,uee0000,,UEE_0000v1_fig00,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307317,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcrvs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcrvs/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hcrw9,ark:/21198/zz000rwn8d,4,Derived,Work,egyptology/masters/srgb/21198-zz002hcrw9_2252883_master.tif,,,,,private,still image,,copyrighted,,UCLA Encyclopedia of Egyptology,,,,,,,N,,,,Figure 9,,,uee0000,,UEE_0000v1_fig00,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307318,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hcrw9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hcrw9/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hg275,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002hg275_2259228_master.tif,,,,,,still image,Papyrus,copyrighted,published,UCLA Encyclopedia of Egyptology,Structures and Relationships in Society |~|Social Categories|~|Ethnicity,18th Dynasty|~|Reign of Thutmoses III,,,Papyrus,,N,Thebes West,"Egyptian Museum, Cairo|~|Cairo Egyptian Museum",,Section of the Book of the Dead papyrus of Maiherperi,detail,"Figure 1. Section of the Book of the Dead papyrus of Maiherperi, “child of the nursery” and “Fanbearer on the King’s Right” under Thutmose III. KV 36, western Thebes. Egyptian Museum, Cairo CG 24095.",uee1798,Article: Ethnicity|~|horizontal|~|Painted,Cairo CG 24095|~|p000675|~|p000305|~|UEE_1798v1_fig01|~|21198/zz002bpmfm,,,1548/1302,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307319,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hg275,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hg275/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hgb2f,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002hgb2f_2259909_master.tif,,,,,,still image,Stela,copyrighted,published,UCLA Encyclopedia of Egyptology,Structures and Relationships in Society |~|Social Categories|~|Ethnicity,18th Dynasty,,,Stone,,N,Amarna,"Ägyptisches Museum und Papyrussammlung (Berlin, Germany)",,Stela of a man named Terer and his wife Irbura,detail,"Figure 2. Stela of a man named Terer (Dalilu?),shown drinking from a vase through a straw, andhis wife Irbura. Their names are probablyCanaanite. El-Amarna, Dynasty 18. ÄgyptischesMuseum, Berlin 14122.",uee1798,Article: Ethnicity|~|horizontal,Berlin 14122|~|p000195|~|p000688|~|UEE_1798v1_fig02|~|21198/zz002bpmfm,,,1548/1302,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307320,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgb2f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hgb2f/manifest
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hgbf4,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/masters/21198-zz002hgbf4_2259973_master.tif,,,,,,still image,Shrine,copyrighted,,UCLA Encyclopedia of Egyptology,Marriage / Divorce,,,,,,N,Heliopolis,,,"Shrine of Djoser at Temple of Ra, Heliopolis",partial,"Figure 1. A fragment of a scene from a shrinefrom the temple of Ra at Heliopolis with the first depiction of the royal family: Djoser with his wife, daughter, and possibly his mother.",uee1550,Article: Marriage and Divorce,p000214|~|UEE_1550v1_fig01|~|21198/zz002cbdg5,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=6307321,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgbf4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hgbf4/manifest
