Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permissionNote,Rights.rightsHolderName,Subject.category,Subject.period,Name.photographer,Name.author,Physical-Description.material,Physical-Description.medium,Name.creator,Physical-Description.technique,Physical-Description.dimensions,Rights.permission,Coverage.discoveryLocation,Coverage.creationLocation,Subject.place,Name.repository,Physical-Description.extent,Coverage.currentRepository,Name.subject,Title,Description.view,Alt ID.uee,Description.caption,Relation.isPartOf,Description.note,Alt ID.ueePlaceID,Alt ID.local,Description.abstract,Alternate Title.Arabic,Alternate Title.French,Alternate Title.German,Date.normalized,Date.publication,Source,Description.angle,Description.direction,Date.captured,Alt ID.collection,Date.creation,Alternate Title.transliterated
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hczw6,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/pdf/masters/21198-zz002hczw6-1-master.pdf,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture",,,"Vinson, Steve",,,,,,Y,,,,,,,,Transportation,,uee8064,,,,,,"Transportation in ancient Egypt entailed the use of boats and ships for water travel; for land transportation, attested methods include foot-traffic and the use of draft animals—especially donkeys and oxen, but also, from the first millennium BCE onward, camels. Land vehicles, including carts, chariots, sledges, and carrying chairs, were dependent on the existence and nature of suitable routes, some of which may have been improved or paved along at least part of their extent. The transport of large objects, especially stone blocks, obelisks, and statues, required specialized techniques, infrastructure, and vehicles.",المواصلات,transport,Transport,2013,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hd59r,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/pdf/masters/21198-zz002hd59r-1-master.pdf,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Time and History,,,"Ladynin, Ivan",,,,,,Y,,,,,,,,Late Dynastic Period,,UEE8780,,,,,,"The Late Dynastic Period is the last period of Egyptian independence under Dynasties 28 to 30 (404 - 343 BCE). As for Egypt’s position in the world, this was the time their military and diplomatic efforts focused on preventing reconquest by the Persian Empire. At home, Dynasties 28 - 29 were marked by a frequent shift of rulers, whose reigns often started and ended violently; in comparison, Dynasty 30 was a strong house, the rule of which was interrupted only from the outside. Culturally this period saw the continuation of certain Late Egyptian trends (archaistic tendency, popularity of animal cults, cult of Osiris and divine couples), which became the platform for the evolution of the Ptolemaic and Roman Periods.",العصر المتأخر,Époque tardive,Spätdynastische Zeit,2013,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hg0w1,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/pdf/masters/21198-zz002hg0w1-1-master.pdf,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Individual and Society,,,"Lippert, Sandra Luisa",,,,,,Y,,,,,,,,Inheritance,,uee8716,,,,,,"In ancient Egypt inheritance was conveyed either through the legal order of succession, favoring sons over daughters, children over siblings, and older over younger, or through written declarations that allowed for individualized arrangements. Adoption was the common means by which a childless person could acquire an heir. The initial tendency towards a sole heir (preferably the eldest son) was replaced by the division of parental property among all children, although the eldest son continued to play an important role as trustee for his siblings and received a larger or better share according to the legal order of succession. Documents used for the bequeathing of inheritance varied over time and were gradually replaced by donations and divisions after the Middle Kingdom. Effectiveness only after the death of the issuer is rarely mentioned explicitly.",نظام التّوريث,Succession,Erbrecht,2013,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002hzk02,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/pdf/masters/21198-zz002hzk02-1-master.pdf,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Time and History,,,"Popko, Lutz",,,,,,Y,,,,,,,,History-Writing in Ancient Egypt,,uee 8793,,,,,,"The problematic search for ancient Egyptian historiography is tied to the debated extent and form of historical consciousness. The ancient Egyptians did have a sense of “historical” events or achievements that could be described to a future audience. Though they did not produce a historiography comparable to other ancient, or later Western, models, which attempt to analyze and critically reconstruct the distant past, they left texts that display historiographic features, such as an awareness of the singularity of events, or references to “reality.” The annals and the “king’s novel” are the most discussed examples of this kind of text. The non-mythical distant past is a featured subject of king-lists, and it became the object of historiography in Manetho’s Aegyptiaca.",التأريخ في مصر القديمة,Historiographie dans l’Égypte Ancienne,Geschichtsschreibung im alten Ägypten,2014,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002j95tk,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/pdf/masters/21198-zz002j95tk-1-master.pdf,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,20th Dynasty|~|Reign of Ramesses III|~|Time and History,,,"Grandet, Pierre",,,,,,Y,,,,,,,,Early to Mid-20th Dynasty,,1870,,,,,,"The origins of the 20th Dynasty remain obscure, their only indications being provided by the Elephantine Stela. After several years of political and social unrest, Sethnakhte seized power as first king of the 20th Dynasty. He was succeeded by his son Ramesses III, who is considered to be the last great king of the New Kingdom. His reign is marked by a long list of achievements, including an impressive building program, military successes, and a number of expeditions.",بواكير الأسرة العشرين,Début et milieu de la XXe dynastie,Anfang bis Mitte der 20. Dynastie,2014,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002jh4wt,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/pdf/masters/21198-zz002jh4wt-1-master.pdf,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,,,,"Rosmorduc, Serge",,,,,,Y,,,,,,,,Computational Linguistics in Egyptology,,8025,,,,,,"Computer-assisted approaches to text and language, referred to as computational linguistics, represent a developing field in Egyptology. One of the main concerns has been and continues to be the encoding of hieroglyphic signs for computers. The historical standard in this respect is the Manuel de Codage; a Unicode encoding has also been recently developed. Computer-assisted approaches also provide helpful tools notably for creating, annotating, and exploiting text databases. After pioneering work in the 1960s, a number of large text databases have been developed since the 1990s, for example, the Thesaurus Linguae Aegyptiae or the “projet Ramsès.” Ongoing projects involve automated text processing and analysis for Egyptian, especially automated transliteration, part-of-speech tagging, and optical character recognition.",علم اللغة الحاسوبي (الآلي) وعلم المصريات,Informatique linguistique en égyptologie,Verarbeitung natürlicher Sprache für Ägyptologie,2015,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002jjz3z,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/pdf/masters/21198-zz002jjz3z-1-master.pdf,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,"Language, Text and Writing",,,"Müller, Matthias",,,,,,Y,,,,,,,,Akkadian from Egypt,,uee8733,,,,,,"Akkadian, an ancient Semitic language from Mesopotamia written in the cuneiform script, was employed as a diplomatic lingua franca between the major powers of the Late Bronze Age. Akkadian from Egypt defines the language of the Akkadian texts that originated in Egypt. These were probably written by Egyptian scribes. On various linguistic levels ranging from phonology to morpho-syntax, Akkadian from Egypt differs from contemporary varieties of Akkadian. In several cases, these differences can be analyzed as probably representing interferences with Egyptian, the native language of the scribes. Rather than as an Akkadian dialect, Akkadian from Egypt can thus be characterized as an interlanguage, that is, as an attempt by non-native speakers to communicate in a foreign language that they have learned more or less successfully. This is also the reason behind the instability of the system, rule changes, and adjustments.",الأكادية من مصر,Akkadien d’Égypte,Akkadisch aus Ägypten,2015,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k44p6,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/pdf/masters/21198-zz002k44p6-1-master.pdf,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,,,,"Nyord, Rune",,,,,,Y,,,,,,,,Cognitive Linguistics,,uee24134,,,,,,"Cognitive linguistics is an influential branch of linguistics, which has played an increasing role in different areas of Egyptology over the last couple of decades. Concepts from cognitive linguistics have been especially influential in the study of determinatives/classifiers in the hieroglyphic script, but they have also proven useful to elucidate a number of other questions, both narrowly linguistic and more broadly cultural historical.",لسانيات معرفية,Linguistique cognitive,Kognitive Linguistik,2015,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k45rq,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/pdf/masters/21198-zz002k45rq-1-master.pdf,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,,,,"Klotz, David",,,,,,Y,,,,,,,,Persian Period,,uee1875,,,,,,"In the last two centuries before the arrival of Alexander the Great, Persia invaded Egypt twice and administered it as a satrapy of the Achaemenid Empire. Although the Ptolemies later demonized the Persians, and most traces of their rule were systematically removed, the history of this fascinating period can be reconstructed thanks to written sources from different languages (hieroglyphic, Demotic, Aramaic, Old Persian, Greek) and the multicultural archaeological record. These periods of foreign domination helped solidify Egypt's national identity during the intervening Late Period (Dynasties 28-30) and set the stage for subsequent centuries of Greek and Roman rule.",العصر الفارسى,Périodes perses,Perserzeit,2015,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k5vrt,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/pdf/masters/21198-zz002k5vrt-1-master.pdf,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Individual and Society|~|Private Life,,,"Zakrzewski, Sonia",,,,,,Y,,,,,,,,Life Expectancy,,uee8011,,,,,,"The analysis of life expectancy and longevity is one approach to analyzing diversity in the population of ancient Egypt. It is, however, important to understand the difficulties in such calculations and in the data from which such calculations are derived. Adult age is difficult to determine either from documentary or biological sources, so average age-at-death is particularly hard to determine. This discussion explores the issues surrounding demography, the potential sources for such data, and suggests ways that life expectancy in Egypt might be assessed and integrated with broader archaeological and Egyptological information.",متوسط العمر,Espérance de vie,Lebenserwartung,2015,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002k6th5,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/pdf/masters/21198-zz002k6th5-1-master.pdf,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,,,,"Vernus, Pascal",,,,,,Y,,,,,,,,Traditional Egyptian I (Dynamics),,uee8030,,,,,,"The problem of the phenomenon referred to as égyptien de tradition (Traditional Egyptian) derives from a basic and long-made observation: a great many texts from ancient Egypt implement an obviously anachronistic and partly artificial language, reflecting elements of earlier stages of Egyptian in varying proportions and degrees while also reflecting elements of the contemporary language. Texts continued to be written in égyptien de tradition, either on easy-to-handle supports such as papyri, tablets, and ostraca, or on durable objects and monuments, until the end of Pharaonic civilization.",التقليدية المصرية,Égyptien de tradition I (dynamiques),Neo-Mittelägyptisch I/Spätmittelägyptisch I (Dynamik),2016,,,,,,,,
