Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,iiif_access_url,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Rights.permissionNote,Rights.rightsHolderName,Subject.category,Subject.period,Name.photographer,Name.author,Physical-Description.material,Physical-Description.medium,Name.creator,Physical-Description.technique,Physical-Description.dimensions,Rights.permission,Coverage.discoveryLocation,Coverage.creationLocation,Subject.place,Name.repository,Physical-Description.extent,Coverage.currentRepository,Name.subject,Title,Description.view,Alt ID.uee,Description.caption,Relation.isPartOf,Description.note,Alt ID.ueePlaceID,Alt ID.local,Description.abstract,Alternate Title.Arabic,Alternate Title.French,Alternate Title.German,Date.normalized,Date.publication,Source,Description.angle,Description.direction,Date.captured,Alt ID.collection,Date.creation,Alternate Title.transliterated
UCLA Encyclopedia of Egyptology,ark:/21198/zz002czx1r,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/pdf/masters/21198-zz002czx1r-1-master.pdf,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture",,,"Harrell, James A.",,,,,,Y,,,,,,,,Gemstones,,uee8804,,,,,,"The gemstones of ancient Egypt, broadly defined, include all rocks, minerals, and biogenic materials used for jewelry (beads, pendants, ring stones, and cloisonné inlays), amulets, seals, and other small decorative items (figurines, cosmetic vessels, and inlays in furniture and sculpture). At least 38 gemstone varieties were used by the Egyptians, but ancient mines in Egypt are known for only nine of these. Some of the gemstones were imported from sources in Asia while others certainly came from undiscovered Egyptian mines.",الأحجار الكريمة,Pierre précieuse,Edelsteine,2012,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dj955,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dj955%2Fvk052m3t,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Geography,,,"De Meyer, Marleen|~|Minas-Nerpel, Martina",,,,,,Y,,,,,,,,"Shenhur, Temple of",,UEE8542,,,,,,"The Roman Period temple of Isis at Shenhur was built and decorated during the reign of Augustus (30 BCE – 14 CE) through that of Trajan (98 – 117 CE). The site of Shenhur is located between two major cult centers, Koptos and Thebes, in Upper Egypt. While both theological systems were influential at Shenhur, the temple was mainly influenced by that of Koptos; the structure’s decoration thus constituted an important part of the regional cult topography. Excavations in and around the temple have revealed that a colonnade was added to its exterior during the reign of Tiberius or later, and that the structure was used as a habitation during the fifth to seventh centuries CE.",معبد شنهور,Temple de Chenhour,Tempel von Schenhur,2012,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002djg21,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/pdf/masters/21198-zz002djg21-1-master.pdf,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Individual and Society,,,"Lippert, Sandra Luisa",,,,,,Y,,,,,,,,Law Courts,,uee8016,,,,,,"Egyptian law courts originated as councils of officials, which, besides acting as judges, also had other administrative tasks. Accordingly, they were known by the rather unspecific terms DADAt (Old Kingdom and Middle Kingdom) or qnbt (Middle Kingdom until the beginning of the Late Period), which simply means “committee.” Their members are usually referred to as srw, “officials,” although more specific designations also occur. From the 26th Dynasty onwards, the members of the courts seem to have been mainly, if not exclusively, priests with a specific juridical education, called wptjw, “judges.” From the New Kingdom onwards, a division into smaller local courts and great courts located in the capital(s) can be observed. Local courts dealt with minor cases of disputed property and petty crimes, which were punished with beatings, while the great courts attended to trials about land ownership, cases concerning officials, and crimes entailing heavier punishments like mutilation or the death penalty. This double system probably remained in action until the Ptolemaic Period when the local courts were integrated into a new system and the great courts were finally abolished and their role was taken over by Greek officials. Native Egyptian judicature fast declined under the Roman rule. Legal procedure changed little over time. Several laws about court procedure survive, which show that the conduct of cases was established in detail and that the judges had little scope for arbitrariness.",المحاكم,Cours de justice,Gerichte,2012,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002djg3j,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/pdf/masters/21198-zz002djg3j-1-master.pdf,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Individual and Society,,,"Loprieno, Antonio",,,,,,Y,,,,,,,,Slavery and Servitude,,uee8720,,,,,,"While various forms of coercion to labor and restriction of individual freedom did exist throughout Egyptian history, slavery is rather defined by economic than by legal indicators. Some literary texts present figures of slaves, called Hm (“laborer”) or bAk (“servant”). The documentary evidence is multifaceted: during the Old Kingdom, very large segments of the population were drawn to corvée work, exemption for religious service and even upward mobility being possible, while foreign prisoners of war were clearly enslaved (sqr-anx). With the emergence of new social elites, Egyptian texts from the early Middle Kingdom onward display a more distinct consciousness of the difference between “free” people, even if at the lower level of the social ladder (nDs), and “servants” (Hm, bAk), conscripts (Hsb), and fugitives (tSj), true slavery being presumably confined to foreign prisoners. The New Kingdom, with its relentless military operations, is the epoch of large-scale foreign slavery, but also of local—owned or rented—servitude, both of which had become economically unrenounceable, adoption of a slave being a common practice leading to “free” status (nmHj). During the first millennium BCE, references to slavery become rare and are superseded by various forms of voluntary servitude caused by economic dearth or religious commitment. “Slavery” in the legal, inherited sense of the term unfolds in Egypt during the Hellenistic Period and is based on capture in war, on purchase in the slave market, and on the enslavement of debtors.",الرق والعبودية,Esclavage et asservissement,Sklaverei und Zwangsarbeit,2012,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dmv5s,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dmv5s%2F43634c73,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Geography,,,"Grajetzki, Wolfram",,,,,,Y,,,,,,,,Qau el-Kebir,,uee1643,,,,,,"Qau el-Kebir, called Tjebu in ancient Egyptian and Antaeopolis in Greek, was a village in Middle Egypt and the capital of the 10th Upper Egyptian nome. The main deity of the town was Nemtywy. At the beginning of the nineteenth century, substantial parts of a Ptolemaic temple were still preserved, but they were destroyed by a change of the Nile’s streambed. The cemeteries in the deserts east of the town include tombs of almost all periods of Egyptian history beginning from the Badarian Period. Those of the First Intermediate Period are especially well equipped and are an important source for burial customs of that period in a provincial town. The three large, rock-cut tombs of Middle Kingdom governors belong to the biggest private tombs built in the Middle Kingdom. However, because of the destruction of the tombs, the dating and sequence of the governors during the 12th Dynasty remains problematic. In the New Kingdom, the tomb of the governor May equipped with a sarcophagus and datable to Thutmose III was built. Several New Kingdom hippopotami bone deposits are perhaps connected with the cult of Nemtywy and Seth. The Ptolemaic temple dates to Ptolemy VI. Its pronaos with 3 x 6 columns is known from depictions in the Description de l’Égypte.",قاو الكبير,Qaw el-Kebir,Qau el-Kebir,2012,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dn8xd,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dn8xd%2Ff299206c,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,"Language, Text and Writing",,,"Uljas, Sami",,,,,,Y,,,,,,,,Linguistic Consciousness,,uee1127,,,,,,"The present article addresses the ancient Egyptians’ level of linguistic awareness from earliest times to the Coptic Period. The degree to which the Egyptians might have understood their language as a socio-cultural medium reflective of and adapted to different contexts of communication is discussed, along with their attitude to foreign languages and perception of diachronic processes. In addition, the degree to which the speakers of Egyptian may have viewed their native language as a linguistic and grammatical system is considered in detail.",الوعي اللغوى,Conscience linguistique,Sprachbewußtsein,2013,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dn8zx,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dn8zx%2F0g212m0q,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Geography,,,"Pantalacci, Laure",,,,,,Y,,,,,,,,Coptos,,uee8544,,,,,,"The modern city of Quft is the location of the ancient town of Coptos, which was the main religious and trade center in Upper Egypt, at the crossroad between the Nile Valley and Eastern Desert routes to the Red Sea. The site was settled from Predynastic times (as witnessed by the Coptos colossi) and remained important until Late Antiquity. The principal buildings currently visible at the site are of Ptolemaic and Roman date: the main temple (dedicated to Min and Isis), the middle temple also called “Osiris” temple, and the southern temple belonging to Geb. The last two were enclosed by their own temenos, as was the main temple, and a huge late Pharaonic wall surrounded the whole sacred area. The remains of the Roman domestic buildings are still poorly known. The elaborate Coptic baptistery and the adjacent structures reuse blocks from Pharaonic and late Ptolemaic buildings. The recent campaigns by the French mission have collected new information mainly about the city’s general layout and development.",قفط,Coptos,Koptos,2012,,,,,,,,Quft
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dwqr7,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwqr7%2Fh544g28k,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Individual and Society,,,"Vittmann, Günter",,,,,,Y,,,,,,,,Personal Names: Function and Significance,,uee8003,,,,,,"In ancient Egypt, an individual’s name was of vital importance for defining his identity in society and assuring his survival for posterity. A person might have two or even three names, one of them sometimes being a basilophorous name (a name that incorporates a king’s name) adopted by the individual at a certain stage of life. For foreigners, taking an Egyptian name was frequently a means by which they integrated into Egyptian society. Grave crimes would entail damnatio memoriae, a process by which a person’s identity could essentially be erased by mutilation and obliteration of the name. Certain personal names also had apotropaic potential, and the names of the sages of the past could even be used in magic.",الأسماء الشخصية : الوظيفة والدلالة,Noms de personne: Fonctions et usage,Personennamen: Funktion und Gebrauch,2013,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dwqsr,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwqsr%2Fzx88565c,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Individual and Society,,,"Vittmann, Günter",,,,,,Y,,,,,,,,Personal Names: Structures and Patterns,,UEE8004,,,,,,"The diversity and complexity of ancient Egyptian personal names points to a range of available patterns and options for name-giving. Alongside personal names that make direct reference to the name-bearer and his or her family, there are numerous names that refer to a god, the ruling (or an earlier) king, or some venerated individual, with or without simultaneous reference to the name-bearer or his family. An individual could be designated, for example, as one beloved, given, or protected by a god or king, but a name could equally contain an objective statement about god or king.",الأسماء الشخصية : تركيبات ونماذج,Noms de personne: Structure et modèles,Personennamen: Strukturen und Muster,2013,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dwqt8,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dwqt8%2Fnz17zh6p,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Natural Environment,,,"Janák, Jiří",,,,,,Y,,,,,,,,Northern Bald Ibis (Akh-Bird),,uee1885,,,,,,"Three different kinds of ibis species are attested from ancient Egypt: the sacred ibis, the glossy ibis, and the northern bald ibis. Pictorial representations of the latter bird—easily recognizable by the shape of its body, the shorter legs, long curved beak, and the typical crest covering the back of the head—were used in writings of the noun akh and related words and notions (e.g., the blessed dead). We can deduce from modern observations that in ancient times this member of the ibis species used to dwell on rocky cliffs on the eastern bank of the Nile, that is, at the very place designated as the ideal rebirth and resurrection region (the akhet). Thus, the northern bald ibises might have been viewed as visitors and messengers from the other world—earthly manifestations of the blessed dead (the akhu). The material and pictorial evidence dealing with the northern bald ibis in ancient Egypt is accurate, precise, and elaborate in the early periods of Egyptian history (until the final phase of the third millennium BCE). Later, the representations of this bird became schematized and do not correspond to nature. Thus, they do not present us with any direct and convincing evidence for the presence of the northern bald ibis in Egypt, and, moreover, they most probably witness both the bird’s decline and its disappearance from the country.",أبومنجل الأصلع الشمالى (طائر - الآخ),Ibis chauve,Waldrapp/Schopfibis,2012,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dwzs4,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/pdf/masters/21198-zz002dwzs4-1-master.pdf,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture",,,"Harrell, James A.",,,,,,Y,,,,,,,,Ornamental Stones,,uee8754,,,,,,"The ornamental stones of ancient Egypt comprise a large and diverse group of rocks. Their attractive colors and patterns, and ability to take a good polish, made them sought after for decorative applications in art and architecture. At least 48 varieties of ornamental stone were used by the Egyptians and these come from 45 known ancient quarries, two in northern Sudan and the rest in Egypt.",أحجار الزينة,Pierre ornemental,Dekorative Steine,2012,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002dx2tj,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dx2tj%2F6f47xx2p,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Geography,,,"Darnell, John Coleman",,,,,,Y,,,,,,,,Wadi el-Hol,,uee8547,,,,,,"The Wadi el-Hol is an ensemble of rock inscription sites and caravansary deposits near the mid-point of the Farshut Road, roughly equidistant between ancient Thebes and Hiw. The rock inscriptions range in date between the Predynastic and Coptic Periods, with the majority belonging to the Middle Kingdom. Most inscriptions record names and titles, but others are longer and of more unusual content, including literary texts and references to religious celebrations in the deep desert. Archaeological remains include Predynastic burials of the Tasian culture and debris mounds that represent the detritus of caravans and travelers along the Farshut Road. The largest deposit includes a continuous stratigraphic record of ceramic and organic material from the late Middle Kingdom through the Persian Period.",وادي الحول,Ouadi el-Hôl,Wadi el-Hôl,2013,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002gc1pn,ark:/21198/zz000rwn8d,2,Completed,Work,egyptology/pdf/masters/21198-zz002gc1pn-1-master.pdf,,,,,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Religion,,,"Janák, Jiří",,,,,,Y,,,,,,,,Akh,,uee8795,,,,,,"The notion of akh, often translated as (effective) spirit, pointed toward many different meanings, such as the identity of the transfigured dead as well as that of living persons who acted efficaciously for (or on behalf of) their masters. The akh belonged to cardinal terms of ancient Egyptian religion and hence is often found in Egyptian religious texts, as well as in other textual and iconographic sources. Its basic meaning was related to effectiveness and reciprocal relationship that crossed the borderlines between different spheres.",akh|~|الآﺥ,Akh,Ach,2013,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002gvznf,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gvznf%2Fq360q04z,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,Individual and Society|~|Structures and Relationships in Society ,,,"Köpp-Junk, Heidi",,,,,,Y,,,,,,,,Travel,,uee7992|~|21198/zz002gvznf,,,,,,"Travel was a crucial element of ancient Egyptian culture. An extensive traffic system by land and by water already existed as early as the Old Kingdom, including various means of transport that did not fundamentally change right through to the New Kingdom. Traveling activity attested for various professions demonstrates that Egyptian society exercised a high degree of mobility. In the majority of cases, a journey was undertaken within the scope of the traveler’s work and on behalf of the pharaoh. Travel had a significant impact on the Egyptian world-view as well as on the development of the identity of Egyptian society as an entity.",(السفريات (الترحال,Voyager,Reisen,2013,,,,,,,,
UCLA Encyclopedia of Egyptology,ark:/21198/zz002gw1hs,ark:/21198/zz000rwn8d,2,Completed,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gw1hs%2Fzm081580,text,,copyrighted,published,,UCLA Encyclopedia of Egyptology,"Material Culture, Art and Architecture",,,"Vinson, Steve",,,,,,Y,,,,,,,,Boats (Use of),,uee8063|~|uee1142,,,,,,"Ancient Egyptian boats are defined as river-going vessels (in contrast with sea-going ships). Their use from late Prehistory through the Ptolemaic and Roman Periods included general transportation and travel, military use, religious/ceremonial use, and fishing. Depending on size and function, boats were built from papyrus or wood. The oldest form of propulsion was paddling, although there is some evidence for towing as well. Sailing was probably introduced towards the end of the late-Predynastic Period.",القوارب (استخداماتها),Bateaux (Usage),Boote (Gebrauch),2013,,,,,,,,
