Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Visibility,Thumbnail,Subject.conceptTopic,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Type.genre,Name.subject,Subject,Subject.descriptiveTopic,Name.repository,Rights.servicesContact,Language,Name.photographer,Name.donor,Name.correspondent,Subject geographic,Name.recipient,Rights.rightsHolderContact,Name.creator,Local identifier,Title,Description.abstract,Description.note,Alt ID.local,Summary,Date.normalized,Date.creation,Format.extent,Coverage.geographic,Description.caption,Description.latitude,Description.longitude,Alt ID.url,AltTitle.other,Note,Relation.isPartOf,Opac url,Finding Aid URL
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pfwv,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0387.tif,377,,,,private,,Secretaries $z California $z Los Angeles|~|African American models,still image,copyrighted,unknown,Black-and-white photographs,"Spaulding, Marva Louis, $d 1915-2000|~|Sissle, Ethel|~|Garcia, Catherine",Lifestyle|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 7,"Ethel Sissle, Marva Louis, and Catherine Garcia at Noble Sissle's house, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Taken at Noble Sissle's house on Juliet Street. L to Right: Ethel Sissle, Marva Louis and Catherine Garcia.|~|In 1946, Noble Sissle lived at 2126 S. Harvard Blvd., Los Angeles.",YRLSC_gordonphotos_0387,"Catherine Garcia, Walter L. Gordon Jr.'s secretary for many years, was politically active and worked to motivate other women to be active in civic organizations.|~|Marva Louis, stenographer and big band singer, married and divorced heavyweight boxing champion Joe Louis twice between 1935 and 1949; during their marriage, she also worked as a model. She married physician Albert Lee Spaulding in 1950.|~|Ethel Sissle (1915-1984) was maried to the band leader Noble Sissle, and later to Walter L. Gordon, Jr.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,34.036510,-118.306523,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pfxc,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0388.tif,378,,,,private,,African American football players $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Taylor, Brice, $d 1902-1974",Sports|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 7,"Brice Taylor, first All-American football player at the University of Southern California (USC), Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.|~|The man at the right in the military uniform is unidentified.,YRLSC_gordonphotos_0388,"Brice Union Taylor, who was born without a left hand, was an offensive guard for the USC Trojans football team. He was selected as an All-American in 1925.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pfzw,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0389.tif,379,,,,private,,African American women $z California $z Los Angeles County,still image,copyrighted,unknown,Black-and-white photographs,,Entertainment|~|Arts,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 7,"Unidentified woman singing, Los Angeles, 1940s?",,All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0389,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pg0w,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0390.tif,380,,,,private,,African American models $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Griffin, L'Tanya, $d 1919-1996",Lifestyle|~|Culture,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 7,"L'Tanya and another swimsuit model, Los Angeles, 1940s",,On the left is LaTanya Griffin. The woman on the right is unidentified.|~|All information concerning the content and description of the image was provided by Walter Gordon.,390|~|YRLSC_gordonphotos_0390,"LaTanya Griffin (or ""L'Tanya,"" or ""L'Tanya Martinique"") was a society woman, a model and a fashion designer. In her early twenties, she was awarded a contract by the Guild Studios to design gowns for Ida Lapino. She was contracted to with the Edward D. Wood Production company to design gowns for 20 of its films in 1954, making her the first African American designer to have a contract with a Hollywood film studio. She and Earl Griffin divorced in 1949.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pg1d,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0391.tif,381,,,,private,,African American models $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,,Lifestyle,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Merriman, Ted",,,,,,,Collection 1867 Box 2 Folder 7,"Woman modeling swimsuit, Los Angeles, 1940s",,Unidentified woman modeling a swimsuit in a yard.|~|All information concerning the content and description of the image was provided by Walter Gordon.,391|~|YRLSC_gordonphotos_0391,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pg2x,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0392.tif,382,,,,private,,Showgirls $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,,Entertainment,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 7,"Unidentified African American showgirl, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0392,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pg3f,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0393.tif,383,,,,private,,African American civil rights workers|~|African American jazz musicians,still image,copyrighted,unknown,Black-and-white photographs,"Sissle, Noble, $d 1889-1975|~|Pickens, William, $d 1881-1954",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,,"William Pickens and Noble Sissle, New York, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|L to R: William Pickens, Noble Sissle and an unidentified woman.",YRLSC_gordonphotos_0393,"William Pickens was a writer, orator, and official of the National Association for the Advancement of Colored People (NAACP).|~|Noble Sissle was a jazz composer, bandleader and playwright.",1940/1949,[1940s?],1 photograph : b&w,New York (State)--New York,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pg4z,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0394.tif,384,,,,private,,African American dancers|~|Tap dancers $z United States,still image,copyrighted,unknown,Black-and-white photographs,"Reed, Leonard",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 7,"Leonard Reed and an unidentified female dancer, Los Angeles, 1940s",,"Leonard Reed started his career as a dancer, became an all-around entertainer. Later he kept a booking office in Hollywood.|~|All information concerning the content and description of the image was provided by Walter Gordon.",394|~|YRLSC_gordonphotos_0394,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pg5g,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0395.tif,385,,,,private,,African American boxers|~|African American lawyers--California--Los Angeles|~|Hispanic American lawyers $z California $z Los Angeles|~|African American soldiers $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Garcia, James L. $q (James Leon), $d 1908-1982|~|Hooseman, Al|~|Gordon, Walter L., $c Jr., $d 1908-2012",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 7,"James Garcia, Walter Gordon, and Al Hooseman, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.|~|Walter Gordon (center) shaking hands with Al Hooseman (right). James (Buddy) Garcia at left.,395|~|YRLSC_gordonphotos_0395,"Al Hooseman was a boxer.|~|Walter L. Gordon, Jr. was an African American attorney in Los Angeles.|~|James ""Buddie"" Garcia was a seniorlaw clerk in the law office of attorney Walter L. Gordon, Jr. before he graduated from Southwestern Law School and opened his own practice.",1940/1949,1940s?,1 photograph : b&w,California--Los Angeles,"""James Garcia, office manager, brief man deluxe."" ""Al Hooseman, prospective heavyweight champ.""",,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pg60,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0396.tif,386,,,,private,,African American lawyers--California--Los Angeles|~|Lawyers $z Illinois $z Chicago,still image,copyrighted,unknown,Black-and-white photographs,"Payne, Aaron|~|Gordon, Walter L., $c Jr., $d 1908-2012",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 7,"Lawyers Aaron Payne (Chicago) and Walter L. Gordon, Jr. in Gordon's office, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Aaron Payne is visiting Walter L. Gordon, Jr. in Gordon's office.|~|Walter L. Gordon's busy legal office was located at 4104 S. Central Ave. in Los Angele",YRLSC_gordonphotos_0396,Chicago attorney Aaron Payne represented heavyweight champion boxer Joe Louis.,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,34.0092507,-118.2564814,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pg7h,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0397.tif,387,,,,private,,African American musicians,still image,copyrighted,unknown,Black-and-white photographs,"Lunceford, Jimmie",,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Merriman, Ted",,,,,,,Collection 1867 Box 2 Folder 7,"Jimmy Lunceford with group of women, Los Angeles 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Jimmy Lunceford is standing in the center. The woman on the far right was identified as boxer Joe Louis' sister. Two sisters of Jow Lewis are identified as Eulala Barrow and Bunis Barrow (a mistake; she was named Vunies; later Vunis High) in the 1930 Census.|~|The woman on the left is identified as ""(Barrow) Joe's Lewis sister"". Two sisters of Jow Lewis are identified as Eulala Barrow and Bunis Barrow (a mistake; she was named Vunies; later Vunis High) in the 1930 Census.",YRLSC_gordonphotos_0397,Jimmy Lunceford was a jazz saxophonist and a bandleader.,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pg81,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0398.tif,388,,,,private,,Secretaries $z California $z Los Angeles|~|African American models|~|African American women teachers $z California $z Los Angeles|~|African American women journalists $z Pennsylvania $z Pittsburgh,still image,copyrighted,unknown,Black-and-white photographs,"Slater, Aurora|~|Fowler, Ellen|~|Gant, Bess M., $d 1896-1962|~|Spaulding, Marva Louis, $d 1915-2000|~|Sissle, Ethel|~|Garcia, Catherine",Events|~|Lifestyle,Parties $z California $z Los Angeles,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 7,"Women at garden party at Noble Sissle's house, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|In the front row, Ethel Sissle is 3rd from the left, Marva Louis is 4th from the left, and Catherine Garcia is 6th from the left. 2nd from the right is Morgan Robinson's daughter (name unknown), and 4th from the right is Bessie M. Gant. The tallest woman in the back row, at the right, is possibly Aurora Slater. At the far left in the 2nd row is Ellen (Bruce) Fowler.|~|In 1946, Noble Sissle lived at 2126 S. Harvard. Blvd. in Los Angeles.|~|Photograph taken at Noble Sissle's house on Juliet Street, while Ethel was married to him.",YRLSC_gordonphotos_0398,"Bessie M. Gant was a columnist from the Pittsburgh Courier.|~|Aurora Slater was a teacher.|~|Ellen (Bruce) Fowler was the wife of Dr. Jeff Fowler.|~|Catherine Garcia, Walter L. Gordon Jr.'s secretary for many years, was politically active and worked to motivate other women to be active in civic organizations.|~|Ethel Sissle (1915-1984) was maried to the band leader Noble Sissle, and later to Walter L. Gordon, Jr.|~|Marva Louis, stenographer and big band singer, married and divorced heavyweight boxing champion Joe Louis twice between 1935 and 1949; during their marriage, she also worked as a model. She married physician Albert Lee Spaulding in 1950.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,34.036510,-118.306523,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pg9j,ark:/21198/zz002311rn,2,Completed,Work,gordo/image/yrlsc_gordonphotos_0399.tif,389,,,,private,,African American physicians--California--Los Angeles|~|African American lawyers--California--Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Shumate, Lincoln. $d 1915-2013|~|Stratton, Omar W., $d 1923-2014|~|Gordon, Walter L., $c Jr., $d 1908-2012|~|Cannady, George E., $d 1913-1968|~|Freeman, Rex",Culture,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 7,"African American professionals, Los Angeles, 1950s",,"Back row: George E. Cannady is 3rd from the left. Walter Gordon, Jr. is 5th from the left. Dr. Lincoln Shumate is 3rd from the right, and Rex Freeman is 2nd from the right. Dr. Stratton is seated, 3rd from the right.|~|All information concerning the content and description of the image was provided by Walter Gordon.",399|~|YRLSC_gordonphotos_0399,"Walter L. Gordon, Jr. was an African American attorney in Los Angeles.|~|Rex Freeman was an attorney.|~|George Cannady had a varied career as a firefighter, real estate agent, and lawyer.|~|Dr. Omar Stratton, a medical doctor, was a fellow of the American College of Obstetricians and Gynecologists and served as Chief of Staff of California Hospital. He was also President of the Sickle Cell Anemia Research Foundation, and a member of the Board of Trustees of Chadwick School. He was also an artist and self-taught musician.|~|Dr. Lincoln Shumate was a prominent Los Angeles medical doctor. He worked as a general practitioner, radiologist and child psychiatrist. He was on staff at Cal. State Univ. Fullerton, Metropolitan State Hospital, UCI Medical Center and Fairview State Hospital as well as maintaining a private practice.",1950/1959,[1950s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pgb2,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,gordo/image/yrlsc_gordonphotos_0400.tif,390,,,,private,,,still image,copyrighted,unknown,Black-and-white photographs,,People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,"Griffin, Earl",,,,,Collection 1867 Box 3 Folder 1,"Earl ""Red"" Griffin, man about town, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,400|~|YRLSC_gordonphotos_0400,"Publicist Earl ""Red"" Griffin was the IFRG's public relations director. He was known for discovering and promoting his eventual wife, LaTanya Griffin.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,
