Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Subject,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Name.repository,Language,Title,Description.abstract,Description.note,Publisher.placeOfOrigin,Date,Source,Relation.isPartOf,Format.dimensions,Date.creation,AltTitle.descriptive,AltTitle.other,Format.extent,Date.normalized,Bucketeer State,IIIF Access URL
Index of Medieval Medical Images,ark:/21198/zz00010c3m,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f578.tif,94,,,,,,,,"Enema|~|Historiated initials - Italy - Bologna - 1300|~|Patients|~|Dragons|~|Roger, de Baron|~|Suppositories",still image,illuminated manuscripts,pd,,,,"Patient requesting clyster, suppository or pessary.","In initial ""C"" of ""Clisteriis"", a patient in pink gown and white head covering looks to r., gestures supplicatingly with both hands. In l. margin, two vine dragons grip the edges of the image in their mouths from above and below.  Adjacent text: Roger de Baron's De medicamentis.","Italy (Bologna?), 1300 (?).|~|Rubricated text immediately preceding image: De clisteriis et suppositoriis.|~|Text to immediate right of image: Clisteriis et subpositoriis et pessariis multum indiget ars medicinale. Clisteriorum ergo quedam sunt molli.|~|Text immediately below image: tiva, quedam mordificatam. Alia consolidativa, alia constrictiva, alia confortativa.",Italy-Bologna,,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 1155 [i.e. fol. 578],"Roger, de Baron. De medicamentis.|~|Alon p. 15.",image 40 x 43 mm.,1300,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010c3m
Index of Medieval Medical Images,ark:/21198/zz00010c44,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f579v.tif,16,,,,,,,,"Grotesques - Italy - Bologna - 1300|~|Physicians|~|Cathartics|~|Historiated initials - Italy - Bologna - 1300|~|Authorial portraits - Italy - Bologna - 1300|~|Dragons|~|Roger, de Baron|~|Drugs|~|Teaching|~|Teachers",still image,illuminated manuscripts,pd,,,,"Authorial portrait, Roger de Baron lecturing on laxatives and opiates while pointing to a cone of pharmaceutical powder.","In initial ""C"" of ""Cum"", half figure of a master (Roger de Baron?) in a red hat (mitre?) and blue ermine-trimmed robe over a red button-sleeved gown faces three-quarters r., holds or points to a red parchment or paper cone of pharmaceutical powders with his l. hand. Figure is very similar to that on f. 582v of this ms. In l. margin, upside-down vine dragon grabs top edge of image with his mouth; below, semi-human grotesque wearing a round red hat, blue and white scarf (?) and a short white tunic reaches up and holds onto border of the ""C"".  Adjacent text: Roger de Baron's De medicamentis.","Italy (Bologna?), 1300 (?).|~|Rubricated text immediately preceding image: Incipit tractatus de medicinis laxativis et oppiatis.|~|Text to immediate right of image: Cum autem medicinalis artis due sint partes, scilicet theoretica et pratica [sic], et credantur esse integrales.|~|Test immediately below image: Cura practicam consistit ...",Italy-Bologna,,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 1158 [i.e. fol. 579v],"Roger, de Baron. De medicamentis.|~|Alon p. 15.",image 30 x 35 mm.,1300,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010c44
Index of Medieval Medical Images,ark:/21198/zz00010c5n,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f582v.tif,15,,,,,,,,"Cross, Sign of the|~|Grotesques - Italy - Bologna - 1300|~|Physicians|~|Historiated initials - Italy - Bologna - 1300|~|Authorial portraits - Italy - Bologna - 1300|~|Roger, de Baron|~|Drugs|~|Shields",still image,illuminated manuscripts,pd,,,,"Authorial portrait, Roger de Baron holding cone of medicinal powder.","In initial ""D"" of ""Dicto"", half figure of a master (Roger de Baron?) in a red hat (mitre?) and a blue ermine-trimmed cloak over a red button-sleeved gown faces three-quarters r. and holds red cone of parchment or paper containing medicinal powder in l. hand. Figure is very similar to that on f. 579v of this ms. In l. margin, avian grotesque with white head, red beak, and red shirt holds a blue shield with a white cross painted on at top and bottom, and a gold bar running diagonally across the middle.  Adjacent text: Roger de Baron's De medicamentis.","Italy (Bologna?), 1300 (?).|~|Rubricated text immediately preceding image: Explicit liber de medicinis. Incipit de opiatis.|~|Text to immediate right of image: Dicto de oppiatis medicinis, dicendum est de oppiatis. Oppiatarum ergo quedam dantur contra frigidas causas quedam.|~|Text immediately below image: contra calidas specialiter. Quedam.|~|Caption: Explicit de medicinis.  Incipit de oppiatis.",Italy-Bologna,,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 1164 [i.e. fol. 582v],"Roger, de Baron. De medicamentis.|~|Alon p. 15.",image 30 x 37,1300,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010c5n
Index of Medieval Medical Images,ark:/21198/zz00010c65,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f586.tif,13,,,,,,,,"Macer, Floridus|~|Grotesques - Italy - Bologna - 1300|~|Birds|~|Physicians|~|Plants, Medicinal|~|Students|~|Historiated initials - Italy - Bologna - 1300|~|Authorial portraits - Italy - Bologna - 1300|~|Teaching|~|Teachers",still image,illuminated manuscripts,pd,,,,"Authorial portrait, Macer Floridus holds plant and lectures to two students, one holding a plant.","In initial ""H"" of ""Herbarum"", a master (Macer Floridus?) wearing red ermine-trimmed cloak over a blue gown and a black hat, with a plant in his l. hand sits on gold pillow and lectures, gesturing with his r. hand.  Facing him are two standing students; the one on the r., wearing a gray gown and white cap, likewise holds a plant in his r. hand. Second student wears green. In l. margin below the image, a semi-human grotesque wearing a short blue cloak and holding a plant looks up at scene. Bird in top margin. Adjacent text: Macer Floridus's De virtutibus herbarum.","Italy (Bologna?), 1300 (?).|~|Rubricated text immediately preceding image: Incipit liber Macri de virtutibus herbarum septuaginta duarum et specierum duodecim. De artemisia que vulgo dicitur matricaria sive daneta.|~|Text to immediate right of image: Herbarum quasdam dicturus carmine vires. Herbarum matrem dedit artemisia nomen.|~|Text immediately below image: Cui Grecus sermo iustum puto ponere primo ...",Italy-Bologna,,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 1171 [i.e. fol. 586],"Macer, Floridus De virtutibus herbarum.|~|Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, pp. 20-21.",image 51 x 62 mm.,1300,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010c65
Index of Medieval Medical Images,ark:/21198/zz00010c7p,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f599.tif,50,,,,,,,,Grotesques - Italy - Bologna - 1300|~|Kings and rulers|~|Birds|~|Precious stones - Therapetic use|~|Crowns|~|Historiated initials - Italy - Bologna - 1300|~|Authorial portraits - Italy - Bologna - 1300|~|Dragons,still image,illuminated manuscripts,pd,,,,"Evax, King of Arabia, holds green stone, converses with courtier.","In initial ""E"" of ""Evax"", a king (Evax?) sits on a blue cushion wearing a golden crown and a green cloak over a red gown. He holds a scepter in his l. hand and a green stone in his r.  A bare-headed man wearing plain blue gown is looking at the stone, gesturing with both hands.  In space between columns to l. of image, a blue bird with white wings sits at top; a vine dragon hangs by its mouth from lower edge of image. Adjacent text: Marbodus's De lapidibus.","Italy (Bologna?), 1300 (?).|~|Rubricated text immediately preceding image: Incipit liber de virtutibus duodecim gemmarum, sive tredecim lapidum.|~|Text to immediate right of image: Evax rex arabum legitur scripsisse Neroni qui post Augustum regnavit in urbe secundus quot species lapidum quia nomina et que colores.",Italy-Bologna,,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 1197 [i.e. fol. 599],"Marbode, Bishop of Rennes, 1035?-1123. De lapidibus.|~|Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, p. 21.",image 31 x 42 mm.,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010c7p
Index of Medieval Medical Images,ark:/21198/zz00010c86,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f602.tif,14,,,,,,,,"Books|~|Grotesques - Italy - Bologna - 1300|~|Birds|~|Platearius, Matthaeus, d. 1161.|~|Physicians|~|Plants, Medicinal|~|Students|~|Historiated initials - Italy - Bologna - 1300|~|Authorial portraits - Italy - Bologna - 1300|~|Dragons|~|Teaching|~|Teachers",still image,illuminated manuscripts,pd,,,,"Authorial portrait, Platearius expounds from a book to two students.","In initial ""C"" of ""Circa"", a master (Platearius), seated on blue cushion wearing a red ermine-trimmed beret and a red robe with embroidered hanging sleeves over a green cowled gown, expounds from a book bound in blue and held in l. hand to two students facing him. He gestures with r. forefinger. Student in foreground, wearing blue gown, gestures toward book with l. hand, extends palm of r. hand, holding plant. Student behind him and slightly to r. wears green. At top of l. margin, a blue bird with white wings and red beak is oriented towards l., looks backwards towards r. Lower, a grotesque with a naked human body and the head of an ape (?) clings to vine. Vine dragon at bottom. Adjacent text: Platearius's De simplicibus.","Italy (Bologna?), 1300 (?).|~|Rubricated text immediately preceding image: Incipit liber Herbolarii.|~|Text to immediate right of image: Circa Instans [in alternating red and blue letters with contrasting background stripes] Negotium in simplicibus medicinis nostrum versatur triumphomicum [sic, i.e. propositum (see Sudhoff)] simplex autem medici.|~|Text immediately below image: na est que talis est qualis a natura producitur ...",Italy-Bologna,,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 1203 [i.e. fol. 602],"Platearius, Matthaeus, d. 1161. Circa instans.|~|Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, p. 21.",image 42 x 47 mm.,1300,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010c86
Index of Medieval Medical Images,ark:/21198/zz00010c9q,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f61.tif,4,,,,,,,,Books|~|Galen|~|Kings and rulers|~|Physicians|~|Authorial portraits - Italy - Bologna - 1300|~|Illustrations - Italy - Bologna - 1300|~|Lightning,still image,illuminated manuscripts,pd,,,,"Authorial portrait, Galen expounds to king or emperor.","In initial ""D"" of ""Dixit"", physician (Galen?), seated on a pink pillow on brown bench, facing r., wearing black hat, blue hood and blue hanging-sleeved gown over red robe talks to a king or emperor who stands facing him wearing red cloak, white fur mantle, gold crown, gestures with open hand.  Between them, a bloody stroke of lightning has come out of a cloud and set on fire a book which is lying at the physician's feet.  Adjacent text: Experimentatio medicinalis, incorrectly attributed to Galen.","Italy (Bologna?), 1300 (?).|~|Rubricated text immediately above image: Liber galieni de medicinis experimentatis qui intitulatur experimentatio medicinalis.|~|Text immediately to the right of image: Dixit Galienus [in alternating red and blue letters with contrasting background stripes] Ignis quod descendit de celo super altarem.|~|Text immediately below image: combuxit libros regum et cum exieret combuxit multos libros plurium medicorum, michi etiam combuxit plurimos libros ...",Italy-Bologna,,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 121 [i.e. fol. 61],"Experimentatio medicinalis|~|Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, p. 7.",50 x 60 mm.,1300,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010c9q
Index of Medieval Medical Images,ark:/21198/zz00010cb7,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f660.tif,36,,,,,,,,Grotesques - Italy - Bologna - 1300|~|Kings and rulers|~|Historiated initials - Italy - Bologna - 1300|~|Falcons|~|Falconry|~|Veterinary teachers,still image,illuminated manuscripts,pd,,,,"Daucus crowned, holding a falcon.","In initial ""D"" of ""Daucus"", a king (Daucus?) wearing a golden crown and a blue ermine-trimmed cloak over a red gown holds a blue sparrow hawk falcon perched on his l. fist, hands it to a servant wearing a green gown. The hawk faces l.  In l. margin, a semi-human grotesque wearing a blue mantle over a red gown looks up at scene and points with r. index finger.  Adjacent text: Daucus's Ysagoge de falconibus.","Italy (Bologna?), 1300 (?).|~|Rubricated text immediately preceding image: Incipiunt Ysagoge Dauci ad Galacianum et ad Otonasium.|~|Text to immediate right of image: Daucus rex stabat in suo palacio et ante eum stabant discipuli sui et tenebant placitum sive raciocina.|~|Text immediately below image: bant de falconibus suis et cogitabat quomodo ipse posset habere sanos falcones suos vel astores vel sparaveros ...",Italy-Bologna,,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 1319 [i.e fol. 660],"Ysagoga Dauci ad Galacianum et Otonasium.|~|Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, p. 22.",image 42 x 42 mm.,1300,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010cb7
Index of Medieval Medical Images,ark:/21198/zz00010ccr,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f665v.tif,80,,,,,,,,Grotesques - Italy - Bologna - 1300|~|Horses|~|Historiated initials - Italy - Bologna - 1300|~|Saddlery|~|Veterinary teachers,still image,illuminated manuscripts,pd,,,,Jordanus Rufus de Calabria holds reins of horse.,"In initial ""C"" of ""Cum"", a teacher (Jordanus Rufus de Calabria?) wearing black cap and a blue button-sleeved gown points with r. hand, and with his l. hand holds the reins of a white horse. Between the master and horse stands a boy in red, looking at master and pointing with r. hand across body at horse. The horse faces l. and wears a black saddle. Behind the horse are two men; the front one in blue points towards the master with r. hand and touches horse's mane with l., and the man behind him and slightly to l. wears red. In l. margin, a semi-human grotesque in red hat (mitre?) and a blue cloak over red button-sleeved gown looks up at scene.  Adjacent text : Jordanus Rufus de Calabria's Veterinary medicine.","Italy (Bologna?), 1300 (?).|~|Text to immediate right of image: Cum inter cetera animalia a summo rerum pontifice [i.e. opifice] evidenter creata usui humani generis immediate sed subiecta nul.|~|Text immediately below image: lum animal sit equo nobilius ...",Italy-Bologna,,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 1330 [i.e. fol. 665v],"Rufus, Jordanus, de Calabria. Liber marescalchiae.|~|Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, p. 23.",image 50 x 45 mm.,1300,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010ccr
Index of Medieval Medical Images,ark:/21198/zz00010cd8,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f71.tif,9,,,,,,,,Physicians|~|Hippocrates|~|Goblets|~|Patients|~|Illustrations - Italy - Bologna - 1300|~|Acute Disease - therapy,still image,illuminated manuscripts,pd,,,,"Authorial portrait, Hippocrates presenting a drink to a patient.","In initial ""Q"" of ""Quia"", physician (Hippocrates?), l., sits on gold pillow, faces r., wearing black beret, white headcovering, light green hooded robe under hanging-sleeved red gown, raises index and little finger of r. hand, l. hand open on knee.  Patient(?), r., facing l. in gray robe and white headcovering, holds up large wide golden goblet with r. hand, mouth open as if to drink.  Adjacent text: Hippocrates' De regimene acutorum.","Italy (Bologna?), 1300 (?).|~|Rubricated text immediately preceding image: Incipit liber ypocratis sapientissimi de regimine acutorum.|~|Text in alternating red and blue letters with contrasting background stripes immediately to the right of image: Quia de aegrotantium.|~|Text just below image: accidentibus in singulis egritudinibus tractantes.",Italy-Bologna,,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 141 [i.e. fol. 71],"Hippocrates. De regimene acutorum.|~|Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, p. 8.",50 x 55 mm.,1300,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010cd8
