Item ARK,Parent ARK,Parent ARK,Object Type,Title,STAGE URL,Thumbnail,File Name,AltTitle.other,Item Sequence,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject,Subject geographic,Subject temporal,viewingHint,IIIF Manifest URL
ark:/21198/z1sx86fp,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1sx86fp,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qv5jxn,0259sa00037_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,17.4 cm x 11.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0259sa00037|~|Collection 0259sa|~|Box 59,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,glamorous representation|~|self-presentation|~|family|~|family ties|~|married couple|~|modern fashion|~|hair style|~|hinduism|~|traditional attire|~|gender norms,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sx86fp/manifest
ark:/21198/z1p57fq8,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1p57fq8,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gf2rvs,0259sa00038_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,12.7 cm x 8.9 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0259sa00038|~|Collection 0259sa|~|Box 62,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,glamorous representation|~|femininity|~|self-presentation|~|modern fashion|~|hair style|~|makeup,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1p57fq8/manifest
ark:/21198/z1jd6q1d,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1jd6q1d,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x18cp,0259sa00039_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,12.7 cm x 8.9 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0259sa00039|~|Collection 0259sa|~|Box 59,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,glamorous representation|~|femininity|~|self-presentation|~|modern fashion|~|hair style|~|makeup,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jd6q1d/manifest
ark:/21198/z1dn5z9p,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1dn5z9p,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zd0178,0259sa00040_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,14.8 cm x 9.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0259sa00040|~|Collection 0259sa|~|Box 59,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,glamorous representation|~|femininity|~|self-presentation|~|modern fashion|~|hair style|~|makeup,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dn5z9p/manifest
ark:/21198/z18w56kb,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z18w56kb,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz775j,0259sa00041_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,14.8 cm x 9.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0259sa00041|~|Collection 0259sa|~|Box 59,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,glamorous representation|~|femininity|~|self-presentation|~|modern fashion|~|hair style|~|makeup|~|soft filter,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18w56kb/manifest
ark:/21198/z1544ftg,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1544ftg,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff5qpz,0259sa00042_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,14.8 cm x 9.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0259sa00042|~|Collection 0259sa|~|Box 59,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,glamorous representation|~|femininity|~|self-presentation|~|modern fashion|~|hair style|~|makeup|~|soft filter,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1544ftg/manifest
ark:/21198/z11g2dhg,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z11g2dhg,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x478r,0259sa00043_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,17.7 cm x 12.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0259sa00043|~|Collection 0259sa|~|Box 59,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,glamorous representation|~|femininity|~|self-presentation|~|modern fashion|~|hair style|~|makeup|~|soft filter,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz11g2dhg/manifest
ark:/21198/z1wq1x16,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1wq1x16,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xd302f,0259sa00044_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,17.7 cm x 12.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0259sa00044|~|Collection 0259sa|~|Box 59,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,glamorous representation|~|femininity|~|self-presentation|~|modern fashion|~|hair style,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wq1x16/manifest
ark:/21198/z1rz159v,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1rz159v,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p00611,0259sa00045_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,17.7 cm x 12.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0259sa00045|~|Collection 0259sa|~|Box 59,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,glamorous representation|~|femininity|~|self-presentation|~|modern fashion|~|hair style,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rz159v/manifest
ark:/21198/z1n60dnb,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1n60dnb,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1df8ph4,0259sa00046_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,12.7 cm x 17.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0259sa00046|~|Collection 0259sa|~|Box 59,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,glamorous representation|~|femininity|~|self-presentation|~|modern fashion|~|hair style,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n60dnb/manifest
ark:/21198/z1hd9nzh,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1hd9nzh,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x764c,0259sa00047_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,17.7 cm x 12.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0259sa00047|~|Collection 0259sa|~|Box 59,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,glamorous representation|~|femininity|~|self-presentation|~|modern fashion|~|hair style,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hd9nzh/manifest
ark:/21198/z1cn8x59,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1cn8x59,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wh4ncf,0259sa00048_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,17.7 cm x 12.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0259sa00048|~|Collection 0259sa|~|Box 59,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,glamorous representation|~|femininity|~|self-presentation|~|modern fashion|~|hair style,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cn8x59/manifest
ark:/21198/z17w85dh,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Group studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z17w85dh,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n034vs,0259sa00049_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,12.7 cm x 17.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0259sa00049|~|Collection 0259sa|~|Box 59,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,youth|~|childhood|~|siblinghood|~|brother|~|sister|~|hair style|~|family|~|family ties,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17w85dh/manifest
ark:/21198/z1476448,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Group studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1476448,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cg1ndr,0259sa00050_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,12.7 cm x 17.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0259sa00050|~|Collection 0259sa|~|Box 59,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,youth|~|childhood|~|siblinghood|~|sisterhood|~|hair style|~|family|~|family ties|~|gender norms|~|gender stereotypes|~|femininity,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1476448/manifest
ark:/21198/z10g5cc3,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z10g5cc3,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13z050j,0259sa00051_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,11.9 cm x 17.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0259sa00051|~|Collection 0259sa|~|Box 59,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|glamorous representation|~|sisterhood|~|friendship|~|modern fashion|~|hair style,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10g5cc3/manifest
ark:/21198/z1vq4vwd,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1vq4vwd,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vh7m72,0259sa00052_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,12.7 cm x 8.9 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0259sa00052|~|Collection 0259sa|~|Box 62,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,glamorous representation|~|femininity|~|self-presentation|~|modern fashion|~|hair style|~|family ties|~|friendship|~|attitudes and poses|~|makeup,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vq4vwd/manifest
ark:/21198/z1qz446x,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1qz446x,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m063rv,0259sa00053_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,8.9 cm x 12.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0259sa00053|~|Collection 0259sa|~|Box 62,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,glamorous representation|~|femininity|~|self-presentation|~|modern fashion|~|hair style|~|family ties|~|friendship|~|makeup,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qz446x/manifest
ark:/21198/z1m63cjd,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1m63cjd,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bg4mcq,0259sa00054_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,14.8 cm x 8.9 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0259sa00054|~|Collection 0259sa|~|Box 59,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,glamorous representation|~|femininity|~|self-presentation|~|modern fashion|~|hair style|~|family ties|~|friendship|~|gender stereotypes,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m63cjd/manifest
ark:/21198/z1gf2ms7,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1gf2ms7,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1321t8d,0259sa00055_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,12.7 cm x 17.7 cm,1 photograph,Gelatin silver negative on cellulose nitrate film,black-and-white photographs,,0259sa00055|~|Collection 0259sa|~|Box 59,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,glamorous representation|~|self-presentation|~|modern fashion|~|hair style|~|family ties|~|friendship|~|motherhood|~|attitudes and poses,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gf2ms7/manifest
ark:/21198/z1bp1w2x,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1bp1w2x,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj0k0w,0259sa00056_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,17.7 cm x 12.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0259sa00056|~|Collection 0259sa|~|Box 59,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,glamorous representation|~|self-presentation|~|modern fashion|~|hair style|~|childhood|~|femininity|~|youth,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bp1w2x/manifest
ark:/21198/z1709tpc,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1709tpc,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k092mg,0259sa00057_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,17.7 cm x 12.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0259sa00057|~|Collection 0259sa|~|Box 59,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,glamorous representation|~|self-presentation|~|modern fashion|~|hair style|~|childhood|~|youth,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1709tpc/manifest
ark:/21198/z13792xk,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z13792xk,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g7k6w,0259sa00058_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,17.8 cm x 11.9 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0259sa00058|~|Collection 0259sa|~|Box 59,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,glamorous representation|~|femininity|~|gender norms|~|role play|~|tradition|~|dancing|~|ballet,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13792xk/manifest
ark:/21198/z1zg8kf9,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1zg8kf9,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1224s3k,0259sa00059_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,9.8 cm x 14.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0259sa00059|~|Collection 0259sa|~|Box 59,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,glamorous representation|~|family|~|family ties|~|childhood|~|attitudes and poses|~|modern fashion|~|hair style|~|gender stereotypes,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zg8kf9/manifest
ark:/21198/z1tq7tsg,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1tq7tsg,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sj3hwj,0259sa00060_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,12 cm x 17.8 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0259sa00060|~|Collection 0259sa|~|Box 59,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,glamorous representation|~|family|~|family ties|~|childhood|~|attitudes and poses|~|modern fashion|~|hair style|~|gender stereotypes,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tq7tsg/manifest
ark:/21198/z1pz732j,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Group studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1pz732j,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j121jj,0259sa00061_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,12.7 cm x 17.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0259sa00061|~|Collection 0259sa|~|Box 59,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,family|~|family ties|~|friendship|~|childhood|~|sister|~|brother|~|siblinghood|~|hair style|~|modern fashion,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pz732j/manifest
ark:/21198/z1k66bb4,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1k66bb4,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18k97fc,0259sa00062_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,12.7 cm x 17.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0259sa00062|~|Collection 0259sa|~|Box 59,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,self-presentation|~|fatherhood|~|childhood|~|family ties|~|hair style|~|modern fashion|~|attitudes and poses,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k66bb4/manifest
ark:/21198/z1ff5kkz,ark:/21198/z1cg1h7v,ark:/21198/z1cg1h7v|~|ark:/21198/z13b7wpn,Work,Group studio portrait,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1ff5kkz,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1127qzs,0259sa00063_DC01-M.tif,,,Studio Sano Collection,,1950-1971,1950/1971,,,,12.7 cm x 17.7 cm,1 photograph,Gelatin silver negative on cellulose acetate film,black-and-white photographs,,0259sa00063|~|Collection 0259sa|~|Box 59,Studio Sano,,,,,Arab Image Foundation,still image,copyrighted,hello@arabimagefoundation.org,,glamorous representation|~|family|~|family ties|~|childhood|~|modern fashion|~|hair style|~|self-presentation,Tehran (Iran)|~|Iran,,individuals,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ff5kkz/manifest
