Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Name.subject,Subject,Name.architect,Language,Name.creator,Name.artist,Name.sculptor,Name.photographer,Name.repository,Relation.isPartOf,Alt ID.local,Title,Description.note,Description.fundingNote,Format.extent,Format.medium,Coverage.geographic,Description.caption,Date.normalized,Date.creation,Coverage.spatialLongitude,Coverage.spatialLatitude,Format.dimensions
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmhdn,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmhdn_2416970_master.tif,200,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_199,Page 182,"Two photographs of Barry Schmidt and campers on Piru Creek.|~|[captions]This photo of Harry Schmitz was snapped by me at Reno, Nev., when we were returning from a trip to Shasta and Modoo Counties,, en route home via Reno and Lake Tahoe. About 1917This photo was taken by me about 1910/15 at our camp on the Piru Creek, on a fishing and hunting expedition. Left to right: Extreme left with back to camera, Al Schmitz; Otto Schmitz holding cup and facing camera; Charlie Stavnow standing; Elmer Cole sitting on rock in front of fire place.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmhxd,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmhxd_2416973_master.tif,201,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_200,Page 183,"Two photographs of campers (H.H. West and Lottie Schmitz) and a group sitting for a meal outside.|~|[captions]A.B. Schmitz, his sister Lottie Schmitz and H.H. West in the Arroyo Seco in 1917.Alhambra Park about 1930. Begining [Beginning] at the left side of the table, this and, Mrs Johnson, Harold Jonhson [Johnson], A. Whitaker, Mr Johnson, Everett Shaw, Zetta Witherby, Hebard West, Eleanor Shaw, Josie Shaw, Wes Witherby, H.H. West, Mertie West, Edith Shaw, Romayne Shaw, Richard Shaw.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmhk7,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmhk7_2416976_master.tif,202,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_201,Page 184,"[captions]Guy and H.H. West Taken in Guy's Auburn on a hunting trip to Chateworth in 1908Guy West and Charlie Barschig of the L.A. Gas and Elec. Co.,Hebard West sleeping outdoors at Big Bear in 1932.|~|Two photographs of West family in car and Hebard West sleeping.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmhrt,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmhrt_2416979_master.tif,203,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",Uclalsc_98_b123_202,Page 185,"Seven photographs of traveling to Huenema, West and Frank surveying their Mackerel catches, two subjects on Big Rock Dam.|~|[captions]Digging worms at Bishop, Calif. Two at left stooping unknown. Standing, A.B. Schmitz, Kneeling in shirt sleeves, Elmer Cole, C.A. Stavnow at left looking on. About 1918Zetta Witherby and Mertie West Camarillo, Calif. June 1925, on way to Hueneme, Calif.Glen Velzy walks out on the walk to the intake valve to the intake valve of the old Chatsworth reservoir. Reservoir entirely dry. 1917Uncle Frank (J.F. Lemberger) and H.H. West go down to Hermosa and take a fishing launch out for mackerel. Taken at rear of my place 1644 Wellington Road in 1918. We had a wonderful fishing trip.May 1936 Al Siemsen, Jock White and H.H. West go to Big Rock Dam for trout. Fished off the rocks. Al Siemsen is on the point. Jock stand at extreme left.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmjwc,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmjwc_2416982_master.tif,204,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_203,Page 186,"The photographs of Mr. and Mrs. West at cemetery, as week as two shots of boy scouts preparing their supplies.|~|[captions]Decorating the graves of Mr and Mrs George M. West at Evergreen cemetery in 1936. L to R: Wilson Darby West, Richard Darwin West, Mrs H.H. West, Eleanor West.Boy Scouts, Troop 76, go to Jackson Lake, Big Pines, winter 1932. Left: Charles Can Horn and his truck who hauled the boys  up. Right: R.R. Latimer, on skates on Jackson lake. Latimer was Chairman of the Committee.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmj61,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmj61_2416985_master.tif,205,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_204,Page 187,"Three photographs of child and woman on boat and the whole group with handwritten note.|~|[captions]When I was living at 1644 Wellington Road, 1917/21 I used to frequently drive to Hermona early in the morning, go out on a boat and do some deep sea fishing. I used to take the children, and Wilf Cline Jr. The above pictures show one of our trip; Wilf is up by the mast with a cap on; Elizabeth West has on the white canvas hat. These two pictures were taken in 1919.[handwritten caption]L-R- Slandurg Forest Whitaker. Ares Shaw, Wes Witherby, Hathe Whitake, Josie Shaw, A Whitaker, Menthe West, Edith Shaw, Agnes Whitaker, Zelta Witherby, Romayne Shaw. In front Elen Whitaker, Everett Shaw, Eleanor Shaw, Guy Whitaker, Shinlezana Shaw, Hebard West.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmj2z,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmj2z_2416988_master.tif,206,,,,,,,,,,,,,,,,,uclalsc_98_b123_204,Page 188,One photograph of a woman with a hat.,,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmj3g,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmj3g_2416991_master.tif,207,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_206,Page 189,"Two photographs of a mother and H.H. West near the creek and with fish.|~|[captions]Convict lake 1916 - Continued of a canyon leading down to the lake, at the far upper end of the lake to keep out of the cold rain, as we were in our shirt sleeves. While sitting there quietly, sage hen after sage hen sailed out of the upper end of the canyon....Mother fell into Convict Creek when getting some water one day. She is pictured as she went about camp waiting for her clothes to dry.Some of the nice sized fish we caught in Convict Creek. H.H. West with Glen's Buick in the back ground.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmjfn,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmjfn_2416994_master.tif,208,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_207,Page 190,"Three photographs of man with trout he caught and , Wet and McClellan families.|~|[captions]Convict lake 1916Charlie Stavnow with the trout.Left to right: Frances West, Ted McClellan, Elizabeth West. And some of our fish.McClellan, Stavnow, Glen and his wife had to return home, leaving us at the lake. I took a shot gun and went back up where Stavnow and I had seen so many sage hen, and secured my limit, which was four per day. I was nearly two hours getting up to where we had seen them, and almost as long coming back, but I got the four sage hen in about half an hour. They were very fine eating.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmjd4,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmjd4_2417021_master.tif,209,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_208,Page 191,"[captions]Convict Lake party 1916.When Dave Smith and myself, with our families, made our first trip through Long Valley in 1913, the Forest Ranger at Mammoth told us the fishing in McGee creek was excellent, but we were short of time and did not even visit Convict Lake, or stop at McGee Creek on that trip...|~|The result of fishing in Convict lake and McGee creek.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmj82,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmj82_2417024_master.tif,210,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_209,Page 192,"Two photographs of woman standing in flat near Convict Lake and men fixing a car near Dove Springs|~|[captions]Out on the flat about two miles from Convict Lake, and about 500 yards from the old log bridge across Convict Creek, on the old road from mammoth to Eaton's Ranch, was a big hole in the prairiemabout [prairie about] 30 feet round, filled with warm water to a depth of about 3 feet, with a clean sandy bottom....This picture was taken at Dov Springs, about half way between Mojave and Freeman, on the old road around through Jawbone Canyon. Red Rock route was not much used in the early days. The Los Angeles aqueduct...",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmjnr,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmjnr_2417027_master.tif,211,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_210,Page 193,"One photograph of Old Stage Station in 1917.|~|[captions]When Harry Schmitz, Wilf Cline Jr., and myself took a six weeks vacation trip through trinity county, Shasta County, Modoo County, and returned to Los Angeles via Reno and Lake Tahoe, we came by Donner Lake on the way from Truckee to Cisco over the summit. Near Donner lake was this old stage station. The photo was taken about 5 p.m. It was a saloon and museum combined. There were several old ox bows lying around, an old wagon wheel, and such relics of the pioneers. About September 5, 1917/",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmjg5,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmjg5_2417030_master.tif,212,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_211,Page 194,"[captions]A fishing trip to Taboose Creak, between Independence and Big Pine 1916.Wilf. Cline kills his first rabbit near Ash Creek 1916Al Schmitz is fishing in Taboose creek from the bridge over the creek, that runs between the bushes. he caught fish right from the road.Al Schmitz as cook at Taboose Creek.Wilfrid Cline, Jr, and Charles Stavnow at Taboose Creek 1916.|~|Four photographs of setting up camp near Ash Creek1916.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmjb3,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmjb3_2417033_master.tif,213,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_212,Page 195,"Two photographs of camp at Taboose Creek.|~|[captions]Taboose Creek fishing trip in 1918.Left to right: Al Schmitz, Charles Stavnow; Elmer Cole. My Cadillac in rear.Our camp at Taboose Creek 1916, with my Cadillac in rear. L to R Elmer Cole; A.B, Schmitz.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmjp8,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmjp8_2417036_master.tif,214,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_213,Page 196,"[captions]Near the headwaters of Cottonwood Creek.Camp of Dave F. Smith and H.H. West at Cottonwood Creek in 1913. L to R. Mrs H.H. West, Mrs Dave Smith; Dave's EMF in the background.H.H. West and a nice mess of Golden Trout from G Cottonwood Creek near the camp. 1913|~|Three photographs of landscape around Cottonwood Creek and campers of West and David family.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmjhp,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmjhp_2417039_master.tif,215,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_214,Page 197,"[captions]Fishing and hunting trip to Trinity County, 1917. H.H. West, Wilfrid Cline, Jr., Harry Schmitz.My Buick and Harry Schmitz, on the road from Redding to Trinity Center.Ade Bystle's Ford and the Buick on the Trinity Mountain grade.Bystle had continual tire trouble. he and Wilf Cline are adjusting the foot pump hose, and Harry Schmitz is going to pump the tire up.Our bed on Eagle Creek a few miles beyond Trinity Center, where it empties into the Trinity River. Wilf Cline is just getting up.|~|Various shots of men working on their cars and encampment near Eagle Creek.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmjm7,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmjm7_2417042_master.tif,216,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_215,Page 198,"Church pamphlet from 1939.|~|[title of church pamphlet]Sunday, May 14, 1939Morning Service, 10:45",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmjvv,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmjvv_2417045_master.tif,217,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_216,Page 199,"Photographs of lake at Mammoth, camp at Convict Creek, and Wilfrid Cline, Jr.|~|[handwritten captions]1052 - Lake George, mammoth Lakes, Cal. WillardCameraman for Technicolor photographs. Gone with the wind 1939.[captions]The lakes above Mammoth.Our camp at Convict Creek in 1916. Years later when I visited there I found the big pine tree in the background had the roots washed out by Convict Creek and the tree had fallen across the creek.Wilfrid Cline, Jr. taken on the beach below Laguna in 1920.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmj9k,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmj9k_2417048_master.tif,218,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_217,Page 200,"[captions]Edward Sternberg cooking at Convict Lake August 1920. Ed was a friend of Harry Schmitz. Harry had bought a new Buick car and planned a trip to Mammoth, Silver Lake, Lake Tahoe, etc, and arranged to go with Ed Sternberg, who had been running a restaurant in Los Angeles, and who was moving up near Reno, Nevada. Ed had....In August 1927, Forrest Whitaker and Agnes, his wife; Romayne Shaw and Edith, his wife: H.H. West and Mortie, his wife; Hebard West and Abraham Whitaker went to Convict Lake for a vacation. The photo on left shows our camp on Convict Creek just below the lake. We built quite a kitchen under the trees, as may be seen|~|Four photographs of setting up camp around Convict Lake.",,,,,,,,,,
"West (H. H.), Collection Number 1998",ark:/21198/zz002kmjst,ark:/21198/zz002kkz4b,2,Completed,Page,hhwest/image/srgb/21198-zz002kmjst_2417051_master.tif,219,,,,,,,,,,,,,,,,"H. H. West Photographic Collection (Collection 98). UCLA Library Special Collections, Charles E. Young Research Library.",uclalsc_98_b123_218,Page 201,"[captions]Convict Creek camp August 1927.L to R: Edith Shaw, Forrest Whitaker and Agnes Whitaker.Getting breakfast August 23, 1927. L to R: Edith Shaw; Mortie West Agnes Whitaker.Forrest Whitaker digging fish worms under the trees.Abe Whitaker in Camp Aug. 22, 1927 at Convict Creek.|~|Four photographs of campers setting up tables and preparing encampment for breakfast.",,,,,,,,,,
