Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Name.creator,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Coverage.geographic,Name.subject,Name.contributor,Subject,Rights.countryCreation,Rights.rightsHolderContact,Language,AltTitle.uniform,Name.architect,Name.photographer,AltTitle.other,Name.repository,Relation.isPartOf,Format.dimensions,Alt ID.local,Rights.statementLocal,Description.note,Title,Date.creation,Format.extent,Date.normalized,Format.medium,Publisher.placeOfOrigin,Publisher.publisherName,Description.abstract,Opac url,Finding Aid URL
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0025553c,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,California,,,Architecture--California--20th century,,,eng,"Construction reference files (1946-1967)|~|Mill Creek Summit Maintenance Yard (Mill Creek, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(19)_035|~|c1179_b306_f(19)_036|~|c1179_b306_f(19)_037|~|c1179_b306_f(19)_038|~|c1179_b306_f(19)_039|~|c1179_b306_f(19)_040|~|c1179_b306_f(19)_041|~|c1179_b306_f(19)_042|~|c1179_b306_f(19)_034,,"Folder 19 of the Construction reference files contains an elaborate specification dummy for the Mill Creek project, which Richard J. Neutra completed in 1949 for the Road Department of the County of Los Angeles. This section contains specifications of Division E: rough and finished carpentry, insulation, and millwork.","Specification dummy for Mill Creek Summit Maintenance Yard, 1947-1949, 05 of 30",Between 1947 and 1949,9 p.,1947/1949,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002555fj,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,California,,,Architecture--California--20th century,,,eng,"Construction reference files (1946-1967)|~|Mill Creek Summit Maintenance Yard (Mill Creek, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(19)_045|~|c1179_b306_f(19)_048|~|c1179_b306_f(19)_053|~|c1179_b306_f(19)_043|~|c1179_b306_f(19)_044|~|c1179_b306_f(19)_047|~|c1179_b306_f(19)_052|~|c1179_b306_f(19)_049|~|c1179_b306_f(19)_046|~|c1179_b306_f(19)_051|~|c1179_b306_f(19)_050,,"Folder 19 of the Construction reference files contains an elaborate specification dummy for the Mill Creek project, which Richard J. Neutra completed in 1949 for the Road Department of the County of Los Angeles. This section continues with the specifications of Division E: rough and finished carpentry, insulation, and millwork","Specification dummy for Mill Creek Summit Maintenance Yard, 1947-1949, 06 of 30",Between 1947 and 1949,12 p.,1947/1949,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002555w8,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,California,,,Architecture--California--20th century,,,eng,"Construction reference files (1946-1967)|~|Mill Creek Summit Maintenance Yard (Mill Creek, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(19)_059|~|c1179_b306_f(19)_064|~|c1179_b306_f(19)_058|~|c1179_b306_f(19)_063|~|c1179_b306_f(19)_056|~|c1179_b306_f(19)_061|~|c1179_b306_f(19)_055|~|c1179_b306_f(19)_060|~|c1179_b306_f(19)_057|~|c1179_b306_f(19)_062,,"Folder 19 of the Construction reference files contains an elaborate specification dummy for the Mill Creek project, which Richard J. Neutra completed in 1949 for the Road Department of the County of Los Angeles. This section contains specifications of Division F (miscellaneous metal), Division G (metal toilet partitions), and Division H (sheet metal).","Specification dummy for Mill Creek Summit Maintenance Yard, 1947-1949, 07 of 30",Between 1947 and 1949,10 p.,1947/1949,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002556f1,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,California,,,Architecture--California--20th century,,,eng,"Construction reference files (1946-1967)|~|Mill Creek Summit Maintenance Yard (Mill Creek, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(19)_067|~|c1179_b306_f(19)_070|~|c1179_b306_f(19)_068|~|c1179_b306_f(19)_071|~|c1179_b306_f(19)_069|~|c1179_b306_f(19)_072|~|c1179_b306_f(19)_065|~|c1179_b306_f(19)_066,,"Folder 19 of the Construction reference files contains an elaborate specification dummy for the Mill Creek project, which Richard J. Neutra completed in 1949 for the Road Department of the County of Los Angeles. This section contains specifications of Division I, roofing. Included are details of scope, materials, application, tests, and inspection.","Specification dummy for Mill Creek Summit Maintenance Yard, 1947-1949, 08 of 30",Between 1947 and 1949,8 p.,1947/1949,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz002559nk,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,California,,,Architecture--California--20th century,,,eng,"Construction reference files (1946-1967)|~|Mill Creek Summit Maintenance Yard (Mill Creek, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(19)_081|~|c1179_b306_f(19)_075|~|c1179_b306_f(19)_080|~|c1179_b306_f(19)_073|~|c1179_b306_f(19)_077|~|c1179_b306_f(19)_078|~|c1179_b306_f(19)_076|~|c1179_b306_f(19)_074|~|c1179_b306_f(19)_079,,"Folder 19 of the Construction reference files contains an elaborate specification dummy for the Mill Creek project, which Richard J. Neutra completed in 1949 for the Road Department of the County of Los Angeles. This section contains specifications of Division J (glass and glazing) and Division K (painting). Included are details of scope, materials, labor, and equipment.","Specification dummy for Mill Creek Summit Maintenance Yard, 1947-1949, 09 of 30",Between 1947 and 1949,9 p.,1947/1949,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00255c17,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,California,,,Architecture--California--20th century,,,eng,"Construction reference files (1946-1967)|~|Mill Creek Summit Maintenance Yard (Mill Creek, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(19)_082|~|c1179_b306_f(19)_083|~|c1179_b306_f(19)_085|~|c1179_b306_f(19)_087|~|c1179_b306_f(19)_086|~|c1179_b306_f(19)_088|~|c1179_b306_f(19)_084,,"Folder 19 of the Construction reference files contains an elaborate specification dummy for the Mill Creek project, which Richard J. Neutra completed in 1949 for the Road Department of the County of Los Angeles. This section concludes the specifications of Division K (painting), with details of scope, materials, and labor.","Specification dummy for Mill Creek Summit Maintenance Yard, 1947-1949, 10 of 30",Between 1947 and 1949,7 p.,1947/1949,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00255d06,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,California,,,Architecture--California--20th century,,,eng,"Construction reference files (1946-1967)|~|Mill Creek Summit Maintenance Yard (Mill Creek, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(19)_090|~|c1179_b306_f(19)_095|~|c1179_b306_f(19)_089|~|c1179_b306_f(19)_092|~|c1179_b306_f(19)_097|~|c1179_b306_f(19)_091|~|c1179_b306_f(19)_093|~|c1179_b306_f(19)_096|~|c1179_b306_f(19)_094,,"Folder 19 of the Construction reference files contains an elaborate specification dummy for the Mill Creek project, which Richard J. Neutra completed in 1949 for the Road Department of the County of Los Angeles. This section contains specifications of Division L (finish hardware). Included are details of scope, installation, materials, finish, keys and keying, packing and marking, manufacturers' hardware schedule, and doors.","Specification dummy for Mill Creek Summit Maintenance Yard, 1947-1949, 11 of 30",Between 1947 and 1949,9 p.,1947/1949,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00255ffd,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,California,,,Architecture--California--20th century,,,eng,"Construction reference files (1946-1967)|~|Mill Creek Summit Maintenance Yard (Mill Creek, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(19)_098|~|c1179_b306_f(19)_102|~|c1179_b306_f(19)_101|~|c1179_b306_f(19)_099|~|c1179_b306_f(19)_100|~|c1179_b306_f(19)_103|~|c1179_b306_f(19)_104|~|c1179_b306_f(19)_105,,"Folder 19 of the Construction reference files contains an elaborate specification dummy for the Mill Creek project, which Richard J. Neutra completed in 1949 for the Road Department of the County of Los Angeles. This section concludes specifications of Division L (finish hardware) and contains specifications of Division M (asphalt tile). Includes details of scope, materials, workmanship, and cleaning and buffing.","Specification dummy for Mill Creek Summit Maintenance Yard, 1947-1949, 12 of 30",Between 1947 and 1949,8 p.,1947/1949,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00255gs2,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,California,,,Architecture--California--20th century,,,eng,"Construction reference files (1946-1967)|~|Mill Creek Summit Maintenance Yard (Mill Creek, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(19)_109|~|c1179_b306_f(19)_111|~|c1179_b306_f(19)_110|~|c1179_b306_f(19)_107|~|c1179_b306_f(19)_113|~|c1179_b306_f(19)_106|~|c1179_b306_f(19)_112|~|c1179_b306_f(19)_108|~|c1179_b306_f(19)_114,,"Folder 19 of the Construction reference files contains an elaborate specification dummy for the Mill Creek project, which Richard J. Neutra completed in 1949 for the Road Department of the County of Los Angeles. This section contains specifications of Division N (plumbing and heating). Includes details of scope, description of systems, sizes and capacities, drawings, and fixtures.","Specification dummy for Mill Creek Summit Maintenance Yard, 1947-1949, 13 of 30",Between 1947 and 1949,9 p.,1947/1949,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00255hgw,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,California,,,Architecture--California--20th century,,,eng,"Construction reference files (1946-1967)|~|Mill Creek Summit Maintenance Yard (Mill Creek, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,,,"Folder 19 of the Construction reference files contains an elaborate specification dummy for the Mill Creek project, which Richard J. Neutra completed in 1949 for the Road Department of the County of Los Angeles. This section continues the specifications of Division N (plumbing and heating). Includes details of fixtures and equipment, such as storage tanks, motors, and electrical controls.","Specification dummy for Mill Creek Summit Maintenance Yard, 1947-1949, 14 of 30",Between 1947 and 1949,9 p.,1947/1949,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00255jhw,ark:/21198/zz0008b9tw,4,Derived,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,private,,specifications,,,California,,,Architecture--California--20th century,,,eng,"Construction reference files (1946-1967)|~|Mill Creek Summit Maintenance Yard (Mill Creek, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(19)_126|~|c1179_b306_f(19)_125|~|c1179_b306_f(19)_128|~|c1179_b306_f(19)_124|~|c1179_b306_f(19)_131|~|c1179_b306_f(19)_132|~|c1179_b306_f(19)_127|~|c1179_b306_f(19)_129|~|c1179_b306_f(19)_130,,"Folder 19 of the Construction reference files contains an elaborate specification dummy for the Mill Creek project, which Richard J. Neutra completed in 1949 for the Road Department of the County of Los Angeles. This section continues the specifications of Division N (plumbing and heating). Includes details of valves, piping, and fittings.","Specification dummy for Mill Creek Summit Maintenance Yard, 1947-1949, 15 of 30",Between 1947 and 1949,9 p.,1947/1949,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00255m1m,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,California,,,Architecture--California--20th century,,,eng,"Construction reference files (1946-1967)|~|Mill Creek Summit Maintenance Yard (Mill Creek, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(19)_133|~|c1179_b306_f(19)_137|~|c1179_b306_f(19)_138|~|c1179_b306_f(19)_142|~|c1179_b306_f(19)_143|~|c1179_b306_f(19)_134|~|c1179_b306_f(19)_139|~|c1179_b306_f(19)_144|~|c1179_b306_f(19)_135|~|c1179_b306_f(19)_140|~|c1179_b306_f(19)_136|~|c1179_b306_f(19)_141,,"Folder 19 of the Construction reference files contains an elaborate specification dummy for the Mill Creek project, which Richard J. Neutra completed in 1949 for the Road Department of the County of Los Angeles. This section concludes the specifications of Division N (plumbing and heating) and details installation, attachments and supports, testing, cleaning, and finishing.","Specification dummy for Mill Creek Summit Maintenance Yard, 1947-1949, 16 of 30",Between 1947 and 1949,12 p.,1947/1949,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00255mgb,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,California,,,Architecture--California--20th century,,,eng,"Construction reference files (1946-1967)|~|Mill Creek Summit Maintenance Yard (Mill Creek, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(19)_145|~|c1179_b306_f(19)_146|~|c1179_b306_f(19)_150|~|c1179_b306_f(19)_151|~|c1179_b306_f(19)_154|~|c1179_b306_f(19)_147|~|c1179_b306_f(19)_148|~|c1179_b306_f(19)_153|~|c1179_b306_f(19)_149|~|c1179_b306_f(19)_152,,"Folder 19 of the Construction reference files contains an elaborate specification dummy for the Mill Creek project, which Richard J. Neutra completed in 1949 for the Road Department of the County of Los Angeles. This section contains specifications of Division O (electrical work and fixtures). Includes details of scope, permits and inspections, and drawings.","Specification dummy for Mill Creek Summit Maintenance Yard, 1947-1949, 17 of 30",Between 1947 and 1949,9 p.,1947/1949,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00255mth,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,California,,,Architecture--California--20th century,,,eng,"Construction reference files (1946-1967)|~|Mill Creek Summit Maintenance Yard (Mill Creek, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(19)_154|~|c1179_b306_f(19)_159|~|c1179_b306_f(19)_158|~|c1179_b306_f(19)_155|~|c1179_b306_f(19)_160|~|c1179_b306_f(19)_157|~|c1179_b306_f(19)_162|~|c1179_b306_f(19)_156|~|c1179_b306_f(19)_161,,"Folder 19 of the Construction reference files contains an elaborate specification dummy for the Mill Creek project, which Richard J. Neutra completed in 1949 for the Road Department of the County of Los Angeles. This section continues specifications of Division O (electrical work and fixtures). Includes details of materials, labor, tests, and drawings.","Specification dummy for Mill Creek Summit Maintenance Yard, 1947-1949, 18 of 30",Between 1947 and 1949,9 p.,1947/1949,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00255n55,ark:/21198/zz0008b9tw,2,Completed,Work,,,,,,"Neutra, Richard Joseph, $d 1892-1970",text,paged,,,,specifications,,,California,,,Architecture--California--20th century,,,eng,"Construction reference files (1946-1967)|~|Mill Creek Summit Maintenance Yard (Mill Creek, Calif.)",,,,,"Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,c1179_b306_f(19)_164|~|c1179_b306_f(19)_166|~|c1179_b306_f(19)_171|~|c1179_b306_f(19)_169|~|c1179_b306_f(19)_168|~|c1179_b306_f(19)_165|~|c1179_b306_f(19)_163|~|c1179_b306_f(19)_167|~|c1179_b306_f(19)_170,,"Folder 19 of the Construction reference files contains an elaborate specification dummy for the Mill Creek project, which Richard J. Neutra completed in 1949 for the Road Department of the County of Los Angeles. This section concludes specifications of Division O (electrical work and fixtures). Includes details of electrical systems.","Specification dummy for Mill Creek Summit Maintenance Yard, 1947-1949, 19 of 30",Between 1947 and 1949,9 p.,1947/1949,typescript on paper,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=2470343,http://www.oac.cdlib.org/findaid/ark:/13030/tf7d5nb4js
