"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.publicationStatus","Subject","Rights.servicesContact","Language","Name.artist","Name.repository","Relation.isPartOf","Name.creator","Coverage.geographic","Author","Relation.rectoVerso","Relation.pageNumber","Title","Alt ID.local","Description.adminnote","Description.note","Format.dimensions","AltTitle.firstLine","Description.caption","AltTitle.descriptive","Format.medium","Format.extent","Place of origin","Date.normalized","Date.creation","Description.abstract","Description.tableOfContents","AltTitle.uniform","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1bvw","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1bvw_756263_master.tif","314","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 572","","","","","Chapter the Fourth","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1bvw",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1bwd","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1bwd_756272_master.tif","315","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 574","","","","","of an Alkali to form a given compound","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1bwd",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1bxx","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1bxx_756278_master.tif","316","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 576","","","","","is very mild, the change of color which","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1bxx",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1bzf","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1bzf_756281_master.tif","317","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 577","","","contains an illustrated table of neutral salts","","","","A Table of Neutral Salts","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1bzf",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1c0f","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1c0f_756284_master.tif","318","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 578","","","","","to resemble one another in many particles","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1c0f",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1c1z","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1c1z_756290_master.tif","319","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 580","","","","",":traction you see by this table that if we","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1c1z",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1c2g","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1c2g_756296_master.tif","320","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 582","","","","","as a question of the greatest instance","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1c2g",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1c30","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1c30_756301_master.tif","321","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 584","","","","","is easily formed with crystals which have","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1c30",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1c4h","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1c4h_756305_master.tif","322","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 586","","","","","in the art of war in forming gunpowder","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1c4h",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1c51","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1c51_756311_master.tif","323","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 588","","","","","if we add charcoal till all the Detona:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1c51",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1c6j","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1c6j_756314_master.tif","324","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 590","","","","","most violent noise, this is owing to","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1c6j",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1c72","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1c72_756369_master.tif","325","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 592","","","","","with Sand to keep in the heat and","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1c72",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1ck7","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1ck7_756408_master.tif","326","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 594","","","","","cheaper or they put water in the Receiver","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1ck7",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1cmr","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1cmr_756422_master.tif","327","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 596","","","","","but the flame and heat would be so","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1cmr",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1cn8","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1cn8_756442_master.tif","328","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 598","","","","","exposure to the heat - at the end of the","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1cn8",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1cps","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1cps_756450_master.tif","329","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 600","","","","","in Europe but in greater quantities in","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1cps",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1cq9","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1cq9_756456_master.tif","330","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 602","","","","","should be stirred altogether whenever it...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1cq9",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1crt","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1crt_756465_master.tif","331","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 604","","","","","a pyramidial form and they cover it...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1crt",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1ctv","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1ctv_756472_master.tif","332","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 606","","","","","they have formed it in Wells yet it","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1ctv",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1fk6","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1fk6_756480_master.tif","333","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 608","","","","","of nitro in medicine and in the extrac:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1fk6",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1fn7","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1fn7_756484_master.tif","334","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 610","","","","","We must now turn our attention to","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1fn7",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1fpr","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1fpr_756492_master.tif","335","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 612","","","","","Of Common Salt","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1fpr",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1fq8","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1fq8_756499_master.tif","336","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 614","","","","","combination takes place between the","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1fq8",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1frs","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1frs_756504_master.tif","337","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 616","","","","","Salt in the interior parts of the Island","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1frs",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1fvb","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1fvb_756510_master.tif","338","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 618","","","","","by Nature - It is found in deep and","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1fvb",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1fwv","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1fwv_756522_master.tif","339","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 620","","","","","thousand years - Some of these Salt Rocks","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1fwv",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1fzw","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1fzw_756536_master.tif","340","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 622","","","","",":ers and rains, which under the water...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1fzw",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1g0w","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1g0w_756544_master.tif","341","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 624","","","","","into the Atlantic at the bottom","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1g0w",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1g1d","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1g1d_756553_master.tif","342","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 626","","","","","again dried up it leaves the Salt crystalized,","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1g1d",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1g3f","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1g3f_756561_master.tif","343","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 628","","","","","more artificial as the Salt marshes of","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1g3f",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1g4z","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1g4z_756569_master.tif","344","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 630","","","","","a gradual and slow motion through","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1g4z",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1g5g","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1g5g_756581_master.tif","345","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 632","","","","","to this first division must have a con:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1g5g",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1g60","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1g60_756592_master.tif","346","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 634","","","","","Salt there is deposited from the Sea wa:","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1g60",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1g7h","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1g7h_756641_master.tif","347","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 636","","","","","is a proof of the theory of latent heat...","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1g7h",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001d1g9j","ark:/21198/zz0019rp5j","2","Completed","Page","boundman170/masters/21198-zz001d1g9j_756651_master.tif","348","","","","","","","text","","","","","","","","","","Edgeworth, Lovell, 1775-1842","","","","","Page 638","","","","","its name from the Temple of Jupiter","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d1g9j",""
