"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","viewingHint","Text direction","Visibility","IIIF Range","Subject","Name.subject","Name.author","Name.creator","Name.recipient","Name.correspondent","Name.repository","AltIdentifier.local","Title","Date.creation","Date.normalized","Format.extent","Description.note","Language.text","Description.abstract"
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk134","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk134-1-master.tif","141","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/146","Page 144","1819","1819","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk14n","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk14n-1-master.tif","142","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/147","Page 145","1818-1819","1818/1819","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk155","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk155-1-master.tif","143","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/148","Page 146","1818","1818","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk16p","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk16p-1-master.tif","144","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/149","Page 147","1817-1818","1817/1818","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk176","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk176-1-master.tif","145","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/150","Page 148","1817","1817","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk18q","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk18q-1-master.tif","146","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/151","Page 149","1816-1817","1816/1817","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk197","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk197-1-master.tif","147","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/152","Page 150","1816","1816","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk1br","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk1br-1-master.tif","148","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/153","Page 151","1815-1816","1815/1816","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk1c8","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk1c8-1-master.tif","149","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/154","Page 152","1815","1815","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000bk1ds","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000bk1ds-1-master.tif","150","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/155","Page 153","1814-1815","1814/1815","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3xtr","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3xtr-1-master.tif","151","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/156","Page 154","1814-1818","1814/1818","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3xv8","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3xv8-1-master.tif","152","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/157","Page 155","1814","1814","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3xws","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3xws-1-master.tif","153","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/158","Page 156","1813-1814","1813/1814","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3xx9","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3xx9-1-master.tif","154","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/159","Page 157","1813","1813","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3xzt","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3xzt-1-master.tif","155","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/160","Page 158","1812-1813","1812/1813","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3z0t","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3z0t-1-master.tif","156","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/161","Page 159","1812","1812","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3z1b","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3z1b-1-master.tif","157","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/162","Page 160","1811-1812","1811/1812","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3z2v","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3z2v-1-master.tif","158","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/163","Page 161","1811","1811","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3z3c","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3z3c-1-master.tif","159","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/164","Page 162","1810-1811","1810/1811","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3z4w","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3z4w-1-master.tif","160","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/165","Page 163","1810","1810","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3z5d","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3z5d-1-master.tif","161","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/166","Page 164","1809-1810","1809/1810","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3z6x","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3z6x-1-master.tif","162","","","","","","","","Accounts|~|Account books|~|Flax|~|Purchasing","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/167","Page 165","1806","1806","1 Double Page","Accounts of flax bought.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3z7f","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3z7f-1-master.tif","163","","","","","","","","Accounts|~|Account books|~|Flax|~|Purchasing","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/168","Page 166","1806","1806","1 Double Page","Accounts of flax bought.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3z8z","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3z8z-1-master.tif","164","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/169","Page 167","1808-1809","1808/1809","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3z9g","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3z9g-1-master.tif","165","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/170","Page 168","1808","1808","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3zb0","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3zb0-1-master.tif","166","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/171","Page 169","1807-1808","1807/1808","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3zch","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3zch-1-master.tif","167","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/172","Page 170","1807","1807","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3zd1","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3zd1-1-master.tif","168","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/173","Page 171","1806-1807","1806/1807","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3zfj","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3zfj-1-master.tif","169","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/174","Page 172","1804-1806","1804/1806","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3zg2","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3zg2-1-master.tif","170","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/175","Page 173","1806-1810","1806/1810","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3zhk","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3zhk-1-master.tif","171","","","","","","","","Accounts|~|Account books|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/176","Page 174","1811-1814","1811/1814","1 Double Page","Flax account.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3zj3","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3zj3-1-master.tif","172","","","","","","","","Accounts|~|Account books|~|Flax|~|Purchasing","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/177","Page 175","1804-1807","1804/1807","1 Double Page","Account of flax bought.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3zkm","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3zkm-1-master.tif","173","","","","","","","","Accounts|~|Account books|~|Flax|~|Purchasing","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/178","Page 176","1804-1805","1804/1805","1 Double Page","Account of flax bought.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3zm4","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3zm4-1-master.tif","174","","","","","","","","Accounts|~|Account books|~|Flax|~|Purchasing","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/179","Page 177","1804-1805","1804/1805","1 Double Page","Account of flax bought.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3znn","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3znn-1-master.tif","175","","","","","","","","Accounts|~|Account books|~|Flax|~|Purchasing","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/180","Page 178","1804-1805","1804/1805","1 Double Page","Account of flax bought.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3zp5","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3zp5-1-master.tif","176","","","","","","","","Accounts|~|Account books|~|Flax|~|Purchasing","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/181","Page 179","1804-1805","1804/1805","1 Double Page","Account of flax bought.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3zqp","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3zqp-1-master.tif","177","","","","","","","","Accounts|~|Account books|~|Flax|~|Purchasing","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/182","Page 180","1805-1806","1805/1806","1 Double Page","Account of flax bought.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3zr6","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3zr6-1-master.tif","178","","","","","","","","Accounts|~|Account books|~|Flax|~|Purchasing","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/183","Page 181","1804","1804","1 Double Page","Account of flax bought.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3zsq","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3zsq-1-master.tif","179","","","","","","","","Accounts|~|Account books|~|Flax|~|Purchasing","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/184","Page 182","1804","1804","1 Double Page","Account of flax bought.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3zt7","ark:/21198/zz0009cfgh","2","Completed","ChildWork","marshall/masters/21198-zz000j3zt7-1-master.tif","180","","","","","","","","Accounts|~|Account books|~|Flax|~|Purchasing","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/4/185","Page 183","1804","1804","1 Double Page","Account of flax bought.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3zvr","ark:/21198/zz0009cf29","2","Completed","ChildWork","marshall/masters/21198-zz000j3zvr-1-master.tif","1","","","","","","","","Spinning|~|General Statements|~|Accounts|~|Flax","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/5","Calculations from General Statement","1804-1836","1804/1836","1 Page","The item appears to be a copy of accounts from 'General Statement'. It has account details from the spinning and flax accounts. The item may have been created as evidence for the Kay's patent case.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3zw8","ark:/21198/zz0009cf8d","2","Completed","ChildWork","marshall/masters/21198-zz000j3zw8-1-master.tif","1","","","","","","","","Accounts|~|Account books|~|Inventories|~|Stock |~|Machinery","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/6/1","Index Page and Page 1","1806","1806","1 Double Page","Index and a list of machinery.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3zxs","ark:/21198/zz0009cf8d","2","Completed","ChildWork","marshall/masters/21198-zz000j3zxs-1-master.tif","2","","","","","","","","Accounts|~|Account books|~|Inventories|~|Stock |~|Machinery","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/6/2","Pages 2 and 3","1807","1807","1 Double Page","List of machinery.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j3zz9","ark:/21198/zz0009cf8d","2","Completed","ChildWork","marshall/masters/21198-zz000j3zz9-1-master.tif","3","","","","","","","","Accounts|~|Account books|~|Inventories|~|Stock |~|Machinery","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/6/3","Pages 4 and 5","1808","1808","1 Double Page","List of machinery.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j400r","ark:/21198/zz0009cf8d","2","Completed","ChildWork","marshall/masters/21198-zz000j400r-1-master.tif","5","","","","","","","","Accounts|~|Account books|~|Inventories|~|Stock |~|Machinery","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/6/5","Pages 8 and 9","1811","1811","1 Double Page","List of machinery.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j4018","ark:/21198/zz0009cf8d","2","Completed","ChildWork","marshall/masters/21198-zz000j4018-1-master.tif","4","","","","","","","","Accounts|~|Account books|~|Inventories|~|Stock |~|Machinery","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/6/4","Pages 6 and 7","1808-1810","1808/1810","1 Double Page","List of machinery.","",""
"Marshall and Co., Leeds, Papers","ark:/21198/zz000j402s","ark:/21198/zz0009cf8d","2","Completed","ChildWork","marshall/masters/21198-zz000j402s-1-master.tif","6","","","","","","","","Accounts|~|Account books|~|Inventories|~|Stock |~|Debts ","","","Marshall & Company, Leeds, Eng. ","","","","MS 200/1/6/6","Pages 10 and 11","1812","1812","1 Double Page","List of stock.","",""
