Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Rights.copyrightStatus,Subject,Type.genre,Name.repository,Name.author,Name.attributedTo,Name.translator,Name.commentator,Name.scribe,Name.creator,Name.compiler,Name.annotator,Language.language,Language.script,Name.calligrapher,Alternate Identifier.local,Title,Relation.rectoVerso,Source,Date.creation,Format.dimensions,Relation.textDirection,Alternate Title.other,Description.abstract,Description.microfilm,Description.citation,Alternate Title.scriptArab,Description.physical,Date.normalized,Description.note,Format.extent,Relation,Description.stamp,Relation.citation,Alternate Title.spine,Description.marks,Description.colophon,thumbnailImageName,masterImageName
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000swcnn,ark:/21198/zz000swckm,7,Needs Review,ChildWork,,,,,pd,Ethics|~|Conduct of life,,,"Buzurgmihr Bakhtagān, $d 6th cent.",,,,,,,,,,,1051_005,Ẓafar'nāmah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, 1501",A.H. 1112,,,,A work attributed to a legendary minister of Ḵh̲usraw I Anūs̲h̲a rawān in the 6th C. CE.,,"Muḥammad Taqī Dānish-pazhūh, Fihrist-i Nushahhā-yi khaṭṭī, daftar 11 & 12 (Ṭihrān: Intishārāt-i Dānishgāh-i Ṭihrān, 1983), p. 708.",ظفر نامه|~|Pīrūzīh'nāmah,,1700,,74-85,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000swcvr,ark:/21198/zz000swct7,8,Record proofed; needs metadata review ,ChildWork,,,,,pd,Arabic literature $x History and criticism |~|Arabic poetry,,,,,,,,,,,Arabic,Naskh,,1056_001,Sharḥ al-abyāt al-fāsidah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, 1056",n.d.,,,,"This is a short, anonymous collection of lines of poetry that appear unmetrical but can be read so that they are correct.  Four pages.",,"Muḥammad Taqī Dānish-pazhūh, Fihrist-i Nushahhā-yi khaṭṭī, daftar 11 & 12 (Ṭihrān: Intishārāt-i Dānishgāh-i Ṭihrān, 1983), p. 708.",شرح الابیات الفاسدة,,,,4,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000swcw8,ark:/21198/zz000swct7,8,Record proofed; needs metadata review ,ChildWork,,,,,pd,Mathematics,,,,"Qūshjī, ʿAlī ibn Muḥammad, $d d. 1474 or 5",,,Ghulām Riz̤á Vālid-i Qāsim,,,,Persian,Naskh,,1056_002,Istikhrāj-i ḍamīr,,"Caro Minasian Collection of Persian and Arabic Manuscripts, 1056",13th C. [1786/1883],,,,Treatise on solutions to difficult mathematical problems.  14 pages.,,"Muḥammad Taqī Dānish-pazhūh, Fihrist-i Nushahhā-yi khaṭṭī, daftar 11 & 12 (Ṭihrān: Intishārāt-i Dānishgāh-i Ṭihrān, 1983), p. 708.|~|Muḥammad Taqī Dānish-pazhūh, Fihrist-i Nushahhā-yi khaṭṭī, daftar 11 & 12 (Ṭihrān: Intishārāt-i Dānishgāh-i Ṭihrān, 1983), p. 708.",استخراج ضمیر,,1786/1883]|~|1786/1883,,14,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000swcxs,ark:/21198/zz000swct7,8,Record proofed; needs metadata review ,ChildWork,,,,,pd,Mathematics,,,"Qūshjī, ʿAlī ibn Muḥammad, $d d. 1474 or 5",,,,,,,,Persian,Naskh,,1056_003,Risālah dar ʿilm-i ḥisāb,,"Caro Minasian Collection of Persian and Arabic Manuscripts, 1056",13th C [1786/1883],,,,"End is missing. Contains tables.  Introduction and two chapters from a mathematical treatise, possibly by Qushjī, according to Dānish-pazhūh.",,"Muḥammad Taqī Dānish-pazhūh, Fihrist-i Nushahhā-yi khaṭṭī, daftar 11 & 12 (Ṭihrān: Intishārāt-i Dānishgāh-i Ṭihrān, 1983), p. 7088.",رساله در علم الحساب,,1786/1883,Dānishpazhūh dates manuscript as 13th C AH.,114,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000swcz9,ark:/21198/zz000swct7,8,Record proofed; needs metadata review ,ChildWork,,,,,pd,Islamic law,,,,,,,,,,,Arabic,Nastʿalīq,,1056_004,Risālah fī uṣūl al-fiqh,,"Caro Minasian Collection of Persian and Arabic Manuscripts, 1056",!3th C [1786-1883],,,,An epistle on Islamic jurisprudence. Beginning and end are missing. Cover is damaged.,,"Muḥammad Taqī Dānish-pazhūh, Fihrist-i Nushahhā-yi khaṭṭī, daftar 11 & 12 (Ṭihrān: Intishārāt-i Dānishgāh-i Ṭihrān, 1983), p. 708.",رسالة في اصول الفقه,,1786/1883,Dānishpazhūh dates manuscript as 13th C AH.,50,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sz4n5,ark:/21198/zz000sz4mn,7,Needs Review,ChildWork,,,,,pd,Islamic law $v Early works to 1800|~|Shafiites $v Early works to 1800,,,"ʿĀmilī, Bahāʾ al-Dīn Muḥammad ibn Ḥusayn $d 1547-1621",,,,,,,,Arabic,Naskh,,0636_001,Maʿālīm al-usūl,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 82, 636",n.d.,,,,Treatise on the principles of Islamic laws. Includes marginal notes.,,,معالم الاصول,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sz4pp,ark:/21198/zz000sz4mn,7,Needs Review,ChildWork,,,,,pd,Islamic law $v Early works to 1800|~|Shīʿah $x Doctrines $v Early works to 1800,,,"ʿĀmilī, Bahāʾ al-Dīn Muḥammad ibn Ḥusayn $d 1547-1621",,,,,,,,Arabic,Naskh,,0636_002,Zubdat al-uṣūl,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 82, 636",n.d.,,,,A treatise on the principles of Islamic laws. Includes marginal notes.,,,زبدة الاصول,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sz4rq,ark:/21198/zz000sz4q6,7,Needs Review,ChildWork,,,,,pd,Islamic law $v Early works to 1800|~|Shīʿah $x Doctrines $v Early works to 1800,,,"Fayd al-Kāshī, Muḥammad ibn Murtaḍá, $d 1598 or 9-1680 or 81",,,,,,,,Arabic,Naskh,,0637_001,al-Uṣūl al-aṣīlah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 82, 637",n.d.,,,,A treatise on the principles of Islamic laws.,,,الاصول الاصيلة,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sz4s7,ark:/21198/zz000sz4q6,7,Needs Review,ChildWork,,,,,pd,"Islam $x Doctrines $v Early works to 1800|~|Koran $x Criticism, interpretation, etc. $v Early works to 1800 ",,,"Fayd al-Kāshī, Muḥammad ibn Murtaḍá, $d 1598 or 9-1680 or 81",,,,,,,,Persian|~|Persian,Naskh|~|Nastaʿlīq,,0637_002,Tarjamat al-ʿaqāʾid al-dīnīyah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 82, 637",n.d.,,,,"A short treatise on tafsir (interpretation) of some of Qurʾānic verses, the end is missing.",,,ترجمة العقائد الدينية,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sz4tr,ark:/21198/zz000sz4q6,7,Needs Review,ChildWork,,,,,pd,Shīʿah $x Doctrines|~|Islamic law,,,"Rashtī, Kāẓim ibn Qāsim, $d d. 1843",,,,,,,,Arabic,Naskh,,0637_003,Ajwibat al-masāʾil,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 82, 637",n.d.,,,,"A short treatise on some of theological and legal issues concerning Islam, it begins with the problem of prophecy.",,,اجوبة المسائل,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sz4v8,ark:/21198/zz000sz4q6,7,Needs Review,ChildWork,,,,,pd,Islamic law $x Interpretation and construction,,,"Aḥsāʿī, Aḥmad ibn Zayn al-Dīn, $d 1753-1826",,,,,,,,Arabic,Naskh,,0637_004,Ajwibat al-masāʾil al-Isfahāniyah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 82, 637",n.d.,,,,,,,اجوبة المسائل الاصفهانية,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sz56x,ark:/21198/zz000sz55d,7,Needs Review,ChildWork,,,,,pd,Islamic law $v Early works to 1800,,,"Ibn al-Muṭahhar al-Ḥillī, al-Ḥasan ibn Yū̄suf, $d 1250-1325",,,,,,,,Arabic,Naskh,,0646_001,Tahdhīb al-uṣūl ilá ʿilm al-uṣūl,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 83, 646",n.d.,,,,A text on the principles of Islamic laws. The beginning is missing.,,,تهذيب الاصول الى علم الاصول,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sz57f,ark:/21198/zz000sz55d,7,Needs Review,ChildWork,,,,,pd,Shīʿah $x Doctrines $v Early works to 1800|~|Islamic law $x Interpretation and construction $v Early works to 1800,,,"ʿĀmilī, Bahāʾ al-Dīn Muḥammad ibn Ḥusayn $d 1547-1621",,,,,,,,Arabic,Naskh,,0646_002,Zubdat al-uṣul,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 83, 646",n.d.,,,,"A treatise on the principle of Islamic laws, includes intensive marginal notes, the end is missing.",,,زبدة الاصول,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000sz58z,ark:/21198/zz000sz55d,7,Needs Review,ChildWork,,,,,pd,Islamic law $v Early works to 1800|~|Shīʿah $x Doctrines $v Early works to 1800,,,"Ibn al-Muṭahhar al-Ḥillī, al-Ḥasan ibn Yū̄suf, $d 1250-1325",,,,Muhammad Ibn 'Isa Samari,,,,Arabic,Naskh,,0646_003,Mabādī al-wuṣūl ilá ʿilm al-uṣūl,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 83, 646",970 [1562 or 1563],,,,A treatise on the principles of Islamic laws; includes marginal notes.,,,مبادی الوصول الى علم الاصول,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szbbd,ark:/21198/zz000szb9w,7,Needs Review,ChildWork,,,,,pd,"Arabic language $x Case grammar $v Early works to 1800|~|Ibn Hishām, ʿAbd Allāh ibn Yusūf, $d 1309-1360. $t Iʿrāḅ ʿan qawāʿid al-iʿrāb|~|Arabic language $x Grammar $v Early works to 1800",,,"Shaykhʹzādah, Muḥammad ibn Muṣṭafá́, $d d. 1544 or 5 ",,,,,,,,Arabic,Naskh,,0666_001,Kashifat al-ghināʾ aw al-maʿāqd fī sharḥ Qawāʿid al-iʿrāb,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 86, 666",1122 [1710 or 1711],,,,"A commentary on Ibn Hishām's Sharḥ Qawāʿid al-iʿrāb, on Arabic grammar, the beginning is missing.",,,كاشفة الغناء او المعاقد في شرح قواعد الاعراب,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szbcx,ark:/21198/zz000szb9w,7,Needs Review,ChildWork,,,,,pd,Arabic language $x Case grammar $v Early works to 1800,,,"Ibn Hishām, ʿAbd Allāh ibn Yusūf, $d 1309-1360",,,,,,,,Arabic,Naskh,,0666_002,Qawāʿid al-iʿrāb,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 86, 666",1122 [1710 or 1711],,,,A standard text on Arabic grammar with marginal notes.,,,قواعد الاعراب,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szbdf,ark:/21198/zz000szb9w,7,Needs Review,ChildWork,,,,,pd,"Sakkākī, Yūsuf ibn Abī Bakr, $d b. 1160. $t Miftāḥ al-ʿulūm|~|Arabic language $x Grammar",,,,,,,,,,,Arabic,Naskh,,0666_003,Awraq li-iʿrāb dibājat al-muṣbāḥ,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 86, 666",n.d.,,,,"An epitome on al-Miftah, on Arabic grammar. Author is unknown.",,,اوراق لاعراب ديباجة المصباح,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szc0q,ark:/21198/zz000szbzq,7,Needs Review,ChildWork,,,,,pd,Shīʿah $x Doctrines $v Early works to 1800|~|Astronomy $v Early works to 1800,,,"ʿĀmilī, Bahāʾ al-Dīn Muḥammad ibn Ḥusayn $d 1547-1621",,,,,,,,,,,0682_001,Ḥadāʾq al-ṣāliḥīn fī sharḥ ṣḥifat sayyid al-sājidīn,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 88, 682",1003 [1594 or 1595],,,,Commentary on Imam Sajad's Ṣḥifat. At the end it is mentioned that the author begin writing it in Baghdad and completed it in Qizwin.,,,حدائق الصالحين في شرح صحيفة سيد الساجدين,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szc17,ark:/21198/zz000szbzq,7,Needs Review,ChildWork,,,,,pd,Islam $x Doctrines $v Early works to 1800|~|Predestination (Islam) $v Early works to 1800,,,"Ṣadr al-Dīn Shīrāzī, Muḥammad ibn Ibrahīm, $d d. 1641",,,,,,,,,,,0682_002,Risālah fī khalq al-faʿāl,,"Caro Minasian Collection of Persian and Arabic Manuscripts, 682",,,,,A theological treatise on divine acts and human acts.,,,رسالة في خلق الافعال,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szcgz,ark:/21198/zz000szcff,7,Needs Review,ChildWork,,,,,pd,"Persian poetry|~|Sufism $v Early works to 1800|~|Catechisms, Persian $v Early works to 1800",,,"Jāmī, $d 1414-1492",,,,,,,,Persian,unidentified,,0694_001,Ashiʿat al-lamaʿāt,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 90, 694",1044 [1634 or 1635],,,,,,,اشعة اللمعات,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szchg,ark:/21198/zz000szcff,7,Needs Review,ChildWork,,,,,pd,Persian poetry,,,"Bābā Afzal, $d 13th cent.",,,,,,,,Persian,unidentified,,0694_002,Rubāʿīyāt,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 90, 694",n.d.,,,,,,,رباعيات,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szcj0,ark:/21198/zz000szcff,7,Needs Review,ChildWork,,,,,pd,Persian poetry,,,"Pariyār, Pūriyāī Valī Qatāl Pahlavān Maḥmūd",,,,,,,,Persian,unidentified,,0694_003,Kanz al-ḥaqāʾiq,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 90, 694",n.d.,,,,,,,كنز الحقائق,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szcm1,ark:/21198/zz000szckh,7,Needs Review,ChildWork,,,,,pd,"Ṭūsī, Nasīr al-Dīn Muḥammad ibn Muḥammad, $d 1201-1274|~|Ismailites $v Biography $v Early works to 1800|~|Islam and philosophy $v Early works to 1800|~|Shīʿah $x Customs and practices $v Early works to 1800",,,"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, $d 1201-1274",,,,,,,,Persian,Naskh,,0695_001,Sayr va sulūk,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 90, 695",n.d.,,,,,07216,,سير و سلوک,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szcnj,ark:/21198/zz000szckh,7,Needs Review,ChildWork,,,,,pd,Islam $x Doctrines $v Early works to 1800|~|Islamic ethics $v Early works to 1800 ,,,"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, $d 1201-1274",,,,,,,,Persian,Naskh,,0695_002,Āghāz va anjām,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 90, 695",n.d.,,,,,07216,,آغاز و انجام,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szcp2,ark:/21198/zz000szckh,7,Needs Review,ChildWork,,,,,pd,Free will and determinism $x Religious aspects $x Islam $v Early works to 1800,,,"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, $d 1201-1274",,,,,,,,Persian,Nastaʿlīq,,0695_003,Jabr va qadr,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 90, 695",1255 [1839 or 1840],,,,Published copy of the text found at the Princeton University library under the title Jabr va ikhtiyr.,07216,,Jabr va ikhtiyār|~|جبر و قدر,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szcqk,ark:/21198/zz000szckh,7,Needs Review,ChildWork,,,,,pd,Persian poetry,,,"Hamadānī, ʿAbd al-Ṣamad, $d d. 1802",,,,,,,,Persian,Naskh,,0695_004,Naṣāyih,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 90, 695",1256 [1840 or 1841],,,,Arabic prose is interspersed within the text.,07216,,نصايح,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szcr3,ark:/21198/zz000szckh,7,Needs Review,ChildWork,,,,,pd,Free will and determinism $x Religious aspects $x Islam $v Early works to 1800,,,"ʿAbd al-Razzāq al-Qāshānī, d. 1330?",,,,,,,,Arabic,Naskh,,0695_005,Risālah fī al-qaḍāʾ wa al-qadr,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 90, 695",n.d.,,,,,07216,,رسالة في القضاء و القدر,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szcsm,ark:/21198/zz000szckh,7,Needs Review,ChildWork,,,,,pd,Sufism $v Dictionaries $v Early works to 1800,,,"Suhrawardī, Yaḥyá ibn Ḥabash, $d 1152 or 3-1191",,,,,,,,Persian,Naskh,,0695_006,Sharḥ-i Maqāmāt al-ṣūfīyah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 90, 695",1256 [1840 or 1841],,,,,07216,,Kalāmāt al-taṣṣavuf|~|شرح مقامات الصوفيه|~|کلامات تصّوف,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szcw5,ark:/21198/zz000szcvn,7,Needs Review,ChildWork,,,,,pd,Islam $x Doctrines $v Early works to 1800|~|Shīʿah $x Doctrines $v Early works to 1800,,,"Hamadhānī, ʿAlī ibn Muḥammad, $d 1314-1385",,,,,,,,Persian,Nastaʿlīq,,0697_001,Dah qāʿidah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 90, 697",n.d.,,,,,,,ده قاعده,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szcxp,ark:/21198/zz000szcvn,7,Needs Review,ChildWork,,,,,pd,Religious life $x Islam $v Early works to 1800,,,"Ṭūsī, Naṣīr al-Dīn Muḥammad ibn Muḥammad, $d 1201-1274|~|Hiravī, Yusifī",,,,,,,,Persian,Naskh,,0697_002,Anvār al-ḥikmah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 90, 697",1057 [1647 or 1648],,,,"The author is stated to be Naṣīr al-Dīn Ṭusī in the text, however, Dānish'pazhūh ascribes the text to Hiravī, Yusifī. I have been unable to verify either as the author.",,,انوار الحکمه,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szcz6,ark:/21198/zz000szcvn,7,Needs Review,ChildWork,,,,,pd,Persian poetry,,,,,,,,,,,Persian,Nastaʿlīq-Chalīpā,,0697_003,Jung-i shiʿr-i Fārsī,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 90, 697",n.d.,,,,Compiler is unknown.,,,جنگ شعر فارسی,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szd06,ark:/21198/zz000szcvn,7,Needs Review,ChildWork,,,,,pd,"Pillars of Islam $v Early works to 1800|~|Catechisms, Persian $v Early works to 1800",,,,,,,"Iṣfaḥānī, Muḥammad Naṣīr ibn Ḥājī Taqī",,,,Persian,unidentified,,0697_004,Uṣūl-i dīn,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 90, 697",1065 [1654 or 1655],,,,Author is unknown.,,,اصول دين,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szd1q,ark:/21198/zz000szcvn,7,Needs Review,ChildWork,,,,,pd,"Imams (Shiites)|~|ʿAlī ibn Abī Ṭālib, $c Caliph, $d 600 (ca.)-661|~|Hadith (Shiites)",,,,,,,,,,,Persian,Nastaʿlīq,,0697_005,Tarjumah-ʾi aḥādīs̱ dar manqabat-i ʿAlī,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 90, 697",n.d.,,,,Author is unknown.,,,ترجمه احاديث در منقبة علی,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szd27,ark:/21198/zz000szcvn,7,Needs Review,ChildWork,,,,,pd,Islam $x Doctrines,,,ʿĀjizī,,,,,,,,Persian,Nastaʿlīq,,0697_006,Dībāchah az guftār-i ʿĀjizī,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 90, 697",n.d.,,,,This is the preface of the text.,,,ديباچه از گفتار عاجزی,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szd3r,ark:/21198/zz000szcvn,7,Needs Review,ChildWork,,,,,pd,"Catechisms, Persian $v Early works to 1800",,,"Majlisī, Muḥammad Bāqir ibn Muḥammad Taqī, $d 1627 or 8-ca. 1699  ",,,,,,,,Persian,Nastaʿlīq,,0697_007,Pāsukh,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 90, 697",n.d.,,,,,,,پاسخ,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szd48,ark:/21198/zz000szcvn,7,Needs Review,ChildWork,,,,,pd,Persian poetry,,,ʿĀjizī,,,,,,,,Persian,Nastaʿlīq,,0697_008,Shiʿr-i ʿĀjizī,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 90, 697",n.d.,,,,,,,شعر عاجزی,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szd69,ark:/21198/zz000szd5s,7,Needs Review,ChildWork,,,,,pd,Philosophy|~|Soul,,,"Lārī, Amīr Ḥālī",,,,,,,,Persian,Nastaʿlīq,,0698_001,Marātib al-vujūd,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 90, 698",n.d.,,,,"This is a text on the relationship between love, the soul and intellect.",,,مراتب الوجود,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szd7t,ark:/21198/zz000szd5s,7,Needs Review,ChildWork,,,,,pd,Soul $v Early works to 1800,,,"Bābā Afzal, $d 13th cent.",,,,,,,,Persian,Nastaʿlīq,,0698_002,Bandī falsafī,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 90, 698",n.d.,,,,This a text on the animal and rational souls of humans.,,,بندی فلسفی,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szd8b,ark:/21198/zz000szd5s,7,Needs Review,ChildWork,,,,,pd,Soul $v Early works to 1800,,,"Bābā Afzal, $d 13th cent.",,,,,,,,Persian,Nastaʿlīq,,0698_003,Bandī falsafī,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 90, 698",n.d.,,,,Author is ascribed by Dānish'pazhūh.,,,بندی فلسفی,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szd9v,ark:/21198/zz000szd5s,7,Needs Review,ChildWork,,,,,pd,Islamic law $x Interpretation and construction,,,"Anvār, Shāh Qāsim",,,,,,,,Persian,Nastaʿlīq,,0698_004,Ḥawrāʾiyah,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 90, 698",n.d.,,,,,,,حورائيه,,,,,,,,,,,,
Minasian (Caro) Collection of Persian and Arabic Manuscripts,ark:/21198/zz000szdbc,ark:/21198/zz000szd5s,7,Needs Review,ChildWork,,,,,pd,"Persian literature|~|Nasafī, ʿAzīz al-Dīn ibn Muḥammad, $d 13th cent.|~|Muḥammad, $c Prophet, $d d. 632|~|Sufi poetry, Persian",,,"Nasafī, ʿAzīz al-Dīn ibn Muḥammad, $d 13th cent. ",,,,,,,,Persian,Nastaʿlīq,,0698_005,Naql,,"Caro Minasian Collection of Persian and Arabic Manuscripts, box 90, 698",n.d.,,,,This text is located on Folio 125. This is the narrative of ʿAzīz Nasafī's dream of the prophet Muḥammad.,,,نقل,,,,,,,,,,,,
