Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Visibility,Thumbnail,Subject.conceptTopic,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Type.genre,Name.subject,Subject,Subject.descriptiveTopic,Name.repository,Rights.servicesContact,Language,Name.photographer,Name.donor,Name.correspondent,Subject geographic,Name.recipient,Rights.rightsHolderContact,Name.creator,Local identifier,Title,Description.abstract,Description.note,Alt ID.local,Summary,Date.normalized,Date.creation,Format.extent,Coverage.geographic,Description.caption,Description.latitude,Description.longitude,Alt ID.url,AltTitle.other,Note,Relation.isPartOf,Opac url,Finding Aid URL,IIIF Manifest URL
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pdqs,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pdqs%2F3n91gx5p,African American musicians $z California|~|Drug dealers $z California,still image,copyrighted,unknown,Black-and-white photographs,Ice Water,People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 6,"Ice Water, musician and narcotics peddler, Los Angeles, 1943",,All information concerning the content and description of the image was provided by Walter Gordon.,350|~|YRLSC_gordonphotos_0350,"Walter L. Gordon, Jr: “Ice Water”was a narcotics peddler, and the Feds got him. The case was in San Francisco. I had to drive him up to San Francisco. We had a jury trial. They convicted him fair and squarely. He comes out of prison, and he goes back to his hometown [Los Angeles]. He's grateful, and he sends me a photograph. He was running a gas station. “Outrageous.” He was mad at the judge.",1943,1943,1 photograph : b&w,California--Los Angeles,"On front of photograph: [unintelligible] my hat off befo[re] a Lady. The fact is my hands are full. [unintelligible] the world. Sonny. Oswald.|~|On back of photograph: To counsellor Walter Gordon. From Ice Water. Outrageous. 1943. Los Angeles, Central Ave., Trivoli Studios.",,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pdqs/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pdst,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pdst%2Fhj77cx82,Drag shows--California--Los Angeles|~|Nightclubs $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Hefflin, Bill",Entertainment|~|Events|~|Lifestyle|~|Culture,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Woods, Clyde, $e photographer",,,,,,,Collection 1867 Box 2 Folder 6,"Drag contest hosted by Bill Hefflin at the Club Alabam, Los Angeles, 1940s",,"Drag ball hosted by Bill Hefflin (far right) at the Club Alabam, most likely on Halloween. The winner is in a grey striped two-piece suit, and appears to be receiving a check from Hefflin.|~|All information concerning the content and description of the image was provided by Walter Gordon.",352|~|YRLSC_gordonphotos_0352,Bill Hefflin was a promoter who would throw dances and other social events.,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pdst/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pf92,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pf92%2Fsc377z2p,African American dancers|~|African American singers|~|African American lawyers--California--Los Angeles|~|Arrangers (Musicians)--United States|~|Tap dancers $z United States,still image,copyrighted,unknown,Black-and-white photographs,"Mundy, Jimmy|~|Mundy, Dorothy, $d 1909-1947|~|Reed, Leonard|~|Mills, Lillian|~|Gordon, Walter L., $c Jr., $d 1908-2012|~|Mills, Herbert, $d 1912-1989",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Ted's Photos (Firm),,,,,,,Collection 1867 Box 2 Folder 6,"Herbert and Lillian Mills, Walter L. Gordon, Jr., Leonard Reed, and Jimmy and Dorothy Mundy, Los Angeles, 1940s",,"L to R: Herbert Mills, Walter L. Gordon, Jr., Lillian (Lil) Mills (Herbert Mill's wife?),  Leonard Reed, and Jimmy and Dorothy Mundy.|~|All information concerning the content and description of the image was provided by Walter Gordon.",369|~|YRLSC_gordonphotos_0369,"Herbert Mills was a member of the Mills Brothers.|~|Jimmy Mundy (1907-1983) was an arranger, composer, and jazz saxophonist. He worked with popular musicians such as Bennie Goodman, Count Bassie and Earl Hines.|~|Walter L. Gordon, Jr. was an African American attorney in Los Angeles.|~|Leonard Reed started his career as a dancer, became an all-around entertainer. Later he kept a booking office in Hollywood.",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pf92/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pfdm,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pfdm%2Fp7529v63,African American soldiers $z New York (State) $z New York,still image,copyrighted,unknown,Black-and-white photographs,"Sissle, Ethel",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Hansen, A.",,,,,,,Collection 1867 Box 2 Folder 7,"Ethel (Sissle) Gordon with African American soldiers, New York City, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.|~|Ethel (Sissle) Gordon is the 2nd woman from the left in the foreground of the photograph. The other men and women in the photograph are unidentified.,YRLSC_gordonphotos_0372,"Ethel Sissle (1915-1984) was maried to the band leader Noble Sissle, and later to Walter L. Gordon, Jr.",1940/1949,[1940s?],1 photograph : b&w,New York (State)--New York,"Inscription on back, partially obscured: ""[gymna]sium at the headquarters of 372nd [Infantry Regiment?]... [New York] city"" and ""Property of Floyd G. Snelson.""",,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pfdm/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pfmq,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pfmq%2F3629574g,African American fraternal organizations $z California $z Los Angeles|~|African American Greek letter societies $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,,Events,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Matthews Photographic & News Service,,,,,,,Collection 1867 Box 2 Folder 7,"Fraternity affair in Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,379|~|YRLSC_gordonphotos_0379,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pfmq/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pfn7,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pfn7%2F2942rh6c,African American women,still image,copyrighted,unknown,Black-and-white photographs,,Culture,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 7,"Unidentified African American women posing on a wall, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,380|~|YRLSC_gordonphotos_0380,,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pfn7/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pftt,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pftt%2Fx0641g5m,African American actors $z California $z Los Angeles|~|African American dancers $z California $z Los Angeles|~|African American actresses $z California $z Los Angeles|~|African American comedians $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Gordon, Freddie.|~|Glenn, Roy, $d 1915-1971.|~|Hairston, Margaret., $d 1912-1986",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 2 Folder 7,"Freddie Gordon, Margaret Hairston, and Roy Glenn, Los Angeles, 1950s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|From left to right: Freddie Gordon, Margaret (Marge) Hairston, and Roy Glenn.",YRLSC_gordonphotos_0385,"Freddie Gordon was a dancer, comic and master of ceremonies. He performed in the comedy dance team ""Timmie Rogers and Freddie Gordon"" from 1932 to 1944.|~|Roy E. Glenn, Sr. (1914–1971) was an American character actor.|~|Margaret Hairston was a soprano who was reported as performing locally in 1947, ""Guest Artists Make YW Pop Concert Success,"" Los Angeles Sentinel, 4 Sep. 1947: 4.",1950/1959,[1950s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pftt/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pgck,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pgck%2F8k597q77,African American lawyers--California--Los Angeles|~|African American real estate agents $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Tenner, Jack, $d 1920-2008|~|Pearson, Laura|~|Shumate, Ada|~|Miller, Cleo Baines Lang, $d b. 1934|~|Ty, Catherine|~|Lang, Xenophon, $d 1917-2003|~|Moore, Lovell, $d 1916-1993",Entertainment|~|Lifestyle,Nightclubs $z California $z San Fernando Valley,"University of California, Los Angeles. $b Library Special Collections",,zxx,Bob Douglas Photo,,,,,,,Collection 1867 Box 3 Folder 1,"Party at a club on San Fernando Road, San Fernando, Calif, 1950s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Mrs. Xenophon Lang (3rd from left), Xenophon Lang (8th from left, in black tie), Lovell Moore (9th from left, in black tie), Jack Tenner (11th from left); Catherine Tye (7th from right, holding cigarette), Laura Pearson (2nd from right), and Ada Shumate (furthest to right).",401|~|YRLSC_gordonphotos_0401,"Xenophon F. Lang was a Los Angeles Municipal Court judge. At the start of his law career he was Walter Gordon's professional colleague.|~|Lovell Moore was a real estate broker.|~|Jack Tenner was a Los Angeles Superior Court judge who was involved in many of the city's civil rights struggles over the last 60 years, including fighting restrictive housing covenants in the 1940s and helping to elect some of the area's most prominent African American officeholders -- including Mayor Tom Bradley.",1950/1959,[1950s?],1 photograph : b&w,California--San Fernando,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pgck/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pgfm,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pgfm%2F2g05gj5q,Motion picture actors and actresses--United States,still image,copyrighted,unknown,Black-and-white photographs,"Robinson, Edward G., $d 1893-1973",People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Ted's Photos (Firm),,,,,,,Collection 1867 Box 3 Folder 1,"Edward G. Robinson in a crowd, Los Angeles, 1940s",,All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0403,Edward G. Robinson was a film actor.,1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pgfm/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pgg4,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pgg4%2F3r396h7v,,still image,copyrighted,unknown,Black-and-white photographs,"Gordon, Walter L., $c Jr., $d 1908-2012",Legal,,"University of California, Los Angeles. $b Library Special Collections",,zxx,Sheffield Studio,,,,,,,Collection 1867 Box 3 Folder 1,"Photograph taken in connection with a legal action, Los Angeles, 1950s",,"Attorney Walter L. Gordon, Jr. believes this photograph was taken as documentation in connection with a legal action for unlawful detainment.|~|All information concerning the content and description of the image was provided by Walter Gordon.",404|~|YRLSC_gordonphotos_0404,,1950/1959,[1950s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pgg4/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pghn,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pghn%2Fxd01dt56,African American men|~|African American fraternal organizations $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs,"Davidson, Dewey D., $d 1898-1981|~|Barksdale, Don, $d 1923-1993|~|Simmons, Herbert W., $c Jr., $d 1920-2004|~|Oliver, Joe, $d b. 1922 or 23",,,"University of California, Los Angeles. $b Library Special Collections",,zxx,"Merriman, Ted",,,,,,,Collection 1867 Box 3 Folder 1,"Group of men from Alpha Phi Alpha fraternity, Los Angeles 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Back row: Herbert Simmons (far left); next to him is a man identified as Parks (first name unknown). Also in back row: Don Barksdale (4th from left), Dewey ""T. Town"" Davidson (1st from right), and Joe Oliver (3rd from right). The others in the photograph are unidentified.",YRLSC_gordonphotos_0405,"Don (Donald Angelo) Barksdale was a basketball player. While at UCLA, he became the first African American named All-American in 1947. He was also the first African American to play on the U.S. Olympic basketball team, in the 1948 Summer Olympics. He later went on to play basketball in the NBA, with the Baltimore Bullets and Boston Celtics.|~|Dewey Daniel Davidson was a prominent African American businessman in Los Angeles, proprietor of the largest mercantile store west of Chicago. He was also very active in the Alpha Phi Alpha fraternity, serving for some years as the regional director. He was born in Tulsa, Oklahoma, which lead some to call him by the nickname ""T-Town."" He was the husband of Sadie Louise Davidson.|~|Herbert Simmons, Jr., was an attorney, admitted to the bar in 1949. He was Chairman of the Los Angeles NAACP and promoted civil rights his law practice, such as enforcement of anti-segregation in seating on public transport. He was a member of the Alpha Phi Alpha fraternity.|~|Joe Oliver played basketball at Hollywood High School in 1938-1939 and was active in the Alpha Phi Alpha fraternity in the 1940s, as reported in the Los Angeles Sentinel.",,[1940s?]|~|1940/1949,1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pghn/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025pgj5,ark:/21198/zz002311rn,10,Completed with minimal metadata,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pgj5%2F4k909v6w,,still image,copyrighted,unknown,Black-and-white photographs,"Bass, J. B. (Joseph Blackburn), $d 1863-1934",Entertainment|~|Lifestyle,Parties $z California $z Los Angeles,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 3 Folder 1,"Garden party at Cassie's house, Los Angeles, 1940s",,"All information concerning the content and description of the image was provided by Walter Gordon.|~|Cassie's last name is unknown, but she was a very popular restaurant hostess with a house on 8th Avenue. The man standing in back, visible between two umbrellas, may be J. B. Bass of the California Eagle.",406|~|YRLSC_gordonphotos_0406,"J. B. Bass was the husband of Charlotta Bass, editor of the ""California Eagle"".",1940/1949,[1940s?],1 photograph : b&w,California--Los Angeles,,,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025pgj5/manifest
"Gordon (Walter L.) and William C. Beverly, Jr. Collection",ark:/21198/zz0025phf3,ark:/21198/zz002311rn,2,Completed,Work,,,,,individuals,private,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025phf3%2Ftz48v319,African American motion picture actors and actresses--California--Los Angeles|~|African American actors $z California $z Los Angeles,still image,copyrighted,unknown,Black-and-white photographs|~|Portrait photographs,"Lampkin, Charles, $d 1913-1989",Entertainment|~|People,,"University of California, Los Angeles. $b Library Special Collections",,zxx,,,,,,,,Collection 1867 Box 3 Folder 2,"Signed headshot of actor Charles Lampkin, 1950s",,All information concerning the content and description of the image was provided by Walter Gordon.,YRLSC_gordonphotos_0433,"African American character stage and movie actor Charles (Charlie) Lampkin. He is said to have eloped with Dorothy Razaf, the wife of composer and lyricist Andy Razaf.",1950/1959,[1950s?],1 photograph : b&w,California--Los Angeles,"Front of photo:""Best of everything for the best of people, my friend [...] Walter Gordon. Sincerely, Charlie Lampkin.""|~|Back of photo: "" Charlie Lamkins [sic] eloped with Andy Razaf's wife. [Illegible] in New Orleans TV bar scene.""",,,,,,,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025phf3/manifest
