"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","Rights.copyrightStatus","Rights.notice","Rights.countryCreation","Rights.creatorCorporate","Name.creator","Subject.descriptiveTopic","Type.typeOfResource","Type.genre","Name.repository","Name.performer","Name.composer","Rights.generalNote","Rights.servicesContact","Description.note","Title","AltIdentifier.local","Date.creation","Format.dimensions","Format.medium","Relation.isPartOf","Date.digitized","Format.extent","Description.tableOfContents","Description.abstract","Waveform"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqgbk","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqgbk-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/bk/21198=zz002bqgbk/ark%2B=21198=zz002bqgbk.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","Wilgus, D. K.","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","Armadillo Band","","","","4th UCLA Folk Festival|~|Track 1 Armadillo: 1. My Adobe Hacienda; Announcements by D.K. Wilgus; 2. Under the Double Eagle - Golden Slippers 3. Cool Winter; D.K.W.; 4. Faded Love 5. Blue Shadows on the Trail 6. Take Me Back to Tulsa; D.K.W.;","Outdoor Concert (Track 1, Item 07)","clym200203laff194-76_side1-07","1976-04-16","7 in.","","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqgbk%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqgc3","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqgc3-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/c3/21198=zz002bqgc3/ark%2B=21198=zz002bqgc3.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","","","","University of California, Los Angeles. Ethnomusicology Archive","","","","Master copy.|~|Janss Concert","Janss Steps Concert (Item 09)","clym200203laff192-75_side1-09","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqgc3%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqgdm","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqgdm-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/dm/21198=zz002bqgdm/ark%2B=21198=zz002bqgdm.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","Wilgus, D. K.","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","Armadillo Band","","","","Track 1 Armadillo: 1. My Adobe Hacienda; Announcements by D.K. Wilgus; 2. Under the Double Eagle - Golden Slippers 3. Cool Winter; D.K.W.; 4. Faded Love 5. Blue Shadows on the Trail 6. Take Me Back to Tulsa; D.K.W.;|~|4th UCLA Folk Festival.","Outdoor Concert (Track 1, Item 03)","clym200203laff194-76_side1-03","1976-04-16","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqgdm%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqgf4","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqgf4-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/f4/21198=zz002bqgf4/ark%2B=21198=zz002bqgf4.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","Wilgus, D. K.","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","Armadillo Band","","","","4th UCLA Folk Festival|~|Track 1 Armadillo: 1. My Adobe Hacienda; Announcements by D.K. Wilgus; 2. Under the Double Eagle - Golden Slippers 3. Cool Winter; D.K.W.; 4. Faded Love 5. Blue Shadows on the Trail 6. Take Me Back to Tulsa; D.K.W.;","Outdoor Concert (Track 1, Item 08)","clym200203laff194-76_side1-08","1976-04-16","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqgf4%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqggn","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqggn-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/gn/21198=zz002bqggn/ark%2B=21198=zz002bqggn.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","","University of California, Los Angeles. Ethnomusicology Archive","","","","Janss Concert|~|Master copy.","Janss Steps Concert Tape 2 (Item 03)","clym200203laff193-75_side1-03","2008-05-23|~|1975","7 in.","open reel tape","UCLA Folk Festivals","","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqggn%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqgh5","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqgh5-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/h5/21198=zz002bqgh5/ark%2B=21198=zz002bqgh5.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","Wilgus, D. K.","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","Cornbread (Wild Hickory Wuta)","","","","4th UCLA Folk Festival|~|Track 2 Corn Bred (Wild Hickory Nuts) 1. Teardrops In My Eye 2. Mom Take Me Home 3. Instrumental 4. The Girl I Love 5. Ginseng Sullivan 6. Turkey Knob; D.K.W. Robin Williamson's Far Cry Ceilidh Band: 7. Farewell to Connacht; ? Reels 8. Jug of Punch","Outdoor Concert (Track 2, Item 02)","clym200203laff194-76_side2-02","1976-04-16","7 in.","","UCLA Folk Festivals","2008-05-23","open reel tape","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqgh5%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqgjp","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqgjp-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/jp/21198=zz002bqgjp/ark%2B=21198=zz002bqgjp.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Janss Concert|~|Master copy.","Janss Steps Concert Tape 2 (Item 01)","clym200203laff193-75_side1-01","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqgjp%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqgk6","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqgk6-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/k6/21198=zz002bqgk6/ark%2B=21198=zz002bqgk6.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","Wilgus, D. K.","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","Armadillo Band","","","","Track 1 Armadillo: 1. My Adobe Hacienda; Announcements by D.K. Wilgus; 2. Under the Double Eagle - Golden Slippers 3. Cool Winter; D.K.W.; 4. Faded Love 5. Blue Shadows on the Trail 6. Take Me Back to Tulsa; D.K.W.;|~|4th UCLA Folk Festival","Outdoor Concert (Track 1, Item 04)","clym200203laff194-76_side1-04","1976-04-16","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqgk6%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqgmq","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqgmq-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/mq/21198=zz002bqgmq/ark%2B=21198=zz002bqgmq.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","Wilgus, D. K.","","","","University of California, Los Angeles. Ethnomusicology Archive","Cornbread (Wild Hickory Wuta)","","","","4th UCLA Folk Festival|~|Track 2 Corn Bred (Wild Hickory Nuts) 1. Teardrops In My Eye 2. Mom Take Me Home 3. Instrumental 4. The Girl I Love 5. Ginseng Sullivan 6. Turkey Knob; D.K.W. Robin Williamson's Far Cry Ceilidh Band: 7. Farewell to Connacht; ? Reels 8. Jug of Punch","Outdoor Concert (Track 2, Item 01)","clym200203laff194-76_side2-01","1976-04-16","7 in.","","UCLA Folk Festivals","2008-05-23","open reel tape","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqgmq%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqgn7","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqgn7-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/n7/21198=zz002bqgn7/ark%2B=21198=zz002bqgn7.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Janss Concert|~|Master copy.","Janss Steps Concert Tape 2 (Item 07)","clym200203laff193-75_side1-07","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqgn7%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqgpr","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqgpr-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/pr/21198=zz002bqgpr/ark%2B=21198=zz002bqgpr.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","Wilgus, D. K.","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","Armadillo Band","","","","4th UCLA Folk Festival|~|Track 1 Armadillo: 1. My Adobe Hacienda; Announcements by D.K. Wilgus; 2. Under the Double Eagle - Golden Slippers 3. Cool Winter; D.K.W.; 4. Faded Love 5. Blue Shadows on the Trail 6. Take Me Back to Tulsa; D.K.W.;","Outdoor Concert (Track 1, Item 09)","clym200203laff194-76_side1-09","1976-04-16","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqgpr%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqgq8","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqgq8-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/q8/21198=zz002bqgq8/ark%2B=21198=zz002bqgq8.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Janss Concert|~|Master copy.","Janss Steps Concert Tape 2 (Item 04)","clym200203laff193-75_side1-04","1975","7 in.","","UCLA Folk Festivals","2008-05-23","open reel tape","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqgq8%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqgrs","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqgrs-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/rs/21198=zz002bqgrs/ark%2B=21198=zz002bqgrs.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","Wilgus, D. K.","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","Armadillo Band","","","","Track 1 Armadillo: 1. My Adobe Hacienda; Announcements by D.K. Wilgus; 2. Under the Double Eagle - Golden Slippers 3. Cool Winter; D.K.W.; 4. Faded Love 5. Blue Shadows on the Trail 6. Take Me Back to Tulsa; D.K.W.;|~|4th UCLA Folk Festival","Outdoor Concert (Track 1, Item 05)","clym200203laff194-76_side1-05","1976-04-16","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqgrs%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqgs9","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqgs9-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/s9/21198=zz002bqgs9/ark%2B=21198=zz002bqgs9.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Janss Concert|~|Master copy.","Janss Steps Concert Tape 2 (Item 05)","clym200203laff193-75_side1-05","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqgs9%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqgtt","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqgtt-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/tt/21198=zz002bqgtt/ark%2B=21198=zz002bqgtt.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","Wilgus, D. K.","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","Armadillo Band","","","","4th UCLA Folk Festival.|~|Track 1 Armadillo: 1. My Adobe Hacienda; Announcements by D.K. Wilgus; 2. Under the Double Eagle - Golden Slippers 3. Cool Winter; D.K.W.; 4. Faded Love 5. Blue Shadows on the Trail 6. Take Me Back to Tulsa; D.K.W.;","Outdoor Concert (Track 1, Item 01)","clym200203laff194-76_side1-01","1976-04-16","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqgtt%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqgvb","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqgvb-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/vb/21198=zz002bqgvb/ark%2B=21198=zz002bqgvb.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Janss Concert|~|Master copy.","Janss Steps Concert Tape 2 (Item 02)","clym200203laff193-75_side1-02","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqgvb%2Faudiowaveform.dat"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz002bqgwv","ark:/21198/zz00089bvf","1","In progress","Work","wilgus/audio/masters/21198-zz002bqgwv-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/2b/qg/wv/21198=zz002bqgwv/ark%2B=21198=zz002bqgwv.mp4{}","copyrighted","This file is owned by the UCLA Ethnomusicology Archive and its contents are copyrighted.It cannot be duplicated or used without explicit permission from the UCLA Ethnomusicology Archive: 1630 Schoenberg Music Bldg,Los Angeles,CA 90095-1657.(310)825-1695,archive@arts.ucla.edu","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Janss Concert|~|Master copy.","Janss Steps Concert Tape 2 (Item 06)","clym200203laff193-75_side1-06","1975","7 in.","open reel tape","UCLA Folk Festivals","2008-05-23","","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz002bqgwv%2Faudiowaveform.dat"
