Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,AltTitle.uniform,Subject,Name.photographer,Name.architect,Name.repository,Name.creator,Relation.isPartOf,Alt ID.local,Date.creation,Format.medium,Format.dimensions,Title,Format.extent,Date.normalized,Description.latitude,Description.longitude,Description.note,Description.caption,Opac url,Coverage.geographic,Description.adminnote,Description.contents,Finding Aid URL,Description.abstract,Bucketeer State,IIIF Access URL
Lee (S. Charles) Papers,ark:/21198/zz0025fgnk,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025fgnk_1862430_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Miami Theatre (Miami, Fla.)",Culture,"Lee, S. Charles, 1899-1990","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040824,1946-47,,,"Miami Theatre, Miami, Huyler's sweet shop, counter",1 photographic print,1946/1947,25.733062,-80.3342029,"Transparent glass walls facing the sidewalk and the lobby integrate the shop with the activity going on outside. The display counter and its cabinets and drawers are sleek and cleanly designed, as are the curving lunch counter and its simple chairs. The traditional forms of the glass chandelier lend a touch of historicist elegance to the otherwise stark interior.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025fgnk
Lee (S. Charles) Papers,ark:/21198/zz0025fgp3,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025fgp3_1862451_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Miami Theatre (Miami, Fla.)",motion picture theaters|~|Lifestyle,"Lee, S. Charles, 1899-1990","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040828,1946-47,,,"Miami Theatre, Miami, drinking fountain",1 photographic print,1946/1947,25.733062,-80.3342029,"Lee included a shorter drinking fountain, scaled for children. This was a new idea for the time.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025fgp3
Lee (S. Charles) Papers,ark:/21198/zz0025fgqm,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025fgqm_1862424_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Miami Theatre (Miami, Fla.)",restaurants|~|Lifestyle,"Lee, S. Charles, 1899-1990","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040826,1946-47,,,"Miami Theatre, Miami, Huyler's restaurant",1 photographic print,1946/1947,25.733062,-80.3342029,"The restaurant ,located on the second floor, achieves a more elegant look with its sculptural ceiling light panels and the curvilinear back of the banquette on the far wall. The softly curtained windows overlooking the street would have cast an inviting night-time glow.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025fgqm
Lee (S. Charles) Papers,ark:/21198/zz0025fgr4,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025fgr4_1862469_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Miami Theatre (Miami, Fla.)",motion picture theaters|~|Landmarks,"Lee, S. Charles, 1899-1990","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040822,1946-47,,,"Miami Theatre, Miami, foyer entrance, lobby and lobby entrance",1 photographic print,1946/1947,-80.3342029|~|25.733062,,The glass walls and doors of the foyer nearly erase the transition from the sidewalk to the interior of the theatre.,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025fgr4
Lee (S. Charles) Papers,ark:/21198/zz0025fgsn,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025fgsn_1862448_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Miami Theatre (Miami, Fla.)",motion picture theaters|~|Culture,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0040830,1946-47,,,"Miami Theatre, Miami, crying room",1 photographic print,1946/1947,-80.3342029|~|25.733062,,"The crying room, a feature of many theatres of the period, was a soundproof glass-walled viewing room for mothers with small children. Here the model demonstrates the audio device that transmitted sound to individual viewers. The acoustic tile on the walls began to be widely used in the 1940s and soon became ubiquitous.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025fgsn
Lee (S. Charles) Papers,ark:/21198/zz0025hx1f,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025hx1f_1862544_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,,motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections","Lee, S. Charles, 1899-1990","S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0050408,[between 1919-1962],,8 x 10,"Newsreel Theatre ""Diana,"" photograph of rendering",1 photographic print,1919/1962,,,"Note on reverse: This theatre is designed to be built in plastic; the unusual façade is, therefore, ... ...CHECK ORIGINAL.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hx1f
Lee (S. Charles) Papers,ark:/21198/zz0025hx2z,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025hx2z_1862556_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,,motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections","Lee, S. Charles, 1899-1990","S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0050407,[between 1919-1962],,8 x 10,"Newsreel Theatre ""Rio,"" photograph of rendering",1 photographic print,1919/1962,,,"This design makes good use of a small urban lot by maximizing the advertising space. The design above the marquee is one unit, the design below another. The projecting marquee attracts the attention of both Driver and pedestrian. The exterior could be of concrete, plaster, terra cotta, glass or plastic, the lettering in copper or white metal.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hx2z
Lee (S. Charles) Papers,ark:/21198/zz0025hx3g,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025hx3g_1862550_master.tif,,still image,Architectural drawings,copyrighted,,,,motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0050406,[between 1919-1962],,8 x 10,"Newsreel Theatre ""Park,"" photograph of rendering",1 photographic print,1919/1962,,,This theatre is designed with a glass front. The box office has an automobile entrance to the parking lot with an automobile exit on the other side of the building. At night varicolored lights play on the façade and the building forms its own reflective background. This design marks a transition to the drive-theatre type.,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hx3g
Lee (S. Charles) Papers,ark:/21198/zz0025hx82,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025hx82_1862565_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,,motion picture theaters|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0050601,1942,,4 x 5,"Newsreel Theatre, Oakland, façade",1 photographic print,1942,37.8079053,-122.2689506,"This photograph of the existing building in downtown Oakland was the basis for Lee's concept rendering.|~|Named ""Telenews"".",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hx82
Lee (S. Charles) Papers,ark:/21198/zz0025hx9k,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025hx9k_1862568_master.tif,,still image,Renderings|~|Architectural drawings,copyrighted,,,,motion picture theaters|~|Landmarks,Luckhaus Studio,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0050602,1942,,8 x 8,"Newsreel Theatre, Oakland, rendering",1 drawing,1942,37.8079053,-122.2689506,"Lee's rendering depicts an eye-catching marquee, probably with a revolving and illuminated globe, attached to the three-story retail and office building in downtown Oakland (See 50401-50408 for newsreel theatre concepts).|~|Named ""Telenews"".",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hx9k
Lee (S. Charles) Papers,ark:/21198/zz0025j5g0,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025j5g0_1862641_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Picwood Theate (Los Angeles, Calif.)",motion picture theaters|~|Landmarks|~|Entertainment,"Greene, Michael","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0051004,1946,,8 x 10,"Picwood Theatre,  Los Angeles, facade, night",1 photographic print,1946,25.733062,-80.3342029,"The drawing style, with its curving frame, the simple swept lines of the box office, and the abstract lines on the lobby floor, which use motifs drawn from contemporary painting, all bespeak the era of the 1930s and 1940s.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025j5g0
Lee (S. Charles) Papers,ark:/21198/zz0025j5hh,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025j5hh_1862635_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Picwood Theate (Los Angeles, Calif.)",motion picture theaters|~|auditoriums|~|Landmarks,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0051009,1946,,8 x 10,"Picwood Theatre,  Los Angeles, auditorium, side wall",1 photographic print,1946,25.733062,-80.3342029,"A molded form simulates a gigantic swag of fabric, creating a dramatic frame for the proscenium.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025j5hh
Lee (S. Charles) Papers,ark:/21198/zz0025j5j1,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025j5j1_1862629_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Picwood Theate (Los Angeles, Calif.)",balconies|~|motion picture theaters|~|auditoriums|~|Landmarks|~|Entertainment,,"Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0051007,1946,,8 x 10,"Picwood Theatre,  Los Angeles, auditorium from balcony",1 photographic print,1946,25.733062,-80.3342029,The glamour of the movies is suggested by the tropical palms decorating the side walls and the dramatic swags simulating a sumptuous curtain that frame...,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025j5j1
Lee (S. Charles) Papers,ark:/21198/zz0025j5kj,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025j5kj_1862644_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Picwood Theate (Los Angeles, Calif.)",motion picture theaters|~|Landmarks,"Shulman, Julius","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0051005,1946,,8 x 10,"Picwood Theatre,  Los Angeles, foyer entry",1 photographic print,1946,25.733062,-80.3342029,Lee uses curves and indirect lighting to create complexity in the foyer. Julius Shulman's lighting adds drama to the photograph of the space.,,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025j5kj
Lee (S. Charles) Papers,ark:/21198/zz0025j5m2,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025j5m2_1862647_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Picwood Theate (Los Angeles, Calif.)",Candy counters|~|motion picture theaters|~|Landmarks,"Shulman, Julius","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0051006,1946,,8 x 10,"Picwood Theatre,  Los Angeles, foyer, candy counter",1 photographic print,1946,25.733062,-80.3342029,"This photograph by Shulman reveals a mural on the left wall, the veneered woods below the mural and the sleek lines of the candy counter and popcorn machine.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025j5m2
Lee (S. Charles) Papers,ark:/21198/zz0025j5nk,ark:/21198/zz00096xsp,2,Completed,Work,sclee/masters/21198-zz0025j5nk_1862638_master.tif,,still image,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Picwood Theate (Los Angeles, Calif.)",motion picture theaters|~|Landmarks,"Blakeslee, Alpheus A.","Lee, S. Charles, 1899-1990","University of California, Los Angeles. $b Library Special Collections",,"S. Charles Lee Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",0051003,1946,,8 x 10,"Picwood Theatre,  Los Angeles, facade, day",1 photographic print,1946,25.733062,-80.3342029,"Newly built, the Picwood is set on a main boulevard in a residential neighborhood.",,,,Current master is 300dpi reference image,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025j5nk
