Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Type.typeOfResource,Type.genre,Subject,Rights.copyrightStatus,Rights.publicationStatus,Name.subject,Name.fashionDesigner,Rights.rightsHolderContact,Rights.servicesContact,Relation.isPartOf,Name.repository,Name.creator,Name.photographer,Rights.permission,Language,Date.normalized,Description.note,Format.extent,Alt ID.local,Date.creation,Title,Format.dimensions,Description.fundingNote,Note,Format.medium,Description.caption,Coverage.geographic,Description.contents,Publisher.publisherName,AltTitle.other,Opac url,Alt ID.url,Description.abstract,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzmh7,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0245.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,coats (garments)|~|brocade (textile),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Adrian, $d 1903-1959",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1929-05-29,"This photograph appears in Peggy Hamilton’s Los Angeles Times feature ""Fashions,"" March 17, 1929|~|Peggy Hamilton modeling an evening wrap  of Louis XIV brocade in turquoise, gold and black mink cuffs and lower band border by fashion designer Adrian of Metro-Goldwyn-Mayer Studios.",1 photographic negative,uclamss_1373_0245,"February 5, 1929","Peggy Hamilton modeling an Adrian evening wrap of brocade and mink, 1929",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: Brocaded coat. 1117.  [Printed on sleeve:] Metro-Goldwyn-Mayer Studios,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzmh7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzmh7/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzmjr,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0246.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,coats (garments),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Adrian, $d 1903-1959",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1929-05-29,"Three of the 7 garments represented in the February 5, 1929 photo session are documented as being by Adrian; the remaining 4 appear to be Adrian designs as well.|~|Text from negative sleeve: Banana coat. 11168. [printed on envelope:] Metro-Goldwyn-Mayer Studios|~|This photograph appears in Peggy Hamilton’s Los Angeles Times feature ""Fashions,"" June 22, 1930, pg. H3|~|Peggy Hamilton modeling a coat with a shawl collar, dolman sleeves. The fabric of the body of the coat is very light with the collar, hem and underarms done in a very dark color. Possibly designed by Adrian of Metro-Goldwyn-Mayer Studios",1 photographic negative,uclamss_1373_0246,"February 5, 1929","Peggy Hamilton modeling an Adrian coat called the ""banana coat"" (probably by Adrian), 1929",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Printed on negative edge: FEB 5. 29. PUB. 528. BULL [and handwritten:] 436. 11168,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzmjr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzmjr/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzmk8,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0247.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,cuffs (costume components)|~|fur|~|coats (garments)|~|brocade (textile),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Adrian, $d 1903-1959",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1929,"A different photograph of Peggy Hamilton wearing this brocaded evening wrap appears in her Los Angeles Times feature ""Fashions,"" on March 17, 1929, pg. J3.|~|Peggy Hamilton modeling an evening wrap of Louis XIV brocade in turquoise, gold and black, with circular band and cuffs of mink created by Adrian of Metro-Goldwyn-Mayer Studios.",1 photographic negative,0247|~|uclamss_1373_0247,1929,"Peggy Hamilton modeling an Adrian evening wrap of brocade and mink, 1929",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: Brocaded coat 11175|~|Handwritten on edge of negative: 11175,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzmk8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzmk8/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzmms,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0248.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,cuffs (costume components)|~|fur|~|coats (garments),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Adrian, $d 1903-1959",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1929/1933,"Peggy Hamilton modeling long, close-fitting  coat with a gores at the bottom and a fur shawl collar and fur cuffs, designed by Adrian",1 photographic negative,uclamss_1373_0248,[circa 1929-1933],"Peggy Hamilton modeling an Adrian full-length coat trimmed with fur, circa 1929-1933",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Handwritten on edge of negative: RKO-151,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzmms,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzmms/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzmn9,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0249.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|acetate film,net (textile)|~|cocktail dresses|~|embroidery (visual works),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984","Adrian, $d 1903-1959",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1929-02-05,"Adrian (Adolph Greenberg), an American costume designer during the 1930s and 1940s, designed costumes for over 250 films. In the 1940's he became a fashion designer as well.|~|Details of other photographs in which Hamilton is wearing this dress appear in Peggy Hamilton’s Los Angeles Times feature ""Fashions,"" August 3, 1930. pg. G3 and August 24, 1930, pg. G3|~|Three of the 7 garments represented in the February 5, 1929 photo session are documented as being by Adrian; the remaining 4 appear to be Adrian designs as well.|~|Peggy Hamilton modeling a short dark dress with a train. The back and front of the bodice have triangular pieces of sheer net fabric embellished with metallic embroidery.",1 photographic negative,uclamss_1373_0249,"February 5, 1929","Peggy Hamilton modeling an Adrian cocktail dress (probably by Adrian), 1929",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,,Text from negative sleeve: Head. 11165. [printed on negative envelope:] Metro-Goldwyn-Mayer.|~|Printed on edge of negative: FEB 5 29. PUB. 528. NO. PR. Handwritten on edge of negative: 11163,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzmn9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzmn9/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzmpt,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0250.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,capes (outerwear)|~|fur|~|gloves|~|crepe (textile)|~|hats,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1933-03-07,"A different photograph of Peggy Hamilton wearing this caracul garment appears in her Los Angeles Times feature ""Fashions,"" on August 20, 1933, pg. F4.|~|Peggy Hamilton modeling a fur garment fashioned from white caracul. The top has a close-fitting vest effect with a graceful cape. The hat is made of frosted crepe wool.",1 photographic negative,uclamss_1373_0250,"March 7, 1933","Peggy Hamilton modeling a white caracul cape and frosted crepe wool hat, 1933",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text on edge of negative: MAR. 7 33 PUB 530 BULL. 962|~|Text from negative sleeve: MGM B962- March 1933 962,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzmpt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzmpt/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzmqb,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0251.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,hats,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1931-04-22,Peggy Hamilton modeling a Beaudine felt hat with a band made from 2 ribbons.,1 photographic negative,uclamss_1373_0251,"April 22, 1931","Peggy Hamilton modeling a Beaudine hat, 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: MGM-709. Head - Beaudine hat. April 1931 [stamped on negative envelope: Metro-Goldwyn-Mayer Studios].|~|Printed on edge of negative: APR 22 31. PUB 257. Handwritten on edge of negative: 1934.,California,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzmqb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzmqb/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzmrv,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0252.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,hats|~|necklaces,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1931-04-22,Peggy Hamilton modeling a Beaudine felt hat with a band made from 2 ribbons.,1 photographic negative,uclamss_1373_0252,"April 22, 1931","Peggy Hamilton modeling a Beaudine hat, 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text from negative sleeve: Peggy Hamilton. 697. [printed on negative envelope:] Metro-Goldwyn-Mayer|~|Printed on edge of negative: APR 22 31. PUB 257. Handwritten on edge of negative: 697.  1905,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzmrv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzmrv/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzmsc,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0253.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,ensembles (costume)|~|gloves|~|coats (garments)|~|hats,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1931-05,"Peggy Hamilton modeling a sports ensemble of a coat with belt, hat and gloves in white angora wool|~|A different photograph of Peggy Hamilton wearing this coat and hat appears in her Los Angeles Times feature ""Fashions,"" July 12, 1931, pg. H3",1 photographic negative,uclamss_1373_0253,May 1931,"Peggy Hamilton modeling a Beaudine Hat with a sports ensemble in white angora wool, 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,"Printed on edge of negative: APR 22, 1931. PUB 527 BULL. Handwritten on edge of negative: 1910.   699|~|Text from negative sleeve: 699 [stamped on the negative sleeve:] Metro-Goldwyn-Mayer",California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzmsc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzmsc/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzmtw,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0254.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,ensembles (costume)|~|gloves|~|coats (garments)|~|hats,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1931-05,"Peggy Hamilton modeling a sports ensemble of a coat with belt, Beaudine hat and gloves in white angora wool|~|A different photograph of Peggy Hamilton wearing this coat and hat appears in her Los Angeles Times feature ""Fashions,"" July 12, 1931, pg. H3",1 photographic negative,uclamss_1373_0254,May 1931,"Peggy Hamilton modeling a Beaudine Hat with a sports ensemble in white angora wool, 1931",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,"Text from negative sleeve: MGM 707. felt Hat. May 1931. Beaudine. Beaudine Hat.  M.. Mcgrath. P. Hamilton.|~|Printed on edge of negative: APR 22, 1931. PUB 527 BULL. Handwritten on edge of negative: 1880. 707",California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzmtw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzmtw/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzmvd,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0255.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,fur|~|cloches (hats)|~|gloves|~|sealskin|~|coats (garments),copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984",,,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1933-03-07,"Peggy Hamilton modeling a sealskin coat trimmed with ermine, gloves and a cloche.",1 photographic negative,uclamss_1373_0255,"March 7, 1933","Peggy Hamilton modeling a sealskin coat trimmed in ermine, 1933",8 x 10 inches,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Text on edge of negative: MAR. - 7 33. PUB 530 BULL.|~|Text from negative sleeve: MGM - B957 March 1933; 957,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzmvd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzmvd/manifest
Adams (Peggy Hamilton) Papers.  Collection 1373,ark:/21198/zz002bzmwx,ark:/21198/zz0008hs10,2,Completed,Work,adams/masters/uclamss_1373_0256.tif,,,,private,still image,Fashion photographs|~|Black-and-white photographs|~|cellulose nitrate film,dresses (garments)|~|ruffle|~|chiffon|~|hairstyles,copyrighted,,"Adams, Peggy Hamilton, $d 1890-1984|~|Weaver Jackson Salon","Adrian, $d 1903-1959",,,"Peggy Hamilton Adams Papers (Collection 1373).  UCLA Library Special Collections, Charles E. Young Research Library.","University of California, Los Angeles. $b Library Special Collections",,,N,zxx,1933-03-07,"Peggy Hamilton modeling a permanent wave, styled by an operator at the Weaver Jackson Larchmont Salon. Hamilton is wearing a gown with a dark bodice and an underblouse with a chiffon (probably) ruffle down the front by Adrian of Metro-Goldwyn-Mayer-Studios.|~|This photograph appears in Peggy Hamilton’s Los Angeles Times feature ""Fashions,"" May 7, 1933, pg. G4.|~|Adrian (Adolph Greenberg), an American costume designer during the 1930s and 1940s, designed costumes for over 250 films. In the 1940's he became a fashion designer as well.",1 photographic negative,uclamss_1373_0256,"March 7, 1933","Peggy Hamilton modeling an Adrian gown and a Weaver Jackson hairstyle, 1933",,Access to this collection is generously supported by Arcadia funds.,,b&w nitrate negative,Printed on edge of negative: MAR. 7 33. PUB 530 BULL.  Handwritten on edge of negative: 955|~|Text from negative sleeve: Headdress - Adrian gown. 955. MGM-B-955. March 1933,California--Culver City,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bzmwx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bzmwx/manifest
