Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Duplicate,Delete in Title,Thumbnail,Type.genre,Type.typeOfResource,Rights.copyrightStatus,Subject,Name.subject,Name.creator,Rights.servicesContact,Language,Name.repository,Name.artist,Rights.permission,Name.photographer,Name.correspondent,Description.note,Alt ID.local,AltTitle.other,Title,Date.creation,Format.extent,Date.normalized,Coverage.geographic,Alt ID.collection,Description.caption,Alt ID.url,Summary,Relation.url,Opac url,Finding Aid URL,Alt ID.mp4,Format.medium,Relation.isPartOf
Huxley (Aldous) Collection,ark:/21198/zz002b1168,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1168-1-master.wav,414,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape132,"Aldous Huxley, moderator, Darwin and Religion (tape 132)",,1959 Nov 20,56:38 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b117s,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b117s-1-master.wav,415,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape133,"Aldous Huxley, lecture, Man and Religion (tape 133)",,1959 Nov 23,63:29 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1189,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1189-1-master.wav,416,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape134,"Aldous Huxley, moderator, Darwin and Philosophy (tape 134)",,1959 Dec 4,51:53 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b119t,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b119t-1-master.wav,417,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape135,"Aldous Huxley, lecture, Latent Human Potentialities, Part I (tape 135)",,1959 Dec 7,38:40 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b11bb,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b11bb-1-master.wav,419,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording|~|original tape damaged,uclamss_2009_tape136,"Aldous Huxley, lecture, Latent Human Potentialities, Part II (tape 136)",,1959 Dec 7,34:57 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b11cv,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b11cv-1-master.wav,421,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Tape drops out from 24:37-24:42|~|Personal- Recording,uclamss_2009_tape138,"Aldous Huxley, lecture, Natural History of Visions, Part II, UCSB (tape 138)",,1959 Dec 14,34:58 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b11dc,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b11dc-1-master.wav,422,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording|~|Tape has intermittent sounds from another recording that was not fully erased.,uclamss_2009_tape139,"Aldous Huxley, lecture, Man and civilization: Control of the mind, Part I, UC Berkeley (tape 139)",,1961 Jan 28,47:23 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b11fw,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b11fw-1-master.wav,423,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape140,"Aldous Huxley, lecture, Man and civilization: Control of the mind, Part II, UC Berkeley (tape 140)",,1961 Jan 28,33:34 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b11gd,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b11gd-1-master.wav,424,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape141,"Aldous Huxley and others, panel and discussion, Politics of Ecology, Center for the Study of Democratic Institutions, Santa Barbara, CA (tape 141)",,1962 Mar,46:02 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b11hx,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b11hx-1-master.wav,425,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,recording concluded on tape no. 142B|~|Personal- Recording,uclamss_2009_tape142A,"Aldous Huxley, lecture, Human potentialities (tape 142A)",,1962 Oct,50:31 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b11jf,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b11jf-1-master.wav,426,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,lecture continued from tape no. 142A|~|Personal- Recording,uclamss_2009_tape142B,"Aldous Huxley, lecture, Human potentialities, conclusion. Interview, ""Kaleidoscope"", NET-TV (tape 142B)",,1962 Oct; 163 Jul 21,40:03 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b11kz,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b11kz-1-master.wav,427,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape143,"Aldous Huxley and Dr. P. Sorokin, excerpts from taped conversations between Huxley and Sorokin (tape 143)",,1959 Mar,44:41 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b11mg,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b11mg-1-master.wav,428,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape144,"Aldous Huxley, lecture, Matter, mind and the question of survival, Part II, UCSB (tape 144)",,1960 May 10,45:35 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b11n0,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b11n0-1-master.wav,429,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape145,"Aldous Huxley, lecture, Matter, mind and the question of survival, Part I, UCSB (tape 145)",,1960 May 10,27:17 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b11ph,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b11ph-1-master.wav,430,,,,,,sound recording-nonmusical,copyrighted,,,"Cukor, George, $d 1899-1983|~|Huxley, Laura Archera",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape146,"Laura Huxley, George Dewey Cukor, Christopher Isherwood and Robert Maynard Hutchins, Program on Aldous Huxley, USC (tape 146)",,1965 Mar 18,48:54 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b11q1,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b11q1-1-master.wav,431,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape147A,"Aldous Huxley, lecture, Visionary Experience, Part I, Lake Forest College, Lake Forest, IL.(tape 147A)",,1960 Apr 7,72:15 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b11rj,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b11rj-1-master.wav,432,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,"Personal- Recording|~|Lecture continued from 147A, Discussion with students has low sound quality",uclamss_2009_tape147b,"Aldous Huxley, lecture, Visionary Experience, Part II, Discussion with students, Lake Forest College, Lake Forest, IL.(tape 147B)",,1960 Apr 7,73:43 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b11s2,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b11s2-1-master.wav,433,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Personal- Recording,uclamss_2009_tape148,"Symposium on the Control of the Mind, Opening remarks and introduction, UC San Francisco (tape 148)",,1961,16:35 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b11tk,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b11tk-1-master.wav,434,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Retrospective- Recording,uclamss_2009_tape149,"Retrospective ""Ideas"", ""Aldous Huxley and Beyond: Heredity and the Man"", Part I, Hosted by Barry Morse, Canadian Broadcasting Corporation (tape 149)",,1973 Dec 3,60:30 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b11v3,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b11v3-1-master.wav,435,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Retrospective- Recording,uclamss_2009_tape150,"Retrospective ""Ideas"", ""Aldous Huxley and Beyond: Heredity and the Man"", Part II, Hosted by Barry Morse, Canadian Broadcasting Corporation (tape 150)",,1973 Dec 3,58:56 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b11wm,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b11wm-1-master.wav,436,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Retrospective- Recording,uclamss_2009_tape151,"Retrospective ""Ideas"", ""Aldous Huxley and Beyond: Heredity and the Man"", Part III, Hosted by Barry Morse, Canadian Broadcasting Corporation (tape 151)",,1973 Dec 3,57:58 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b11x4,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b11x4-1-master.wav,437,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Retrospective- Recording,uclamss_2009_tape152,"Retrospective ""Ideas"", ""Aldous Huxley and Beyond: Heredity and the Man"", Part IV, Hosted by Barry Morse, Canadian Broadcasting Corporation (tape 152)",,1973 Dec 3,59:02 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b11zn,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b11zn-1-master.wav,420,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape137,"Aldous Huxley, lecture, Natural History of Visions, Part I, UCSB (tape 137)",,1959 Dec 14,39:58 min.,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b12p0,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b12p0-1-master.wav,438,,,,,,sound recording-nonmusical,copyrighted,,,,,eng,,,Y,,,Retrospectives- Recording,uclamss_2009_tape153,"Retrospective ""Ideas"", ""Aldous Huxley and Beyond: Heredity and the Man"", Part V, Hosted by Barry Morse, Canadian Broadcasting Corporation (tape 153)",,1973 Dec 7,58:37,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b12r1,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b12r1-1-master.wav,471,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape184,"Aldous Huxley with Lawrence Clark Powell, Majl Ewing, Grover Jacoby, Mrs. Frieda Lawrence Ravagli, Mrs. D. Mitchell, D.H. Lawrence, roundtable, Friends of the Library (tape 184)",,n.d.,23:00 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b12sj,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b12sj-1-master.wav,473,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Lectures and Speeches- Recording|~|poor sound quality,uclamss_2009_tape185,"Aldous Huxley, lecture, Human Potentialites, MIT (tape 185)",,1960 Apr,53:13 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b12t2,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b12t2-1-master.wav,475,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Lectures and Speeches- Recording|~|poor sound quality,uclamss_2009_tape186,"Aldous Huxley, lecture, Visionary Experience, unknown location (tape 186)",,1960,63:43 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b12vk,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b12vk-1-master.wav,477,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape187,"Aldous Huxley, lecture, Human Potentialities, Symposium on the Control of the Mind, UC San Francisco (tape 187)",,1961 Jan 28,67:38 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b12w3,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b12w3-1-master.wav,478,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape188,"Aldous Huxley, lecture, Population Explosion of World and its Consequences, unknown location (tape 188)",,1960 Sept 9,58:44 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b12xm,ark:/21198/zz00253vz2,2,Completed,Work,,479,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002b12xm%2Ftc16zd5g,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape189,"Aldous Huxley, narrator, opening remarks only, dramatization of Brave New World, The Theater of the Mind, CBS radio (tape 189)",,n.d.,59:02 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b12z4,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b12z4-1-master.wav,480,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape190,"Aldous Huxley, lecture, Possibilities of man (The), San Francisco State College (tape 190)",,1961 Dec 7,60:38 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1304,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1304-1-master.wav,481,,true,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape191A,"Duplicate of UCLA Tape no 190. Aldous Huxley, lecture, Possibilities of man (The), San Francisco State College (tape 191A)",,1961 Dec 7,58:50 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b131n,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b131n-1-master.wav,482,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape191B,"Aldous Huxley, lecture, Visionary Experience, UC Berkeley (tape 191B)",,1962 Apr 24,48:16 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1325,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1325-1-master.wav,483,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape192,"Aldous Huxley, lecture, Visionary Experience, unknown location (tape 192)",,n.d.,52:55 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b133p,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b133p-1-master.wav,484,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape193,"Aldous Huxley, lecture, Visionary Experience, unknown location (different from UCLA Tape no. 192) (tape 193)",,1962 Apr. 24,73:54 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1346,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1346-1-master.wav,485,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape194,"Aldous Huxley, reading aloud, Time must have a stop, middle section (tape 194)",,n.d.,32:21 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b135q,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b135q-1-master.wav,486,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape195,"Aldous Huxley, reading aloud, Time must have a stop, beginning and only (and 6 other segments) (tape 195)",,n.d.,65:28 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1367,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1367-1-master.wav,487,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape196,"Aldous Huxley, reading aloud, Time must have a stop, concluded. Unidentified music (medieval?) (tape 196)",,n.d.,37:35 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b137r,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b137r-1-master.wav,488,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape197,"Aldous Huxley, reading aloud, Traherne, Prior (tape 197)",,"n.d., postmarked 1980 Dec 31",28:42 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b1388,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b1388-1-master.wav,489,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Retrospectives- Recording,uclamss_2009_tape198,"Retrospective, Aldous Huxley, speaker, Yehudi Menuhin: Friends and Contemporaries, BBC Archives, WFMT Chicago Fine Arts Station; Aldous Huxley reading aloud, Brave New (tape 198)",,n.d.,52:24 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b139s,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b139s-1-master.wav,490,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape199,"Laura Huxley, self-recorded message from Walter Volker, reply to letter from Laura Huxley regarding recorded audio of Aldous Huxley (tape 199)",,n.d.,70:19 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b13b9,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b13b9-1-master.wav,491,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape200B,"Aldous Huxley, lecture, Human Potentialities, symposium [?] [rebroadcast?] (tape 200A)",,1965 Apr 1,65:40 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b13ct,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b13ct-1-master.wav,492,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Lectures and Speeches- Recording|~|Continued from UCLA Tape No. 200 A,uclamss_2009_tape200B,"Aldous Huxley, lecture, Human Potentialities, symposium [?] [rebroadcast?] (tape 200B)",,1965 Apr 1,9:49 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b13db,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b13db-1-master.wav,493,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape201,"Aldous Huxley, lecture, Visionary Experience, Colgate (?) Symposium, Hamilton, NY  (tape 201)",,1962 Apr,46:53 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b13fv,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b13fv-1-master.wav,494,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape202,"Aldous Huxley, lecture, Visionary Experience, Part II ? (tape 202)",,n.d.,13:42 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b13gc,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b13gc-1-master.wav,495,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape203,"Aldous Huxley, lecture, Visionary Experience, unknown location, Part I ? (tape 203)",,n.d.,23:24 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b13hw,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b13hw-1-master.wav,496,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape204,"Aldous Huxley, lecture, Visionary Experience, unknown location, Part IV?  (tape 204)",,n.d.,16:18 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b13jd,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b13jd-1-master.wav,497,,true,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape205,"Duplicate of UCLA Tape no. 203, Aldous Huxley, Visionary Experience, unknown location, Part I? (tape 205)",,n.d.,52:59 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b13kx,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b13kx-1-master.wav,498,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Aldous, 1894-1963",,eng,,,Y,,,Lectures and Speeches- Recording,uclamss_2009_tape206,"Aldous Huxley, lecture, Human Potentialities (tape 206)",,n.d.,47:34 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b13mf,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b13mf-1-master.wav,499,,,,,,sound recording,copyrighted,,,"Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,eng,,,Y,,,Music- Recording,uclamss_2009_tape207A,"Music, compilation of chants and nature sounds [collected by Aldous Huxley and Laura Huxley?]  (tape 207A)",,n.d.,71:02 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b13nz,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b13nz-1-master.wav,500,,,,,,sound recording,copyrighted,,,"Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,eng,,,Y,,,Music- Recording,uclamss_2009_tape207B,Music (continued from UCLA Tape no. 207A) (tape 207B),,n.d.,55:08 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b13pg,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b13pg-1-master.wav,501,,,,,,sound recording,copyrighted,,,"Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,eng,,,Y,,,Music- Recording,uclamss_2009_tape207C,Music (continued from UCLA Tape no. 207b)  (tape 207C),,n.d.,70:18 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b13q0,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b13q0-1-master.wav,502,,,,,,sound recording,copyrighted,,,"Huxley, Aldous, 1894-1963|~|Huxley, Laura Archera",,eng,,,Y,,,Music- Recording,uclamss_2009_tape207D,Music (continued from UCLA Tape no. 207C) (tape 207D),,n.d.,56:03 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b13rh,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b13rh-1-master.wav,503,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape208,"Laura Huxley, letter to Julian and Juliette Huxley, regarding last week of Aldous Huxley's life, Part I (tape 208)",,1963 Dec 1,46:45 min,,,,,,,,,,,,
Huxley (Aldous) Collection,ark:/21198/zz002b13s1,ark:/21198/zz00253vz2,2,Completed,Work,huxle/audio/21198-zz002b13s1-1-master.wav,504,,,,,,sound recording-nonmusical,copyrighted,,,"Huxley, Laura Archera",,eng,,,Y,,,Personal- Recording,uclamss_2009_tape209,"Laura Huxley, letter to Julian and Juliette Huxley, regarding last week of Aldous Huxley's life, Part II (tape 209)",,1963 Dec 1,2:25 min,,,,,,,,,,,,
