"Project Name","Item ARK","Parent ARK","Object Type","File Name","Item Sequence","Type.typeOfResource","Rights.copyrightStatus","Name.sponsor","Name.subject","Publisher.publisherName","Rights.servicesContact","Subject.conceptTopic","Type.genre","Language","Name.repository","Name.designer","Subject.uniformTitle","Name.photographer","Name.creator","Subject.geographicPlace","Coverage.geographic","Description.note","Date.normalized","Publisher.placeOfOrigin","Title","Date.creation","Alt ID.local","Format.extent","Description.caption","AltTitle.parallel","AltTitle.other","Publisher.publisherName"
"Ethiopian Posters","21198/zz002hhn8b","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder011_001.tif","","still image","","","","World Health Organization|~|Ethiopia. $b YaṬénā ṭebaqā ministér","","Poliomyelitis $z Ethiopia|~|Poliomyelitis $x Diagnosis $z Ethiopia","posters","eng","University of California, Los Angeles. $b Library Special Collections","IPA","","","","","Ethiopia","Logos for the World Health Organization and Federal Ministry of Health in bottom corners of the poster.|~|Poster lists two clues on how to identify acute flaccid paralysis paired with two images, then eight steps of instructions on how to collect a stool sample. Main colors are white, orange, and peach.","1990/2010","[Addis Ababa (Ethiopia)]","Acute flaccid paralysis case definition","[between 1990 and 2010]","ucla_1922_box04_folder011_001","1 poster : col.","Steps for specimen collection, handling, and transport for suspected AFP cases|~|Design & printed by IPA|~|Any child <15 years of age with sudden onset of weakness or floppiness in one or more limbs, or, any person of any age in whom a clinician suspects polio","","",""
"Ethiopian Posters","21198/zz002hhn9v","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder011_002.tif","","still image","","Fitun Warmline","Ethiopian Medical Association. $b Medical Conference & Medical Exhibition","Ethiopian Medical Association","","","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Tan and peach poster. A male and female doctors examine a chart in the foreground. In the background is a caduceus. Smaller pictures along the bottom of the poster are of the female doctor seated at her desk, talking to a patient, and the male doctor taking the blood pressure of another patient.","2008-06","[Ethiopia]","Medical ethics & practice in Ethiopia: EMA annual conference, June 2008","June 2008","ucla_1922_box04_folder011_002","1 poster : col.","Wherever the art of medicine is loved, there is also love for humanity--Hippocrates.","","EMA annual conference, June 2008|~|Medical ethics and practice in Ethiopia",""
"Ethiopian Posters","21198/zz002hhnbc","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder011_003.tif","","still image","","","","","","Ivermectin|~|Onchocerciasis $z Ethiopia $x Prevention","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","A summary sheet with blanks to fill in for information on treating/preventing onchocerciasis. Faintly printed in the background is the seal for EPOC.","1995/2010","[Ethiopia]","Ethiopian Program for Onchocerciasis Control (EPOC): CDTI activities summary sheet","[between 1995 and 2010]","ucla_1922_box04_folder011_003","1 poster : col.","1. Basic information. 2. Treatment coverage. 3. Training, health education and social mobilization. 4. Mectizan inventory","","CDTI activities summary sheet",""
"Ethiopian Posters","21198/zz002hhncw","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder011_004.tif","","still image","","","Ethiopian Medical Association. $b Medical Conference","Ethiopian Medical Association","","","posters","eng|~|amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Yellow-green poster is chiefly text, with an photographic image of a stethoscope and a blood pressure cuff.","2009-06-03","Addis Ababa (Ethiopia)","Ethiopian Medical Association, 45th annual medical conference: Meeting the millenium development goals in the health sector","June 3, 2009","ucla_1922_box04_folder011_004","1 poster : col.","The three-day conference is open to medical doctors only!|~|June 3-5, 2009, UNECA Conference Center, Addis Ababa, Ethiopia.|~|AB Get Printing Press","","Meeting the millenium development goals in the health sector|~|45th annual medical conference",""
"Ethiopian Posters","21198/zz002hhndd","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder011_005.tif","","still image","","","","World Health Organization|~|Ethiopia. $b YaṬénā ṭebaqā ministér","","Measles $x Diagnosis $z Ethiopia|~|Measles $z Ethiopia","posters","eng","University of California, Los Angeles. $b Library Special Collections","IPA","","","","","Ethiopia","Green and light green poster. Has 4 photographs of children with symptoms of measles. Below that are five steps of instructions on collecting, handling, and transporting a blood specimen.|~|World Health Organization and Federal Ministry of Health logos in bottom corners of poster.","1990/2010","[Addis Ababa (Ethiopia)]","Case definition of measles","[between 1990 and 2010]","ucla_1922_box04_folder011_005","1 poster : col.","Design & printed by IPA|~|Standard procedure for collection, handling, and transport of BLOOD specimen for suspected measles cases.|~|Any person with fever and maculo -papular rash plus any one or more of the following: cough, coryza (runny nose), conjunctivitis (red eyes), or if a clinician suspects measles.","","",""
"Ethiopian Posters","21198/zz002hhnfx","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder011_006.tif","","still image","","","","World Health Organization|~|Ethiopia. $b YaṬénā ṭebaqā ministér","","Tetanus in newborn infants $z Ethiopia|~|Tetanus in newborn infants $x Diagnosis $z Ethiopia|~|Neonatal infections $z Ethiopia","posters","eng","University of California, Los Angeles. $b Library Special Collections","IPA","","","","","Ethiopia","Poster is white and yellowish green. Photograph of a newborn baby showing signs of neonatal tetanus, in that their body is stiff and convulsed. A description of symptoms is printed above the image. Below the image are instructions for health workers on reporting suspected cases of neonatal tetanus.|~|World Health Organization and Ministry of Health logos on the bottom of the poster.","1990/2010","[Addis Ababa (Ethiopia)]","Standard case definition of neonatal tetanus (NNT)","[between 1990 and 2010]","ucla_1922_box04_folder011_006","1 poster : col.","Design & printed by IPA|~|NNT case reporting and investigation: health workers","","",""
"Ethiopian Posters","21198/zz002hhngf","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder012_001.tif","","still image","","","","","","Industrial safety $z Ethiopia","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Possibly belongs to a series of safety posters put out by the Ministry of Health and World Health Organization, issued around 2004 or 2005.|~|A man in blue coveralls is dangerously trying to get a drill on a high shelf. The board he is pulling on while feeling around for the drill is about to fall on him, along with the drill itself.","2004/2005","[Addis Ababa (Ethiopia)?]","Man trying to get drill on a too-high shelf [descriptive]","[2004 or 2005?]","ucla_1922_box04_folder012_001","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hhnhz","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder012_002.tif","","still image","","","","","","Industrial safety $z Ethiopia","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Possibly belongs to a series of safety posters put out by the Ministry of Health and World Health Organization, issued around 2004 or 2005.|~|A man in blue coveralls and boots is running down a flight of stairs while carrying a bundle of rods or sticks.","2004/2005","[Addis Ababa (Ethiopia)?]","Man carrying sticks or rods, running down stairs [descriptive]","[2004 or 2005?]","ucla_1922_box04_folder012_002","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hhnjg","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder012_003.tif","","still image","","","","","","Industrial safety $z Ethiopia","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Possibly belongs to a series of safety posters put out by the Ministry of Health and World Health Organization, issued around 2004 or 2005.|~|Man in blue coveralls is carrying two boxes down a flight of stairs. The boxes obscure his eyes and he can't see where he is going.","2004/2005","[Addis Ababa (Ethiopia)?]","Man carrying boxes down a flight of stairs [descriptive]","[2004 or 2005?]","ucla_1922_box04_folder012_003","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hhnk0","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder012_004.tif","","still image","","","","","","Industrial safety $z Ethiopia","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Possibly belongs to a series of safety posters put out by the Ministry of Health and World Health Organization, issued around 2004 or 2005.|~|A man carrying a box appears to have fallen down a short flight of stairs. He is seated on the stairs, with his legs extended in front of him, as if he slid down. The box obscures his face.","2004/2005","[Addis Ababa (Ethiopia)?]","Man carrying a box falling down stairs [descriptive]","[2004 or 2005?]","ucla_1922_box04_folder012_004","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hhnmh","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder012_005.tif","","still image","","","","","","Industrial safety $z Ethiopia","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","A man in blue coveralls is ducking and walking under a crate suspended by a rope.|~|Possibly belongs to a series of safety posters put out by the Ministry of Health and World Health Organization, issued around 2004 or 2005.","2004/2005","[Addis Ababa (Ethiopia)?]","Man walking under a suspended crate [descriptive]","[2004 or 2005?]","ucla_1922_box04_folder012_005","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hhnn1","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder012_006.tif","","still image","","","","","","Industrial safety $z Ethiopia","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Possibly belongs to a series of safety posters put out by the Ministry of Health and World Health Organization, issued around 2004 or 2005.|~|A woman in a blue dress and brown head wrap and apron holds a saw blade. She appears to cut off the fingers on her left hand. Blood drips off the blade. A blue machine is behind her.","2004/2005","[Addis Ababa (Ethiopia)?]","Woman improperly handling a sawblade [descriptive]","[2004 or 2005?]","ucla_1922_box04_folder012_006","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hhnpj","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder012_007.tif","","still image","","","","","","Industrial safety $z Ethiopia","posters","amh","University of California, Los Angeles. $b Library Special Collections","","","","","","Ethiopia","Possibly belongs to a series of safety posters put out by the Ministry of Health and World Health Organization, issued around 2004 or 2005.|~|A bleeding right hand is above a sawblade mounted in a table. The hand's ring finger and pinkie have been cut off by the blade.","2004/2005","[Addis Ababa (Ethiopia)?]","Bleeding hand next to a sawblade with cut off fingers [descriptive]","[2004 or 2005?]","ucla_1922_box04_folder012_007","1 poster : col.","","","",""
"Ethiopian Posters","21198/zz002hhnq2","21198/zz002h77vr","Work","ethiopian_posters/image/ucla_1922_box04_folder012_008.tif","","still image|~|still image","","","","Health Education Center (Addis Ababa, Ethiopia)|~|Health Education Center (Addis Ababa, Ethiopia)","","Health education $z Ethiopia|~|Health education $z Ethiopia","posters|~|posters","eng|~|eng|~|amh|~|amh","University of California, Los Angeles. $b Library Special Collections|~|University of California, Los Angeles. $b Library Special Collections","","","","","Ethiopians $x Health and hygiene|~|Ethiopians $x Health and hygiene","Ethiopia|~|Ethiopia","Poster is mostly white. An illustrated circle with spokes is in the center of the poster. The center hub image is of a hut with some small houses and a couple of black cows. Other images (clockwise from top): a woman burning trash; a woman cooking over a brick oven; a woman pumping water; a woman bathing by pouring water over herself; a woman putting dishes away; and a woman washing her hands after using the restroom.|~|Text is primarily Amharic. Publisher's logo is the only English.|~|Health Education Center logo in lower left corner.|~|Poster is mostly white. An illustrated circle with spokes is in the center of the poster. The center hub image is of a hut with some small houses and a couple of black cows. Other images (clockwise from top): a woman burning trash; a woman cooking over a brick oven; a woman pumping water; a woman bathing by pouring water over herself; a woman putting dishes away; and a woman washing her hands after using the restroom.|~|Text is primarily Amharic. Publisher's logo is the only English.|~|Health Education Center logo in lower left corner.","2004/2005|~|2004/2005","[Addis Ababa (Ethiopia)]|~|[Addis Ababa (Ethiopia)]","A poster with small images of a woman practicing proper hygiene [descriptive]|~|A poster with small images of a woman practicing proper hygiene [descriptive]","[2004 or 2005?]|~|[2004 or 2005?]","ucla_1922_box04_folder012_008|~|ucla_1922_box04_folder012_008","1 poster : col.|~|1 poster : col.","","","",""
