"Project Name","Item ARK","Parent ARK","Object Type","File Name","Item Sequence","Type.typeOfResource","Rights.copyrightStatus","Subject","Name.subject","Type.genre","Name.repository","Rights.servicesContact","Language","Rights.permission","Name.photographer","Name.artist","Name.architect","Title","AltIdentifier.local","Format.extent","Format.medium","Relation.isPartOf","Description.fundingNote","Coverage.geographic","Description.latitude","Description.longitude","Description.note","Date.creation","Date.normalized","Description.caption","Coverage.temporal","AltIdentifier.collection"
"Connell (Will) Papers, 1928-1961","21198/zz002j91cx","21198/zz002h2fpt","Work","connell/image/uclamss_893_0094.tif","","still image","copyrighted","Clotheslines|~|Clothespins|~|Laundry $z California","","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Close-up view of a clothespin holding laundry on a clothesline, between 1925-1939","uclamss_893_0094","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Close-up view of a clothespin holding laundry on a clothesline.|~|""BHGs"" on the negative sleeve probably refers to the magazine ""Better Homes and Gardens.""","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. B.U.S. & BHGs Broadside","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j91df","21198/zz002h2fpt","Work","connell/image/uclamss_893_0095.tif","","still image","copyrighted","Tubas|~|Musicians $x American $z California","","photomontages|~|black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Photomontage composition with repeated images of a man playing a tuba, 1925-1939","uclamss_893_0095","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","""BHGs"" on the negative sleeve probably refers to the magazine ""Better Homes and Gardens.""|~|Photomontage with repeated images of a man in a band uniform playing a tuba, possibly created for the magazine Better Homes and Gardens.","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. B.U.S. & BHGs Broadside","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j91fz","21198/zz002h2fpt","Work","connell/image/uclamss_893_0096.tif","","still image","copyrighted","Tubas|~|Tubas|~|Tubas|~|Musicians $x American $z California","","photomontages|~|black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Photomontage composition with repeated images of a man playing a tuba, 1925-1939","uclamss_893_0096","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Photomontage with repeated images of a man in a band uniform playing a tuba,  possibly created for the magazine Better Homes and Gardens.|~|""BHGs"" on the negative sleeve probably refers to the magazine ""Better Homes and Gardens.""|~|This image incorporates these 2 images: ark no. 21198/zz002j91gg and ark. no. 21198/zz002j91h0","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. B.U.S. & BHGs Broadside","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j91gg","21198/zz002h2fpt","Work","connell/image/uclamss_893_0097.tif","","still image","copyrighted","Tubas|~|Musicians $x American $z California","","photomontages|~|black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Photomontage composition with repeated images of a man playing a tuba, 1925-1939","uclamss_893_0097","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","This image, combined with image ark no. 21198/zz002j91h0 was used to make image ark no. 21198/zz002j91fz.|~|""BHGs"" on the negative sleeve probably refers to the magazine ""Better Homes and Gardens.""|~|Photomontage composition with repeated images of a man in a band uniform playing a tuba, possibly created for the magazine Better Homes and Gardens.","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. B.U.S. & BHGs Broadside","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j91h0","21198/zz002h2fpt","Work","connell/image/uclamss_893_0098.tif","","still image","copyrighted","Tubas|~|Musicians $x American $z California","","black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Photomontage composition with repeated images of a man playing a tuba, 1925-1939","uclamss_893_0098","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","""BHGs"" on the negative sleeve probably refers to the magazine ""Better Homes and Gardens.""|~|Photomontage composition with repeated images of a man in a band uniform playing a tuba, possibly created for the magazine Better Homes and Gardens.|~|This image, combined with image ark no. 21198/zz002j91gg was used to make image ark no. 21198/zz002j91fz.","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. B.U.S. & BHGs Broadside","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j91jh","21198/zz002h2fpt","Work","connell/image/uclamss_893_0099.tif","","still image","copyrighted","Sound recording $z California|~|Radio broadcasting $z California","","acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Woman speaking at a sound stage or radio station with a technician at the controls, 1930-1950","uclamss_893_0099","1 photographic negative","b&w negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Woman seated in a rattan chair, speaking or singing, in front of sound recording equipment (?) at a sound stage or radio station. A technician has his hand on a dial. This may be related in some manner to the National Auto Shop reference on the negative sleeve.","[between 1930-1950]","1930/1950","Text from negative sleeve: National Auto Shop","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j91k1","21198/zz002h2fpt","Work","connell/image/uclamss_893_0100.tif","","still image","copyrighted","Sound recording $z California|~|Radio broadcasting $z California","","acetate film|~|black-and-white photographs","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Man and woman speaking at a sound stage or radio station with technicians at the controls, 1930-1950","uclamss_893_0100","1 photographic negative","b&w negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Man and woman standing behind a window, speaking or singing, in front of a microphone at a sound stage or radio station. A technician is seated in front of the window at a desk with controls and another technician operates controls on a panel. This may be related in some manner to the National Auto Shop reference on the negative sleeve.","[between 1930-1950]","1930/1950","Text from negative sleeve: National Auto Shop","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j91mj","21198/zz002h2fpt","Work","connell/image/uclamss_893_0101.tif","","still image","copyrighted","Eggs|~|Eggbeaters","","photomontages|~|black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Photomontage composition with eggs in cartons, 1925-1939","uclamss_893_0101","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Photomontage composition with eggs in cartons and eggbeaters in glass mixing bowls, possibly created for the magazine Better Homes and Gardens.|~|""BHGs"" on the negative sleeve probably refers to the magazine ""Better Homes and Gardens.""","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. B.U.S. & BHGs Broadside","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j91n2","21198/zz002h2fpt","Work","connell/image/uclamss_893_0102.tif","","still image","copyrighted","Dancers $x American $x California","","photomontages|~|black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Photomontage created with repeated images of a woman with a raised knee, 1925-1939","uclamss_893_0102","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Photomontage created with repeated images of a woman with a raised knee as though in the middle of executing a can-can dance movement, possibly for the magazine Better Homes and Gardens. She wears a short, ruffled gingham skirt, matching midriff top and reflective heeled sandals.|~|""BHGs"" on the negative sleeve probably refers to the magazine ""Better Homes and Gardens.""","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. B.U.S. & BHGs Broadside","",""
"Connell (Will) Papers, 1928-1961","21198/zz002j91pk","21198/zz002h2fpt","Work","connell/image/uclamss_893_0103.tif","","still image","copyrighted","Dancers $x American $x California","","photomontages|~|black-and-white photographs|~|cellulose nitrate film","University of California, Los Angeles. $b Library Special Collections","","","Y","Connell, Will, $d 1898-1961","","","Photomontage created with repeated images of a woman in point shoes, 1925-1939","uclamss_893_0103","1 photographic negative","b&w nitrate negative","Will Connell Collection. Department of Special Collections, Charles E. Young Research Library, UCLA.","Access to this collection is generously supported by Arcadia funds.","California","","","Photomontage created with repeated images of a woman in point shoes, possibly for the magazine Better Homes and Gardens. She wears a short, ruffled gingham skirt, matching midriff top and pointe shoes and stands with her hands clasped and one foot pointed in the floor.|~|""BHGs"" on the negative sleeve probably refers to the magazine ""Better Homes and Gardens.""","[between 1925-1939]","1925/1939","Text from negative sleeve: E. W. B.U.S. & BHGs Broadside","",""
