Object Type,Item ARK,Parent ARK,File Name,Title,AltTitle.translated,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Contributor,Name.producer,Format.extent,issue,Format.medium,Resource type,Genre,Language,Local identifier,Name.creator,Place of origin,Publisher.publisherName,Repository,Rights.copyrightStatus,Rights.rightsHolderContact,Subject
Work,ark:/21198/z1f78d27,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_b_0394.wav,Igede Music of Dawn and Day Music and Dance,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1972-1975,1972/1975,Bjorn Ranung,"Institute of African Studies, University of Ibadan",14 mins 23 secs,,Reel-to-Reel Tape,sound recording,sound recordings,ige,1007,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southern|~|Art and Culture"
Work,ark:/21198/z19g7nbh,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_b_0404.wav,Igede Music of Dawn and Day Music and Dance,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1972-1975,1972/1975,Bjorn Ranung,"Institute of African Studies, University of Ibadan",33 mins 15 secs,,Reel-to-Reel Tape,sound recording,sound recordings,ige,1006,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southern|~|Art and Culture"
Work,ark:/21198/z15q6wjw,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_b_0448.wav,Orin Esa Egunugun,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1972,1972,Foyeke Ajangila,"Institute of African Studies, University of Ibadan",27 mins 53 secs,,Reel-to-Reel Tape,sound recording,sound recordings,yor,834,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~||~|Songs and music|~|Performing arts|~|Songs and music"
Work,ark:/21198/z11z64v0,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_b_0459.wav,The Kwagh-Hir Masquerade Dancers from the Tiv Division of the Benue-Plateau State,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,November 1972,1972-11,Frank Sdied,"Institute of African Studies, University of Ibadan",1hr 4mins 6secs,,Reel-to-Reel Tape,sound recording,sound recordings,tiv,933,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria |~|Folk Dance Music|~|Tiv language|~|Songs, Tiv|~|Performing Arts|~|"
Work,ark:/21198/z1x65ndg,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_b_0460.wav,The Kwagh-Hir Masquerade Dancers from the Tiv Division of the Benue-Plateau State,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,November 1972,1972-11,Frank Sdied,"Institute of African Studies, University of Ibadan",5mins 26secs,,Reel-to-Reel Tape,sound recording,sound recordings,tiv,934,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria |~|Folk Dance Music|~|Tiv language|~|Songs, Tiv|~|Performing Arts|~|"
Work,ark:/21198/z1sf4wq6,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_b_0639.wav,The Palmwine Drinkard,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1972,1972,Kola Ogunmola,"Institute of African Studies, University of Ibadan",31 mins 58 secs,1,Reel-to-Reel Tape,sound recording,sound recordings,yor,1262,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Performing arts|~|Drama|~|Songs and Music"
Work,ark:/21198/z1np44zd,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_b_0640.wav,The Palmwine Drinkard,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1972,1972,Kola Ogunmola,"Institute of African Studies, University of Ibadan",29 mins 43 secs,2,Reel-to-Reel Tape,sound recording,sound recordings,yor,1263,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Performing arts|~|Drama|~|Songs and Music"
Work,ark:/21198/z1j123p5,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_b_0641.wav,The Palmwine Drinkard,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1972,1972,Kola Ogunmola,"Institute of African Studies, University of Ibadan",34 mins 57 secs,3,Reel-to-Reel Tape,sound recording,sound recordings,yor,1264,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southwest|~|Art and Culture|~|Performing arts|~|Drama|~|Songs and Music"
Work,ark:/21198/z1d81bx0,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_b_0749.wav,"Eastwall, Umuagu Min. Lineage",,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1972,1972,R.G. Armsrong|M. Onwuejeogwu,"Institute of African Studies, University of Ibadan",12 mins 25 secs,1,Reel-to-Reel Tape,sound recording,sound recordings,ibo,850,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southern|~|Art and Culture|~|Performing arts|~|Cultural Heritage|~|Songs and Music"
Work,ark:/21198/z18h0m57,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_b_0750.wav,"Northwall, Umu Nri, Min. Lineage",,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1972,1972,R.G. Armsrong|M. Onwuejeogwu,"Institute of African Studies, University of Ibadan",06 mins 41 secs,2,Reel-to-Reel Tape,sound recording,sound recordings,ibo,850,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southern|~|Art and Culture|~|Performing arts|~|Cultural Heritage|~|Songs and Music"
Work,ark:/21198/z14q9vdh,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_b_0751.wav,"Westwall, Umu Anuta, Min. Lineage",,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1972,1972,R.G. Armsrong|M. Onwuejeogwu,"Institute of African Studies, University of Ibadan",02 mins 25 secs,3,Reel-to-Reel Tape,sound recording,sound recordings,ibo,850,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southern|~|Art and Culture|~|Performing arts|~|Cultural Heritage|~|Songs and Music"
Work,ark:/21198/z10z93r2,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_b_0752.wav,"Southwall, Umu Nechi, Min. Lineage",,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1972,1972,R.G. Armsrong|M. Onwuejeogwu,"Institute of African Studies, University of Ibadan",10 mins 08 secs,4,Reel-to-Reel Tape,sound recording,sound recordings,ibo,850,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southern|~|Art and Culture|~|Performing arts|~|Cultural Heritage|~|Songs and Music"
Work,ark:/21198/z1w68m83,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_b_0762.wav,Symposium on Nigerian Antiquities,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1972,1972,,"Institute of African Studies, University of Ibadan","01 hrs; 04 mins, 08 secs",,Reel-to-Reel Tape,sound recording,sound recordings,eng,72|836,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southern|~|Conference proceedings|~|Education|~|Field Notes"
Work,ark:/21198/z1rf7vkt,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_b_0765.wav,Eastern and Northern Wall,,Interviews,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1972,1972,R.G. Armsrong|M. Onwuejeogwu,"Institute of African Studies, University of Ibadan",31 mins 54 secs,2,Reel-to-Reel Tape,sound recording,sound recordings,ibo,851,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southern|~|Art and Culture|~|Performing arts|~|Cultural Heritage|~|Songs and Music"
Work,ark:/21198/z1ms5t98,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_b_0766.wav,Symposium on Nigerian Antiquities,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1972,1972,,"Institute of African Studies, University of Ibadan","01 hrs; 04 mins, 56 secs",,Reel-to-Reel Tape,sound recording,sound recordings,eng,72|837,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southern|~|Conference proceedings|~|Education|~|Field Notes"
Work,ark:/21198/z1h152js,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_b_0771.wav,Symposium on Nigerian Antiquities,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,April 1972,1972-04,,"Institute of African Studies, University of Ibadan",1hr 4mins 32secs,,Reel-to-Reel Tape,sound recording,sound recordings,eng,72|838,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southern|~|Education|~|Field Notes|~|Conference proceedings"
Work,ark:/21198/z1c849sm,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1972_b_0772.wav,Isoko Religion and Philosophy,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1972,1972,Fred Akporobaro,"Institute of African Studies, University of Ibadan","01 hrs; 25 mins, 12 secs",,Reel-to-Reel Tape,sound recording,sound recordings,iso,949,,,,"Institute of African Studies, University of Ibadan",public domain,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southern|~|Intellectuals--Interviews|~|Arts and Culture"
Work,ark:/21198/z17h3k29,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1973_a_0014.wav,Ediigwu Sings Ichicha Songs,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1973,1973,Robert G. Armstrong,"Institute of African Studies, University of Ibadan",8 mins 51 secs,Side 1,Phonograph Record,sound recording,sound recordings,tiv,IASEP 1|~|Collection NCREP 1,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southern|~|Cultural Heritage|~|Songs and Music"
Work,ark:/21198/z13r2tc1,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1973_a_0015.wav,Ediigwu Sings Ichicha Songs,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1973,1973,Robert G. Armstrong,"Institute of African Studies, University of Ibadan",9 mins 8 secs,Side 2,Phonograph Record,sound recording,sound recordings,tiv,IASEP 2|~|Collection NCREP 1,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,"Nigeria, Southern|~|Cultural Heritage|~|Songs and Music"
Work,ark:/21198/z10022pf,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1973_a_0036.wav,Ohutu,Introduction,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1973,1973,Aboje Eglli,"Institute of African Studies, University of Ibadan",15 mins 14 Secs,Side 1 Track 1,,sound recording,sound recordings,idu,IAS  25|~|Collection NCR 22,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma (African people)--Rites and ceremonies|~|Recitation
Work,ark:/21198/z1vb08k1,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1973_a_0037.wav,Teegba jilam,Bring Me Help (Invocation to Ancient Alekwu),,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1973,1973,Aboje Eglli,"Institute of African Studies, University of Ibadan",4 mins 33 Secs,Side 1 Track 2,,sound recording,sound recordings,idu,IAS  25|~|Collection NCR 13,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma (African people)--Rites and ceremonies|~|Recitation
Work,ark:/21198/z1qj9ht9,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1973_a_0038.wav,"Inalegwu kopooceji, Daada koOtukpo",Opoceeji Prayer: Genealogy of Otukpo,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1973,1973,Aboje Eglli,"Institute of African Studies, University of Ibadan",7 mins 22 Secs,Side 1 Track 3,,sound recording,sound recordings,idu,IAS  25|~|Collection NCR 13,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma (African people)--Rites and ceremonies|~|Recitation
Work,ark:/21198/z1ks8s30,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1973_a_0039.wav,Owo: Owo ko deje nyeeje aji,God Shared (good things) with the Leopard but Begrudged the Leopard Horns,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1973,1973,Aboje Eglli,"Institute of African Studies, University of Ibadan",2 mins 16 Secs,Side 2 Track 1,,sound recording,sound recordings,idu,IAS 26|~|Collection NCR 13,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma (African people)--Rites and ceremonies|~|Recitation
Work,ark:/21198/z1g18192,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1973_a_0040.wav,Ekwoogblla Icogba kaoce kIdoma,"Diverse Chants, Titles of the Kings of Idoma",,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1973,1973,Aboje Eglli,"Institute of African Studies, University of Ibadan",4 mins 45 secs,Side 2 Track 2,,sound recording,sound recordings,idu,IAS 26|~|Collection NCR 13,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma (African people)--Rites and ceremonies|~|Recitation
Work,ark:/21198/z1b878ms,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1973_a_0041.wav,Onugbo mlOko,Onugbo and Oko Legend,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1973,1973,Aboje Eglli,"Institute of African Studies, University of Ibadan",5 mins 19 Secs,Side 2 Track 3,,sound recording,sound recordings,idu,IAS 26|~|Collection NCR 13,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma (African people)--Rites and ceremonies|~|Recitation
Work,ark:/21198/z16h6hxh,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1973_a_0042.wav,Ekwogblla mocetlla,Diverse Chants and Praises,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1973,1973,Aboje Eglli,"Institute of African Studies, University of Ibadan",1 mins 39 Secs,Side 2 Track 4,,sound recording,sound recordings,idu,IAS 26|~|Collection NCR 13,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma (African people)--Rites and ceremonies|~|Recitation
Work,ark:/21198/z12r5s7n,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1973_a_0050.wav,Aba OomonAnkpa,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1973,1973,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",5 mins 43 Secs,Side 3 Track  8,Phonograph Record,sound recording,sound recordings,idu,IAS 27|~|Collection NCR 14,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z1z3405c,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1973_a_0051.wav,Iyau Kilgballa,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1973,1973,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",6 mins 22 Secs,Side 3 Track 9,Phonograph Record,sound recording,sound recordings,idu,IAS 27|~|Collection NCR 14,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z1tb37fn,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1973_a_0052.wav,Ekwoogblla mlocetlla,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1973,1973,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",15 mins 13 Secs,Side 3 Track 10,Phonograph Record,sound recording,sound recordings,idu,IAS 27|~|Collection NCR 14,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z1pk2gpg,ark:/21198/z1jd6x7k,othermasters/MEAPibadansoundvision/audio/wav/ias_meap_1973_a_0053.wav,Ogwugolegba,,,"Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,1973,1973,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",2 mins 45 Secs,Side 4 Track 11,Phonograph Record,sound recording,sound recordings,idu,IAS 28|~|Collection NCR 14,,,,"Institute of African Studies, University of Ibadan",copyrighted,www.ibadan-ias.org; unibadanias60@gmail.com,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
