Object Type,Item ARK,Parent ARK,File name,local ID,Title,AltTitle.translated,AltTitle.other,Creator,Contributor,Contributor.producer,volume/year,issue,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Extent,Dimensions,Medium,Insitution/Repository,collection name,collection number,collection number,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Abstract,Note.content,Subject.topic
Work,ark:/21198/z1x36z22,ark:/21198/z1jd6x7k,ias_meap_1973_a_0059.mp3,IAS 29|~|Collection NCR 15,"Ekwoogblla, Ema, Ita kapo, Ahinyoota","Diverse Chants and Introduction, Relationship, Competition Proverbs, Thanks",,,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",,Side 5 Track 17,1973,1973,idu,sound recording,sound recordings,6 mins 57 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 15,Collection NCR 15,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Alekwo-Chinokwu Alekwu chants from Otukpo,,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z1sb668t,ark:/21198/z1jd6x7k,ias_meap_1973_a_0060.mp3,IAS 29|~|Collection NCR 15,"Alekwoowe, Anawoogene","Road Chants, The Anawoogene-Insect",,,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",,Side 5 Track 18,1973,1973,idu,sound recording,sound recordings,3 mins 13 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 15,Collection NCR 15,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Alekwo-Chinokwu Alekwu chants from Otukpo,,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z1nk5fhn,ark:/21198/z1jd6x7k,ias_meap_1973_a_0061.mp3,IAS 29|~|Collection NCR 15,Iye koo gbaje neene Ita,May Peace Be to the Land Proverbs,,,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",,Side 5 Track 19,1973,1973,idu,sound recording,sound recordings,1 mins 40 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 15,Collection NCR 15,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Alekwo-Chinokwu Alekwu chants from Otukpo,,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z1ht4ptc,ark:/21198/z1jd6x7k,ias_meap_1973_a_0062.mp3,IAS 29|~|Collection NCR 15,Owu Iega fenyi ee,The Boat Has Sunk Ega,,,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",,Side 5 Track 20,1973,1973,idu,sound recording,sound recordings,15 mins 48 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 15,Collection NCR 15,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Alekwo-Chinokwu Alekwu chants from Otukpo,,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z1d23z4t,ark:/21198/z1jd6x7k,ias_meap_1973_a_0063.mp3,IAS 29|~|Collection NCR 15,Ikwu I joduugwun,Death Does Not Know a Precious Thing,,,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",,Side 5 Track 21,1973,1973,idu,sound recording,sound recordings,54 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 15,Collection NCR 15,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Alekwo-Chinokwu Alekwu chants from Otukpo,,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z18936fx,ark:/21198/z1jd6x7k,ias_meap_1973_a_0064.mp3,IAS 29|~|Collection NCR 15,Olenadam,My Father's Mother's House,,,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",,Side 5 Track 22,1973,1973,idu,sound recording,sound recordings,45 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 15,Collection NCR 15,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Alekwo-Chinokwu Alekwu chants from Otukpo,,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z14n153g,ark:/21198/z1jd6x7k,ias_meap_1973_a_0065.mp3,IAS 29|~|Collection NCR 15,Ema,Relationship,,,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",,Side 5 Track 23,1973,1973,idu,sound recording,sound recordings,1 min 1 Sec,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 15,Collection NCR 15,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Alekwo-Chinokwu Alekwu chants from Otukpo,,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z10w0db9,ark:/21198/z1jd6x7k,ias_meap_1973_a_0066.mp3,IAS 29|~|Collection NCR 15,Ita kapo,Competitive Proverbs,,,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",,Side 5 Track 24,1973,1973,idu,sound recording,sound recordings,52 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 15,Collection NCR 15,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Alekwo-Chinokwu Alekwu chants from Otukpo,,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z1w39wvc,ark:/21198/z1jd6x7k,ias_meap_1973_a_0067.mp3,IAS 30|~|Collection NCR 15,"Ekwoogblla, Otekeneje, Ojo koo denyo wa (Igala)","Diverse Chants, The Squirrel, May God Bring Goodness",,,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",,Side 6 Track 25,1973,1973,idu,sound recording,sound recordings,4 mins 54 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 15,Collection NCR 15,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Alekwo-Chinokwu Alekwu chants from Otukpo,,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z1rb952j,ark:/21198/z1jd6x7k,ias_meap_1973_a_0068.mp3,IAS 30|~|Collection NCR 15,"Ekwogblla, Ita, Obocaded","Diverse Chants, Proverbs,Obocadede, Legend",,,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",,Side 6 Track 26,1973,1973,idu,sound recording,sound recordings,2 mins 13 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 15,Collection NCR 15,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Alekwo-Chinokwu Alekwu chants from Otukpo,,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z1mk8dc8,ark:/21198/z1jd6x7k,ias_meap_1973_a_0069.mp3,IAS 30|~|Collection NCR 15,"Ekwogblla, Ita, Obocaded","Diverse Chants, Proverbs",,,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",,Side 6 Track 27,1973,1973,idu,sound recording,sound recordings,15 mins 30 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 15,Collection NCR 15,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Alekwo-Chinokwu Alekwu chants from Otukpo,,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z1gt7np0,ark:/21198/z1jd6x7k,ias_meap_1973_a_0070.mp3,IAS 30|~|Collection NCR 15,"Teegba jilam, Ita, Ekwoogblla","Bring Me Help, Proverbs, Diverse Chants",,,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",,Side 6 Track 28,1973,1973,idu,sound recording,sound recordings,37 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 15,Collection NCR 15,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Alekwo-Chinokwu Alekwu chants from Otukpo,,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z1c26x0f,ark:/21198/z1jd6x7k,ias_meap_1973_a_0071.mp3,IAS 30|~|Collection NCR 15,Alekwoowe,Alekwu of the Road,,,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",,Side 6 Track 29,1973,1973,idu,sound recording,sound recordings,3 mins 46 Secs,,,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 15,Collection NCR 15,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Alekwo-Chinokwu Alekwu chants from Otukpo,,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z17d4vp1,ark:/21198/z1jd6x7k,ias_meap_1973_a_0072.mp3,IAS 30|~|Collection NCR 15,"Ahinya, iye koo gbuo neene!","Thank you, May You Be in Peace!",,,R.G. Armstrong|~|Samson O.O.Amali,"Institute of African Studies, University of Ibadan",,Side 6 Track 30,1973,1973,idu,sound recording,sound recordings,2 mins 28 Secs,,,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 15,Collection NCR 15,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,Alekwo-Chinokwu Alekwu chants from Otukpo,,Idoma (African people)--Rites and ceremonies|~|Idoma drama|~|Songs and Music
Work,ark:/21198/z13n43zp,ark:/21198/z1jd6x7k,ias_meap_1973_a_0087.mp3,IAS 20|~|Collection NCR 10,The Palmwine Drinkard,Omuti: The Night Spirit,,,Kola Ogunmola|~|R.G. Armstrong|~|S.O. Amali,"Institute of African Studies, University of Ibadan",,Side 2,1973,1973,yor,sound recording,sound recordings,19 mins 21 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 10,Collection NCR 10,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,"Opera by Kola Ogunmola, adapted from  Amos Tutuola's novel, The Palmwine Drinkard",,"Nigeria, Southern|~|Cultural Heritage|~|Performance Arts"
Work,ark:/21198/z1zw3mdh,ark:/21198/z1jd6x7k,ias_meap_1973_a_0088.mp3,IAS 21|~|Collection NCR 11,The Palmwine Drinkard,Omuti: Encounter with a God,,,Kola Ogunmola|~|R.G. Armstrong|~|S.O. Amali,"Institute of African Studies, University of Ibadan",,Side 3,1973,1973,yor,sound recording,sound recordings,15 mins 4 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 11,Collection NCR 11,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,"Opera by Kola Ogunmola, adapted from  Amos Tutuola's novel, The Palmwine Drinkard",,"Nigeria, Southern|~|Cultural Heritage|~|Performance Arts"
Work,ark:/21198/z1v42vnn,ark:/21198/z1jd6x7k,ias_meap_1973_a_0089.mp3,IAS 22|~|Collection NCR 11,The Palmwine Drinkard,Omuti: The Cruel King,,,Kola Ogunmola|~|R.G. Armstrong|~|S.O. Amali,"Institute of African Studies, University of Ibadan",,Side 4,1973,1973,yor,sound recording,sound recordings,17 mins 4 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 11,Collection NCR 11,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,"Opera by Kola Ogunmola, adapted from  Amos Tutuola's novel, The Palmwine Drinkard",,"Nigeria, Southern|~|Cultural Heritage|~|Performance Arts"
Work,ark:/21198/z1qc23zr,ark:/21198/z1jd6x7k,ias_meap_1973_a_0090.mp3,IAS 23|~|Collection NCR 12,The Palmwine Drinkard,Omuti: The Marriage,,,Kola Ogunmola|~|R.G. Armstrong|~|S.O. Amali,"Institute of African Studies, University of Ibadan",,Side 5,1973,1973,yor,sound recording,sound recordings,18 mins 39 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 12,Collection NCR 12,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,"Opera by Kola Ogunmola, adapted from  Amos Tutuola's novel, The Palmwine Drinkard",,"Nigeria, Southern|~|Cultural Heritage|~|Performance Arts"
Work,ark:/21198/z1km1c9b,ark:/21198/z1jd6x7k,ias_meap_1973_a_0091.mp3,IAS 24|~|Collection NCR 12,The Palmwine Drinkard,Omuti: The Marriage,,,Kola Ogunmola|~|R.G. Armstrong|~|S.O. Amali,"Institute of African Studies, University of Ibadan",,Side 6,1973,1973,yor,sound recording,sound recordings,6 mins 57 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 12,Collection NCR 12,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,"Opera by Kola Ogunmola, adapted from  Amos Tutuola's novel, The Palmwine Drinkard",,"Nigeria, Southern|~|Cultural Heritage|~|Performance Arts"
Work,ark:/21198/z1fv0mj5,ark:/21198/z1jd6x7k,ias_meap_1973_a_0092.mp3,IAS 24|~|Collection NCR 12,The Palmwine Drinkard,Omuti:The Dream Ends,,,Kola Ogunmola|~|R.G. Armstrong|~|S.O. Amali,"Institute of African Studies, University of Ibadan",,Side 6 Track 2,1973,1973,yor,sound recording,sound recordings,5 mins 54 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 12,Collection NCR 12,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,"Opera by Kola Ogunmola, adapted from  Amos Tutuola's novel, The Palmwine Drinkard",,"Nigeria, Southern|~|Cultural Heritage|~|Performance Arts"
Work,ark:/21198/z1b58k8c,ark:/21198/z1jd6x7k,ias_meap_1973_a_0093.mp3,IAS 24|~|Collection NCR 12,The Palmwine Drinkard,Omuti: Lanke wakes up,,,Kola Ogunmola|~|R.G. Armstrong|~|S.O. Amali,"Institute of African Studies, University of Ibadan",,Side 6 Track 3,1973,1973,yor,sound recording,sound recordings,4 mins 4 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 12,Collection NCR 12,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,"Opera by Kola Ogunmola, adapted from  Amos Tutuola's novel, The Palmwine Drinkard",,"Nigeria, Southern|~|Cultural Heritage|~|Performance Arts"
Work,ark:/21198/z16d7tk3,ark:/21198/z1jd6x7k,ias_meap_1973_a_0094.mp3,IAS 7|~|Collection NCR 4,The Palmwine Drinkard,The Market| The Forest |The Cruel King,,,Kola Ogunmola|~|R.G. Armstrong|~|S.O. Amali,"Institute of African Studies, University of Ibadan",,Side 3 Track 1-3,1973,1973,yor,sound recording,sound recordings,19 mins 57 Secs,,Phonograph Record,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection NCR 4,Collection NCR 4,copyrighted,published,www.ibadan-ias.org; unibadanias60@gmail.com,"Opera by Kola Ogunmola, adapted from  Amos Tutuola's novel, The Palmwine Drinkard",,"Nigeria, Southern|~|Cultural Heritage|~|Performance Arts"
Work,ark:/21198/z12n72sv,ark:/21198/z1jd6x7k,ias_meap_1973_b_0025.mp3,906|~|Collection 906,Odun Sango ni Ogbomoso,Sango Ritual Chants in Ogbomoso,,,Emmanuel Adedeji|~|David A. Adeniji,"Institute of African Studies, University of Ibadan",,,1973,1973,yor,sound recording,sound recordings,32 mins 19 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",Collection 906,Collection 906,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Ritual chant in honour of the Yoruba deity, Sango",,"Nigeria, Southwest|~|Ritual|~|Laudatory poetry, Yoruba"
Work,ark:/21198/z1xw6k84,ark:/21198/z1jd6x7k,ias_meap_1973_b_0136.mp3,1973,Ere Akengbe,,,,,"Institute of African Studies, University of Ibadan",,,1973,1973,yor,sound recording,sound recordings,32 mins 30 mins,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Yoruba folk songs about the gourd,,"Nigeria, southwest|~|folk songs|~|Yoruba"
Work,ark:/21198/z1t45tk5,ark:/21198/z1jd6x7k,ias_meap_1973_b_0138.mp3,927,Ere Akengbe,,,,,"Institute of African Studies, University of Ibadan",,,1973,1973,yor,sound recording,sound recordings,32 mins 19 secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,Yoruba folk songs about the guord,,"Nigeria, southwest|~|folk songs|~|Yoruba"
Work,ark:/21198/z1pc52w8,ark:/21198/z1jd6x7k,ias_meap_1973_b_0171.mp3,978,"Otutunpokanran, Idin Aladodo and Idin Obara","Truth and righteousness in the olden days, Kumolu's prosperity and barren woman who sacrified and had numerous children.",,,Babalola Ifatoogun,"Institute of African Studies, University of Ibadan",,,December 1973,1973-12,yor,sound recording,sound recording,1hr 2mins 10secs,,Reel-to-Reel Tape,"Institute of African Studies, University of Ibadan","Archive of Sound and Vision, Institute of African Studies, University of Ibadan",,,public domain,unpublished,www.ibadan-ias.org; unibadanias60@gmail.com,"Explanations of Otutunpokanran, Idin Aladodo, Idin Obara, an Odu of Ifa",,"Nigeria, Southwest |~|Recitations |~|Arts and culture"
